l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
1698,206,34,3,22.00,24336.40,0.03,0.04,N,O,1997-08-07,1997-05-28,1997-08-24,DELIVER IN PERSON,e around the even hocke
1766,1108,17,3,1.00,1009.10,0.10,0.02,N,O,1997-01-21,1997-01-07,1997-02-19,NONE,phins. quickly even accounts wake
1859,1044,80,6,12.00,11340.48,0.08,0.03,N,O,1997-05-22,1997-06-08,1997-06-07,COLLECT COD,haggle carefully. accounts
1890,1808,52,6,16.00,27356.80,0.08,0.02,N,O,1997-02-13,1997-02-18,1997-03-12,TAKE BACK RETURN,latelets wake carefully along the pe
1923,1831,18,5,25.00,43320.75,0.10,0.08,N,O,1997-08-18,1997-08-20,1997-09-12,DELIVER IN PERSON,ages. regular packages
1923,370,99,6,50.00,63518.50,0.03,0.03,N,O,1997-11-04,1997-08-08,1997-11-25,NONE,efully bold requests grow slyly about
1924,355,12,5,17.00,21340.95,0.04,0.05,N,O,1996-12-31,1996-11-12,1997-01-25,COLLECT COD,s shall boost regular requests. fluffily bo
1954,1987,76,3,11.00,20778.78,0.07,0.07,N,O,1997-08-07,1997-07-23,1997-08-25,DELIVER IN PERSON,regular requests
1954,1935,36,7,49.00,90009.57,0.05,0.06,N,O,1997-06-04,1997-08-29,1997-06-14,COLLECT COD,nstructions nag slyly among the pendin
2112,701,2,1,18.00,28830.60,0.02,0.05,N,O,1997-05-02,1997-03-16,1997-05-25,TAKE BACK RETURN,"onic, unusual theodolites. unusual, reg"
2117,1468,69,5,3.00,4108.38,0.02,0.05,N,O,1997-05-05,1997-07-20,1997-05-26,TAKE BACK RETURN,ounts nag
2273,1611,35,5,18.00,27226.98,0.07,0.00,N,O,1996-12-16,1997-01-21,1997-01-03,COLLECT COD,kly quickly quick packages. regular
2273,195,96,7,7.00,7666.33,0.05,0.05,N,O,1997-02-19,1997-01-22,1997-02-21,TAKE BACK RETURN,silently
2375,465,95,3,26.00,35501.96,0.02,0.06,N,O,1997-03-18,1997-02-02,1997-03-29,TAKE BACK RETURN,ng the slyly ir
2406,595,86,7,30.00,44867.70,0.07,0.07,N,O,1997-01-17,1997-01-12,1997-01-22,TAKE BACK RETURN,leep regular courts. q
2469,1657,81,1,11.00,17145.15,0.00,0.04,N,O,1997-02-09,1997-01-26,1997-02-16,NONE,le furiously furious
2469,1263,75,7,8.00,9314.08,0.02,0.00,N,O,1997-03-15,1997-01-20,1997-04-13,NONE,uickly reg
2884,252,53,3,8.00,9218.00,0.08,0.08,N,O,1997-11-30,1997-11-28,1997-12-14,COLLECT COD,equests after the slyly
2950,658,59,2,18.00,28055.70,0.10,0.01,N,O,1997-07-19,1997-08-29,1997-08-17,COLLECT COD,ly regular pinto b
2950,1736,37,6,27.00,44218.71,0.01,0.03,N,O,1997-10-01,1997-09-13,1997-10-08,NONE,xes. quickly unusual packages cajole.
3009,449,8,1,48.00,64773.12,0.10,0.02,N,O,1997-03-19,1997-05-13,1997-04-11,TAKE BACK RETURN,"express gifts: bold, regular"
3077,718,51,1,25.00,40467.75,0.06,0.01,N,O,1997-09-14,1997-10-16,1997-10-06,NONE,dinos wake c
3077,779,44,3,13.00,21837.01,0.03,0.07,N,O,1997-09-09,1997-10-15,1997-09-19,NONE,refully final package
3106,1359,74,2,49.00,61757.15,0.06,0.06,N,O,1997-02-27,1997-03-11,1997-03-12,NONE,ar frays. furiously pending d
3107,1417,18,2,35.00,46144.35,0.05,0.06,N,O,1997-08-27,1997-11-19,1997-09-14,COLLECT COD,s use slyly. slyly regular theodolites
3264,1404,5,6,43.00,56132.20,0.06,0.06,N,O,1997-01-17,1997-01-24,1997-02-01,TAKE BACK RETURN,eep carefully. fluffily f
3364,1594,75,4,7.00,10469.13,0.10,0.05,N,O,1997-07-09,1997-08-01,1997-07-16,NONE,mpress ironic requests. fluffily ironic re
3364,805,72,5,3.00,5117.40,0.01,0.00,N,O,1997-10-19,1997-08-15,1997-10-28,TAKE BACK RETURN,requests haggle quickly.
3429,585,16,2,15.00,22283.70,0.03,0.04,N,O,1997-02-04,1997-03-09,1997-03-01,TAKE BACK RETURN,lent dolphin
3552,1965,66,1,18.00,33605.28,0.01,0.07,N,O,1997-08-11,1997-07-14,1997-08-15,DELIVER IN PERSON,"eposits nag carefully within the even, fina"
3552,1605,29,3,36.00,54237.60,0.04,0.08,N,O,1997-06-29,1997-06-24,1997-07-21,COLLECT COD,ronic foxes boost slyly bli
3584,102,55,1,4.00,4008.40,0.04,0.08,N,O,1997-08-16,1997-10-31,1997-08-28,DELIVER IN PERSON,"ans. bold,"
3584,1595,36,2,23.00,34421.57,0.00,0.03,N,O,1997-09-10,1997-10-15,1997-09-30,COLLECT COD,o the fluffily unusual asymptotes
3623,1163,36,2,33.00,35117.28,0.08,0.01,N,O,1997-03-17,1997-02-13,1997-04-02,TAKE BACK RETURN,ges use quietly. quick
3623,1852,39,6,7.00,12276.95,0.01,0.02,N,O,1997-01-05,1997-03-26,1997-01-26,NONE,s deposits. furiously express grouches
3716,1069,70,3,42.00,40742.52,0.02,0.08,N,O,1997-12-03,1997-10-12,1997-12-15,NONE,ns? furiousl
3716,1644,68,4,19.00,29367.16,0.05,0.08,N,O,1997-09-25,1997-10-18,1997-10-12,NONE,ial ideas against the carefull
3719,215,97,1,35.00,39032.35,0.06,0.08,N,O,1997-06-11,1997-04-03,1997-06-15,TAKE BACK RETURN,ss the express deposits sleep careful
3719,777,10,5,19.00,31877.63,0.06,0.08,N,O,1997-05-22,1997-03-20,1997-06-12,COLLECT COD,special platelets serve careful
3815,1299,37,2,11.00,13203.19,0.02,0.04,N,O,1997-11-01,1997-11-05,1997-11-27,COLLECT COD,nag always
3878,874,75,2,13.00,23073.31,0.01,0.06,N,O,1997-06-08,1997-06-03,1997-06-25,TAKE BACK RETURN,"d, ironic pinto beans. quietly p"
3969,716,17,5,40.00,64668.40,0.09,0.00,N,O,1997-05-19,1997-08-02,1997-06-05,COLLECT COD,instructions along the quickly unusual pac
4002,1108,45,1,35.00,35318.50,0.01,0.08,N,O,1997-05-16,1997-06-15,1997-06-02,DELIVER IN PERSON,efully regul
4036,1261,73,4,20.00,23245.20,0.08,0.02,N,O,1997-08-11,1997-07-11,1997-09-03,NONE,haggle. even asymptotes was carefully. fu
4066,926,61,2,19.00,34711.48,0.05,0.00,N,O,1997-05-13,1997-04-17,1997-06-08,NONE,accounts wake fur
4066,1782,25,4,49.00,82505.22,0.01,0.01,N,O,1997-02-17,1997-03-24,1997-02-19,NONE,accounts. idle accounts are ruthlessly
4135,1194,95,2,32.00,35046.08,0.07,0.00,N,O,1997-03-14,1997-04-23,1997-04-12,TAKE BACK RETURN,y. blithely regular accounts bo
4198,1423,2,2,46.00,60923.32,0.09,0.01,N,O,1997-08-17,1997-09-08,1997-09-11,COLLECT COD,s the pending g
4225,488,76,1,25.00,34712.00,0.08,0.04,N,O,1997-07-10,1997-08-08,1997-07-31,TAKE BACK RETURN,ss theodolites cajole. slyly special req
4326,1628,29,1,11.00,16825.82,0.01,0.01,N,O,1997-02-02,1996-12-10,1997-02-20,DELIVER IN PERSON,efully regu
4355,166,93,2,4.00,4264.64,0.05,0.02,N,O,1997-02-25,1997-01-29,1997-03-17,TAKE BACK RETURN,slyly according to the regula
4355,8,9,3,13.00,11804.00,0.07,0.05,N,O,1997-01-21,1996-12-22,1997-02-14,COLLECT COD,old theodolites sleep slyly. furiously
4421,1662,4,3,46.00,71928.36,0.00,0.06,N,O,1997-05-25,1997-05-21,1997-06-23,COLLECT COD,special dep
4421,466,54,6,44.00,60124.24,0.09,0.06,N,O,1997-06-17,1997-06-20,1997-06-29,NONE,latelets. slyly
4450,955,90,3,45.00,83517.75,0.08,0.01,N,O,1997-09-01,1997-10-06,1997-09-19,NONE,ts grow carefully about the silent
4453,1018,54,4,26.00,23894.26,0.06,0.07,N,O,1997-05-07,1997-06-07,1997-05-22,NONE,", final deposits sle"
4484,948,51,1,4.00,7395.76,0.06,0.03,N,O,1997-04-09,1997-02-11,1997-04-12,TAKE BACK RETURN,ove the fur
4544,1323,100,5,31.00,37953.92,0.09,0.03,N,O,1997-08-09,1997-09-29,1997-08-17,COLLECT COD,epitaphs sleep carefully.
4807,1220,95,1,9.00,10090.98,0.04,0.08,N,O,1997-04-23,1997-03-01,1997-05-15,TAKE BACK RETURN,s. ironically pending packages detect. q
4832,639,40,4,6.00,9237.78,0.02,0.01,N,O,1997-12-08,1998-02-03,1997-12-10,COLLECT COD,counts cajole furiously hockey players. b
4836,1054,25,4,15.00,14325.75,0.10,0.00,N,O,1997-03-08,1997-03-14,1997-03-30,TAKE BACK RETURN,olites. ironic dolphins haggle
4836,502,63,5,12.00,16830.00,0.01,0.04,N,O,1997-02-02,1997-02-10,1997-02-03,COLLECT COD,usly ironic instr
4865,1615,39,1,16.00,24265.76,0.07,0.05,N,O,1997-10-02,1997-08-20,1997-10-04,COLLECT COD,gainst the fluffi
4866,1305,44,3,17.00,20507.10,0.07,0.00,N,O,1997-11-26,1997-10-11,1997-12-12,COLLECT COD,above the blithely even ideas cajole
4964,1471,11,2,46.00,63133.62,0.06,0.06,N,O,1997-10-05,1997-09-12,1997-10-11,NONE,", final deposi"
4964,1798,41,4,12.00,20397.48,0.08,0.01,N,O,1997-09-03,1997-10-25,1997-09-15,NONE,ng the foxes. ironic pinto
4967,524,15,2,43.00,61254.36,0.00,0.07,N,O,1997-05-28,1997-04-10,1997-06-09,NONE,ully pending theodolites.
5056,474,62,1,7.00,9621.29,0.09,0.01,N,O,1997-04-28,1997-04-07,1997-05-15,DELIVER IN PERSON,pecial notornis wake across the d
5063,1737,64,2,43.00,70465.39,0.04,0.08,N,O,1997-09-14,1997-07-05,1997-10-05,TAKE BACK RETURN,efully regular ideas with the pending fo
5090,214,15,1,22.00,24512.62,0.07,0.00,N,O,1997-05-10,1997-05-25,1997-05-24,TAKE BACK RETURN,nding excuses sleep quickly
5156,1166,39,1,21.00,22410.36,0.06,0.03,N,O,1997-01-01,1997-01-30,1997-01-11,TAKE BACK RETURN,special foxes. enticingly ironic de
5286,1380,81,6,24.00,30753.12,0.08,0.00,N,O,1997-09-27,1997-12-21,1997-09-30,COLLECT COD,eposits above the quick
5413,1419,59,2,37.00,48855.17,0.02,0.07,N,O,1997-12-08,1998-01-01,1997-12-13,COLLECT COD,"iously on the frays. final, express sautern"
5413,1109,82,3,36.00,36363.60,0.02,0.07,N,O,1997-12-12,1997-11-28,1997-12-25,NONE,the fluffily ironic theodolites. carefu
5413,1891,92,6,32.00,57372.48,0.02,0.03,N,O,1997-10-28,1998-01-03,1997-11-10,NONE,regular deposits? quick
5413,301,30,7,32.00,38441.60,0.06,0.07,N,O,1997-10-23,1997-12-09,1997-11-17,NONE,es cajole carefully among the carefully e
5476,477,36,1,13.00,17907.11,0.01,0.04,N,O,1997-12-27,1997-12-08,1997-12-29,COLLECT COD,"nding, even excus"
5600,74,50,2,19.00,18507.33,0.00,0.01,N,O,1997-04-10,1997-03-24,1997-04-16,TAKE BACK RETURN,ermanently special r
5602,611,5,2,31.00,46859.91,0.04,0.08,N,O,1997-09-04,1997-10-24,1997-09-07,NONE,ithely ironic accounts haggle carefully
5606,739,40,7,46.00,75427.58,0.07,0.01,N,O,1997-02-01,1997-01-31,1997-02-15,DELIVER IN PERSON,ts. carefully pending requests sleep realm
5732,1383,98,1,26.00,33393.88,0.02,0.07,N,O,1997-08-18,1997-10-25,1997-09-12,TAKE BACK RETURN,uriously final excuses. carefully unusual
5793,1700,24,2,41.00,65669.70,0.06,0.06,N,O,1997-08-04,1997-10-10,1997-08-12,DELIVER IN PERSON,y final acco
5824,722,19,3,16.00,25963.52,0.03,0.02,N,O,1997-02-13,1997-01-07,1997-02-17,TAKE BACK RETURN,ns after the f
5824,1070,71,5,44.00,42727.08,0.08,0.03,N,O,1997-01-24,1997-01-31,1997-02-11,COLLECT COD,e quickly! careful
5829,397,54,1,4.00,5189.56,0.01,0.02,N,O,1997-03-01,1997-02-17,1997-03-22,NONE,onic asymptotes. slyly ironic courts cajole
5829,1066,2,2,40.00,38682.40,0.04,0.01,N,O,1997-04-21,1997-02-12,1997-05-04,COLLECT COD,"ironic, daring theodolites. care"
5831,1904,5,1,2.00,3611.80,0.10,0.01,N,O,1997-02-09,1997-01-20,1997-03-07,TAKE BACK RETURN,alongside of the
5857,1948,81,2,50.00,92497.00,0.06,0.07,N,O,1997-12-04,1997-12-16,1997-12-20,NONE,uests above
5859,458,88,3,33.00,44828.85,0.10,0.04,N,O,1997-07-08,1997-06-22,1997-07-18,TAKE BACK RETURN,tions integrate fluffily. slyly ironic r
5859,1527,8,5,35.00,49998.20,0.00,0.08,N,O,1997-05-28,1997-07-14,1997-06-15,COLLECT COD,"cial, speci"
5861,857,24,2,6.00,10547.10,0.10,0.03,N,O,1997-07-28,1997-05-18,1997-08-24,TAKE BACK RETURN,are quickly i
5862,1121,58,1,4.00,4088.48,0.09,0.06,N,O,1997-06-04,1997-04-26,1997-06-19,NONE,ly regular deposit
5895,838,38,3,49.00,85202.67,0.03,0.07,N,O,1997-03-15,1997-02-17,1997-04-04,NONE,r packages wake quickly f
5895,1458,59,4,31.00,42142.95,0.03,0.01,N,O,1997-03-03,1997-03-30,1997-03-08,TAKE BACK RETURN,r special requests nag carefully:
5923,1076,82,3,2.00,1954.14,0.06,0.05,N,O,1997-06-19,1997-07-31,1997-06-28,TAKE BACK RETURN,rls integrate across the furiou
5927,896,30,1,44.00,79063.16,0.04,0.05,N,O,1997-11-29,1997-11-21,1997-12-13,DELIVER IN PERSON,uests are slyly. carefully final
5952,1579,60,4,23.00,34053.11,0.00,0.07,N,O,1997-05-13,1997-06-27,1997-05-20,NONE,e furiously bold account
6081,348,5,3,4.00,4993.36,0.08,0.01,N,O,1997-12-05,1998-01-27,1997-12-23,COLLECT COD,refully pending pinto beans. expr
6084,275,30,3,3.00,3525.81,0.10,0.05,N,O,1997-04-01,1997-02-20,1997-04-29,COLLECT COD,express ideas
6118,1408,48,3,4.00,5237.60,0.10,0.04,N,O,1997-05-13,1997-05-19,1997-06-04,TAKE BACK RETURN,slyly even pinto beans unwin
6275,595,96,1,47.00,70292.73,0.07,0.02,N,O,1997-04-21,1997-03-07,1997-05-07,TAKE BACK RETURN,sits. pinto beans wake slyly regu
6308,1954,99,1,23.00,42686.85,0.10,0.06,N,O,1997-10-13,1997-08-30,1997-11-10,NONE,ding to the special ac
6401,114,93,3,6.00,6084.66,0.07,0.06,N,O,1997-06-08,1997-05-24,1997-06-18,DELIVER IN PERSON,ets doze furiously
6565,989,92,6,48.00,90719.04,0.01,0.03,N,O,1997-04-19,1997-05-23,1997-05-17,DELIVER IN PERSON,"ncies. regular, final requests use. iron"
6567,891,92,1,2.00,3583.78,0.09,0.03,N,O,1997-09-24,1997-10-06,1997-09-25,NONE,ously regular asy
6630,1579,60,5,29.00,42936.53,0.03,0.01,N,O,1996-12-16,1997-02-17,1997-01-11,DELIVER IN PERSON,l packages breach car
6688,1611,12,3,16.00,24201.76,0.00,0.06,N,O,1997-03-09,1997-03-26,1997-03-19,COLLECT COD,detect slyly regular reques
6688,1041,42,4,42.00,39565.68,0.09,0.01,N,O,1997-05-25,1997-05-01,1997-06-17,TAKE BACK RETURN,ronic ideas wak
6853,1543,84,1,11.00,15889.94,0.10,0.07,N,O,1997-02-20,1997-04-26,1997-03-12,NONE,lyly pending
6883,1463,81,4,47.00,64129.62,0.06,0.08,N,O,1997-10-17,1997-09-09,1997-11-03,COLLECT COD,luffily blithely pendin
6946,1642,84,1,50.00,77182.00,0.04,0.01,N,O,1997-10-15,1997-07-23,1997-10-30,DELIVER IN PERSON,"refully regular packages. even,"
7047,1345,60,4,27.00,33651.18,0.02,0.05,N,O,1997-02-16,1997-02-06,1997-03-18,TAKE BACK RETURN,"en, ironic pa"
7047,656,57,5,45.00,70049.25,0.04,0.08,N,O,1997-02-18,1997-02-25,1997-03-18,DELIVER IN PERSON,furiously pendin
7073,260,61,1,8.00,9282.08,0.01,0.03,N,O,1997-10-11,1997-12-07,1997-10-22,COLLECT COD,y final deposits. f
7329,1426,5,5,28.00,37167.76,0.06,0.07,N,O,1997-01-20,1996-12-30,1997-01-26,NONE,nto beans run carefully. fluffily
7584,1676,18,2,1.00,1577.67,0.06,0.00,N,O,1997-06-19,1997-05-14,1997-07-01,DELIVER IN PERSON,ons are carefully about t
7810,683,77,4,12.00,19004.16,0.04,0.05,N,O,1997-04-29,1997-04-09,1997-04-30,NONE,nding packages use. b
7911,444,74,2,3.00,4033.32,0.00,0.00,N,O,1997-10-23,1997-11-29,1997-11-01,COLLECT COD,phins thrash against the final reque
7975,731,28,1,28.00,45688.44,0.08,0.03,N,O,1997-05-14,1997-04-29,1997-05-30,COLLECT COD,ironic requests
8066,1612,54,5,45.00,68112.45,0.04,0.08,N,O,1997-05-09,1997-04-30,1997-05-21,DELIVER IN PERSON,ajole furiously. carefully
8102,979,48,3,31.00,58279.07,0.09,0.04,N,O,1997-07-10,1997-08-12,1997-07-23,NONE,"requests. final, regular"
8102,1953,86,4,45.00,83472.75,0.09,0.08,N,O,1997-09-04,1997-08-19,1997-09-11,TAKE BACK RETURN,al platelets sleep som
8128,867,68,3,46.00,81321.56,0.05,0.03,N,O,1997-01-18,1996-12-18,1997-02-15,TAKE BACK RETURN,ully silent packages use a
8163,226,54,2,42.00,47301.24,0.07,0.01,N,O,1997-04-23,1997-03-23,1997-05-21,DELIVER IN PERSON,ments. care
8166,1580,61,4,45.00,66671.10,0.08,0.08,N,O,1997-04-27,1997-04-26,1997-05-27,TAKE BACK RETURN,d foxes. e
8166,780,45,7,47.00,78996.66,0.05,0.05,N,O,1997-04-08,1997-03-14,1997-04-26,TAKE BACK RETURN,rate furiousl
8193,535,36,1,35.00,50243.55,0.05,0.07,N,O,1997-09-25,1997-10-14,1997-10-18,TAKE BACK RETURN,regular foxes cajole never alongside o
8193,835,2,3,35.00,60754.05,0.10,0.00,N,O,1997-09-30,1997-09-27,1997-10-30,DELIVER IN PERSON,"g, ironic r"
8358,297,79,1,24.00,28734.96,0.07,0.04,N,O,1997-02-09,1997-02-11,1997-03-06,TAKE BACK RETURN,the quickly express
8358,1285,23,2,44.00,52196.32,0.01,0.05,N,O,1997-04-01,1997-03-19,1997-04-04,TAKE BACK RETURN,eposits ar
8385,1209,84,1,37.00,41077.40,0.01,0.08,N,O,1997-09-29,1997-07-28,1997-10-24,TAKE BACK RETURN,totes. quickly final depo
8421,621,53,5,16.00,24345.92,0.09,0.06,N,O,1997-06-09,1997-06-09,1997-06-27,DELIVER IN PERSON,le furiously about the furiously silen
8453,1363,2,1,22.00,27815.92,0.05,0.04,N,O,1997-12-07,1997-10-20,1997-12-23,COLLECT COD,inal pinto beans haggle furiously blithely
8453,459,47,3,19.00,25829.55,0.09,0.03,N,O,1997-10-16,1997-10-23,1997-11-09,TAKE BACK RETURN,ts wake furiously. carefully
8487,176,29,4,10.00,10761.70,0.10,0.02,N,O,1997-02-14,1997-03-03,1997-02-21,COLLECT COD,"r requests. regular, express theodoli"
8517,1840,84,4,36.00,62706.24,0.02,0.07,N,O,1997-05-14,1997-05-07,1997-05-20,TAKE BACK RETURN,press foxes. blithely bold pa
8577,1757,84,3,3.00,4976.25,0.08,0.04,N,O,1997-01-04,1997-01-31,1997-01-23,DELIVER IN PERSON,across the carefully even grouches
8577,887,87,4,50.00,89394.00,0.03,0.00,N,O,1997-02-15,1996-12-10,1997-03-10,DELIVER IN PERSON,blithely slyly s
8645,133,12,6,34.00,35126.42,0.00,0.00,N,O,1997-01-10,1996-12-12,1997-01-23,NONE,structions impress. dar
8645,1226,27,7,42.00,47343.24,0.03,0.03,N,O,1997-01-09,1997-01-25,1997-01-26,TAKE BACK RETURN,unts solve. busily even
8674,1276,51,2,25.00,29431.75,0.08,0.01,N,O,1997-03-24,1997-05-11,1997-04-06,NONE,pinto beans. exc
8711,90,41,1,21.00,20791.89,0.10,0.08,N,O,1997-05-16,1997-05-15,1997-05-29,DELIVER IN PERSON,ions. ironic requests
8742,514,15,4,20.00,28290.20,0.10,0.01,N,O,1997-09-15,1997-10-28,1997-09-17,DELIVER IN PERSON,the furiously bold packages. carefully
8838,420,50,2,15.00,19806.30,0.09,0.04,N,O,1997-11-21,1997-12-18,1997-11-30,COLLECT COD,lly inside the final theodolites.
8838,1349,64,3,20.00,25006.80,0.03,0.00,N,O,1997-11-03,1997-12-18,1997-11-16,DELIVER IN PERSON,n instructions.
8838,1807,51,5,15.00,25632.00,0.09,0.08,N,O,1997-10-09,1997-12-04,1997-10-13,TAKE BACK RETURN,onic excus
8867,336,93,1,50.00,61816.50,0.01,0.07,N,O,1997-04-04,1997-03-17,1997-04-10,NONE,", regular deposits inside the quickly"
8897,1817,61,4,48.00,82502.88,0.09,0.03,N,O,1997-11-04,1997-11-05,1997-11-05,DELIVER IN PERSON,refully final pinto beans nag carefully r
8962,1110,47,2,1.00,1011.11,0.06,0.04,N,O,1997-09-07,1997-07-24,1997-09-12,COLLECT COD,dependencies. ideas print blithely. ironic
8963,1177,78,4,5.00,5390.85,0.00,0.00,N,O,1997-05-07,1997-06-12,1997-05-17,DELIVER IN PERSON,otes cajole carefully f
