l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
4836,1054,25,4,15.0,14325.75,0.1,0.0,N,O,1997-03-08,1997-03-14,1997-03-30,TAKE BACK RETURN,TRUCK,olites. ironic dolphins haggle ,1997
4836,502,63,5,12.0,16830.0,0.01,0.04,N,O,1997-02-02,1997-02-10,1997-02-03,COLLECT COD,TRUCK,usly ironic instr,1997
4865,1615,39,1,16.0,24265.76,0.07,0.05,N,O,1997-10-02,1997-08-20,1997-10-04,COLLECT COD,TRUCK,gainst the fluffi,1997
4866,1305,44,3,17.0,20507.1,0.07,0.0,N,O,1997-11-26,1997-10-11,1997-12-12,COLLECT COD,TRUCK, above the blithely even ideas cajole,1997
4964,1471,11,2,46.0,63133.62,0.06,0.06,N,O,1997-10-05,1997-09-12,1997-10-11,NONE,TRUCK,", final deposi",1997
4964,1798,41,4,12.0,20397.48,0.08,0.01,N,O,1997-09-03,1997-10-25,1997-09-15,NONE,TRUCK,ng the foxes. ironic pinto ,1997
4967,524,15,2,43.0,61254.36,0.0,0.07,N,O,1997-05-28,1997-04-10,1997-06-09,NONE,TRUCK,ully pending theodolites. ,1997
5056,474,62,1,7.0,9621.29,0.09,0.01,N,O,1997-04-28,1997-04-07,1997-05-15,DELIVER IN PERSON,TRUCK,pecial notornis wake across the d,1997
5063,1737,64,2,43.0,70465.39,0.04,0.08,N,O,1997-09-14,1997-07-05,1997-10-05,TAKE BACK RETURN,TRUCK,efully regular ideas with the pending fo,1997
5090,214,15,1,22.0,24512.62,0.07,0.0,N,O,1997-05-10,1997-05-25,1997-05-24,TAKE BACK RETURN,TRUCK,nding excuses sleep quickly,1997
5156,1166,39,1,21.0,22410.36,0.06,0.03,N,O,1997-01-01,1997-01-30,1997-01-11,TAKE BACK RETURN,TRUCK,special foxes. enticingly ironic de,1997
5286,1380,81,6,24.0,30753.12,0.08,0.0,N,O,1997-09-27,1997-12-21,1997-09-30,COLLECT COD,TRUCK,eposits above the quick,1997
5413,1419,59,2,37.0,48855.17,0.02,0.07,N,O,1997-12-08,1998-01-01,1997-12-13,COLLECT COD,TRUCK,"iously on the frays. final, express sautern",1997
5413,1109,82,3,36.0,36363.6,0.02,0.07,N,O,1997-12-12,1997-11-28,1997-12-25,NONE,TRUCK, the fluffily ironic theodolites. carefu,1997
5413,1891,92,6,32.0,57372.48,0.02,0.03,N,O,1997-10-28,1998-01-03,1997-11-10,NONE,TRUCK,regular deposits? quick,1997
5413,301,30,7,32.0,38441.6,0.06,0.07,N,O,1997-10-23,1997-12-09,1997-11-17,NONE,TRUCK,es cajole carefully among the carefully e,1997
5476,477,36,1,13.0,17907.11,0.01,0.04,N,O,1997-12-27,1997-12-08,1997-12-29,COLLECT COD,TRUCK,"nding, even excus",1997
5600,74,50,2,19.0,18507.33,0.0,0.01,N,O,1997-04-10,1997-03-24,1997-04-16,TAKE BACK RETURN,TRUCK,ermanently special r,1997
5602,611,5,2,31.0,46859.91,0.04,0.08,N,O,1997-09-04,1997-10-24,1997-09-07,NONE,TRUCK,ithely ironic accounts haggle carefully ,1997
5606,739,40,7,46.0,75427.58,0.07,0.01,N,O,1997-02-01,1997-01-31,1997-02-15,DELIVER IN PERSON,TRUCK,ts. carefully pending requests sleep realm,1997
5732,1383,98,1,26.0,33393.88,0.02,0.07,N,O,1997-08-18,1997-10-25,1997-09-12,TAKE BACK RETURN,TRUCK,uriously final excuses. carefully unusual ,1997
5793,1700,24,2,41.0,65669.7,0.06,0.06,N,O,1997-08-04,1997-10-10,1997-08-12,DELIVER IN PERSON,TRUCK,y final acco,1997
5824,722,19,3,16.0,25963.52,0.03,0.02,N,O,1997-02-13,1997-01-07,1997-02-17,TAKE BACK RETURN,TRUCK,ns after the f,1997
5824,1070,71,5,44.0,42727.08,0.08,0.03,N,O,1997-01-24,1997-01-31,1997-02-11,COLLECT COD,TRUCK,e quickly! careful,1997
5829,397,54,1,4.0,5189.56,0.01,0.02,N,O,1997-03-01,1997-02-17,1997-03-22,NONE,TRUCK,onic asymptotes. slyly ironic courts cajole,1997
5829,1066,2,2,40.0,38682.4,0.04,0.01,N,O,1997-04-21,1997-02-12,1997-05-04,COLLECT COD,TRUCK," ironic, daring theodolites. care",1997
5831,1904,5,1,2.0,3611.8,0.1,0.01,N,O,1997-02-09,1997-01-20,1997-03-07,TAKE BACK RETURN,TRUCK, alongside of the ,1997
5857,1948,81,2,50.0,92497.0,0.06,0.07,N,O,1997-12-04,1997-12-16,1997-12-20,NONE,TRUCK,uests above,1997
5859,458,88,3,33.0,44828.85,0.1,0.04,N,O,1997-07-08,1997-06-22,1997-07-18,TAKE BACK RETURN,TRUCK,tions integrate fluffily. slyly ironic r,1997
5859,1527,8,5,35.0,49998.2,0.0,0.08,N,O,1997-05-28,1997-07-14,1997-06-15,COLLECT COD,TRUCK,"cial, speci",1997
5861,857,24,2,6.0,10547.1,0.1,0.03,N,O,1997-07-28,1997-05-18,1997-08-24,TAKE BACK RETURN,TRUCK,are quickly i,1997
5862,1121,58,1,4.0,4088.48,0.09,0.06,N,O,1997-06-04,1997-04-26,1997-06-19,NONE,TRUCK,ly regular deposit,1997
5895,838,38,3,49.0,85202.67,0.03,0.07,N,O,1997-03-15,1997-02-17,1997-04-04,NONE,TRUCK,r packages wake quickly f,1997
5895,1458,59,4,31.0,42142.95,0.03,0.01,N,O,1997-03-03,1997-03-30,1997-03-08,TAKE BACK RETURN,TRUCK,r special requests nag carefully:,1997
5923,1076,82,3,2.0,1954.14,0.06,0.05,N,O,1997-06-19,1997-07-31,1997-06-28,TAKE BACK RETURN,TRUCK,rls integrate across the furiou,1997
5927,896,30,1,44.0,79063.16,0.04,0.05,N,O,1997-11-29,1997-11-21,1997-12-13,DELIVER IN PERSON,TRUCK,uests are slyly. carefully final ,1997
5952,1579,60,4,23.0,34053.11,0.0,0.07,N,O,1997-05-13,1997-06-27,1997-05-20,NONE,TRUCK,e furiously bold account,1997
6081,348,5,3,4.0,4993.36,0.08,0.01,N,O,1997-12-05,1998-01-27,1997-12-23,COLLECT COD,TRUCK,refully pending pinto beans. expr,1997
6084,275,30,3,3.0,3525.81,0.1,0.05,N,O,1997-04-01,1997-02-20,1997-04-29,COLLECT COD,TRUCK,express ideas,1997
6118,1408,48,3,4.0,5237.6,0.1,0.04,N,O,1997-05-13,1997-05-19,1997-06-04,TAKE BACK RETURN,TRUCK, slyly even pinto beans unwin,1997
6275,595,96,1,47.0,70292.73,0.07,0.02,N,O,1997-04-21,1997-03-07,1997-05-07,TAKE BACK RETURN,TRUCK,sits. pinto beans wake slyly regu,1997
6308,1954,99,1,23.0,42686.85,0.1,0.06,N,O,1997-10-13,1997-08-30,1997-11-10,NONE,TRUCK,ding to the special ac,1997
6401,114,93,3,6.0,6084.66,0.07,0.06,N,O,1997-06-08,1997-05-24,1997-06-18,DELIVER IN PERSON,TRUCK,ets doze furiously,1997
6565,989,92,6,48.0,90719.04,0.01,0.03,N,O,1997-04-19,1997-05-23,1997-05-17,DELIVER IN PERSON,TRUCK,"ncies. regular, final requests use. iron",1997
6567,891,92,1,2.0,3583.78,0.09,0.03,N,O,1997-09-24,1997-10-06,1997-09-25,NONE,TRUCK,ously regular asy,1997
6630,1579,60,5,29.0,42936.53,0.03,0.01,N,O,1996-12-16,1997-02-17,1997-01-11,DELIVER IN PERSON,TRUCK,l packages breach car,1997
6688,1611,12,3,16.0,24201.76,0.0,0.06,N,O,1997-03-09,1997-03-26,1997-03-19,COLLECT COD,TRUCK,detect slyly regular reques,1997
6688,1041,42,4,42.0,39565.68,0.09,0.01,N,O,1997-05-25,1997-05-01,1997-06-17,TAKE BACK RETURN,TRUCK,ronic ideas wak,1997
6853,1543,84,1,11.0,15889.94,0.1,0.07,N,O,1997-02-20,1997-04-26,1997-03-12,NONE,TRUCK,lyly pending,1997
6883,1463,81,4,47.0,64129.62,0.06,0.08,N,O,1997-10-17,1997-09-09,1997-11-03,COLLECT COD,TRUCK,luffily blithely pendin,1997
6946,1642,84,1,50.0,77182.0,0.04,0.01,N,O,1997-10-15,1997-07-23,1997-10-30,DELIVER IN PERSON,TRUCK,"refully regular packages. even, ",1997
7047,1345,60,4,27.0,33651.18,0.02,0.05,N,O,1997-02-16,1997-02-06,1997-03-18,TAKE BACK RETURN,TRUCK,"en, ironic pa",1997
7047,656,57,5,45.0,70049.25,0.04,0.08,N,O,1997-02-18,1997-02-25,1997-03-18,DELIVER IN PERSON,TRUCK,furiously pendin,1997
7073,260,61,1,8.0,9282.08,0.01,0.03,N,O,1997-10-11,1997-12-07,1997-10-22,COLLECT COD,TRUCK,y final deposits. f,1997
7329,1426,5,5,28.0,37167.76,0.06,0.07,N,O,1997-01-20,1996-12-30,1997-01-26,NONE,TRUCK,nto beans run carefully. fluffily ,1997
7584,1676,18,2,1.0,1577.67,0.06,0.0,N,O,1997-06-19,1997-05-14,1997-07-01,DELIVER IN PERSON,TRUCK,ons are carefully about t,1997
7810,683,77,4,12.0,19004.16,0.04,0.05,N,O,1997-04-29,1997-04-09,1997-04-30,NONE,TRUCK,nding packages use. b,1997
7911,444,74,2,3.0,4033.32,0.0,0.0,N,O,1997-10-23,1997-11-29,1997-11-01,COLLECT COD,TRUCK,phins thrash against the final reque,1997
7975,731,28,1,28.0,45688.44,0.08,0.03,N,O,1997-05-14,1997-04-29,1997-05-30,COLLECT COD,TRUCK,ironic requests,1997
8066,1612,54,5,45.0,68112.45,0.04,0.08,N,O,1997-05-09,1997-04-30,1997-05-21,DELIVER IN PERSON,TRUCK,ajole furiously. carefully,1997
8102,979,48,3,31.0,58279.07,0.09,0.04,N,O,1997-07-10,1997-08-12,1997-07-23,NONE,TRUCK,"requests. final, regular",1997
8102,1953,86,4,45.0,83472.75,0.09,0.08,N,O,1997-09-04,1997-08-19,1997-09-11,TAKE BACK RETURN,TRUCK,al platelets sleep som,1997
8128,867,68,3,46.0,81321.56,0.05,0.03,N,O,1997-01-18,1996-12-18,1997-02-15,TAKE BACK RETURN,TRUCK,ully silent packages use a,1997
8163,226,54,2,42.0,47301.24,0.07,0.01,N,O,1997-04-23,1997-03-23,1997-05-21,DELIVER IN PERSON,TRUCK,ments. care,1997
8166,1580,61,4,45.0,66671.1,0.08,0.08,N,O,1997-04-27,1997-04-26,1997-05-27,TAKE BACK RETURN,TRUCK,d foxes. e,1997
8166,780,45,7,47.0,78996.66,0.05,0.05,N,O,1997-04-08,1997-03-14,1997-04-26,TAKE BACK RETURN,TRUCK,rate furiousl,1997
8193,535,36,1,35.0,50243.55,0.05,0.07,N,O,1997-09-25,1997-10-14,1997-10-18,TAKE BACK RETURN,TRUCK,regular foxes cajole never alongside o,1997
8193,835,2,3,35.0,60754.05,0.1,0.0,N,O,1997-09-30,1997-09-27,1997-10-30,DELIVER IN PERSON,TRUCK,"g, ironic r",1997
8358,297,79,1,24.0,28734.96,0.07,0.04,N,O,1997-02-09,1997-02-11,1997-03-06,TAKE BACK RETURN,TRUCK, the quickly express,1997
