l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
1698,525,26,5,37.00,52744.24,0.00,0.03,N,O,1997-05-16,1997-05-29,1997-05-27,NONE,ies; slyly regular packag
1766,868,69,1,32.00,56603.52,0.08,0.01,N,O,1997-01-08,1996-11-11,1997-01-31,TAKE BACK RETURN,counts engage. even accounts wake. fi
1794,1162,63,3,23.00,24452.68,0.08,0.04,N,O,1997-10-13,1997-11-30,1997-10-28,TAKE BACK RETURN,ly. furiously bold accounts wake qui
1859,1578,99,3,5.00,7397.85,0.06,0.03,N,O,1997-06-20,1997-05-20,1997-07-19,TAKE BACK RETURN,"e, ironic pi"
1889,1512,33,1,41.00,57953.91,0.10,0.02,N,O,1997-06-15,1997-05-10,1997-07-08,NONE,s. slyly regular accou
1889,1677,60,4,5.00,7893.35,0.02,0.07,N,O,1997-06-26,1997-06-09,1997-07-21,COLLECT COD,ckly after the furiously regula
1890,1203,15,7,10.00,11042.00,0.01,0.04,N,O,1996-12-24,1997-02-19,1997-01-01,DELIVER IN PERSON,osits against the pe
1923,1927,72,4,49.00,89617.08,0.06,0.05,N,O,1997-07-21,1997-08-08,1997-07-26,NONE,ckages cajole quickly. sl
1954,1583,64,4,12.00,17814.96,0.02,0.08,N,O,1997-07-19,1997-07-04,1997-08-06,COLLECT COD,ymptotes haggle busily even deposits. fina
1959,1687,88,1,46.00,73079.28,0.04,0.00,N,O,1997-05-05,1997-03-03,1997-05-24,TAKE BACK RETURN,ully blithely
2081,1416,56,6,31.00,40839.71,0.03,0.06,N,O,1997-09-19,1997-09-13,1997-09-27,NONE,final pinto
2177,801,35,3,23.00,39141.40,0.07,0.05,N,O,1997-01-28,1997-03-02,1997-02-13,DELIVER IN PERSON,inal ideas. blithely
2401,23,74,2,49.00,45227.98,0.05,0.07,N,O,1997-09-02,1997-09-11,1997-09-13,TAKE BACK RETURN,en foxes must have to c
2404,174,27,3,41.00,44040.97,0.02,0.06,N,O,1997-06-12,1997-05-03,1997-07-12,NONE,y ironic theo
2405,262,44,2,30.00,34867.80,0.10,0.08,N,O,1997-03-24,1997-03-10,1997-04-14,TAKE BACK RETURN,yly sly theodolites. fluffily ir
2405,1768,11,4,23.00,38404.48,0.08,0.05,N,O,1996-12-28,1997-01-29,1997-01-07,NONE,g to the quickly ironic pinto beans s
2469,103,30,3,48.00,48148.80,0.05,0.06,N,O,1997-01-11,1997-01-03,1997-01-15,TAKE BACK RETURN,furiously express pinto b
2469,1031,32,6,49.00,45669.47,0.02,0.02,N,O,1997-03-03,1996-12-26,1997-03-13,NONE,ial theodolites a
2470,1000,3,2,50.00,45050.00,0.03,0.03,N,O,1997-06-02,1997-06-01,1997-06-09,COLLECT COD,always bo
2470,1611,12,4,30.00,45378.30,0.04,0.08,N,O,1997-08-04,1997-07-13,1997-08-14,DELIVER IN PERSON,tes. fluffily final deposit
2624,625,88,1,15.00,22884.30,0.03,0.07,N,O,1997-02-28,1997-02-19,1997-03-21,DELIVER IN PERSON,cross the slyly even asympto
2661,1772,73,1,31.00,51886.87,0.03,0.02,N,O,1997-04-07,1997-03-10,1997-04-23,TAKE BACK RETURN,ly. express
2661,1362,39,4,41.00,51797.76,0.06,0.02,N,O,1997-03-06,1997-03-27,1997-03-15,DELIVER IN PERSON,ronic theodolites. quick frays afte
2850,1093,99,2,30.00,29822.70,0.09,0.01,N,O,1996-12-14,1996-11-29,1997-01-03,COLLECT COD,eep about the packages. blithely ironic de
2913,1228,40,1,39.00,44039.58,0.06,0.04,N,O,1997-08-28,1997-09-27,1997-09-02,TAKE BACK RETURN,dly always ironic
2980,1087,58,6,43.00,42487.44,0.01,0.01,N,O,1996-12-07,1996-11-10,1997-01-02,COLLECT COD,regular package
3009,1846,90,2,38.00,66417.92,0.00,0.01,N,O,1997-05-01,1997-04-10,1997-05-17,TAKE BACK RETURN,its maintain carefully. final theodolite
3013,937,72,1,31.00,56975.83,0.08,0.08,N,O,1997-05-03,1997-04-05,1997-05-25,NONE,ounts. carefull
3041,1459,38,2,9.00,12244.05,0.03,0.03,N,O,1997-06-29,1997-08-14,1997-07-19,COLLECT COD,iously even ideas cajole slyly special dec
3077,902,37,2,40.00,72116.00,0.05,0.06,N,O,1997-10-22,1997-09-19,1997-11-19,DELIVER IN PERSON,"gle carefully ironic,"
3106,646,9,5,16.00,24746.24,0.09,0.08,N,O,1997-02-25,1997-04-10,1997-03-16,NONE,es. blithely p
3236,1217,55,2,21.00,23482.41,0.01,0.07,N,O,1996-12-23,1996-12-12,1997-01-21,NONE,sly regular p
3267,1843,73,1,33.00,57579.72,0.06,0.01,N,O,1997-03-30,1997-03-25,1997-04-23,TAKE BACK RETURN,ld theodol
3270,341,70,1,11.00,13654.74,0.07,0.06,N,O,1997-07-29,1997-08-11,1997-08-05,TAKE BACK RETURN,blithely unusual requests wake a
3366,398,99,1,4.00,5193.56,0.07,0.01,N,O,1997-05-20,1997-06-25,1997-06-03,DELIVER IN PERSON,quickly carefully
3429,884,18,4,28.00,49976.64,0.10,0.07,N,O,1997-01-30,1997-03-18,1997-02-17,TAKE BACK RETURN,t the asymptotes was ca
3462,981,84,4,2.00,3763.96,0.09,0.07,N,O,1997-09-10,1997-08-08,1997-09-19,NONE,"ronic pinto beans use. daring, bold Ti"
3520,638,39,4,41.00,63083.83,0.01,0.01,N,O,1997-08-06,1997-09-20,1997-08-20,TAKE BACK RETURN,its maintain bli
3584,180,33,5,39.00,42127.02,0.09,0.07,N,O,1997-09-20,1997-10-31,1997-10-06,COLLECT COD,xpress theodoli
3619,930,99,4,18.00,32956.74,0.04,0.02,N,O,1997-03-18,1996-12-24,1997-03-21,COLLECT COD,packages.
3682,607,39,1,6.00,9045.60,0.07,0.02,N,O,1997-05-06,1997-04-04,1997-05-11,NONE,thless requests. blithely flu
3779,458,46,1,28.00,38036.60,0.04,0.05,N,O,1997-05-06,1997-04-01,1997-05-18,TAKE BACK RETURN,deposits. blithely bold
3779,1091,27,2,5.00,4960.45,0.07,0.03,N,O,1997-01-07,1997-03-26,1997-02-05,DELIVER IN PERSON,ickly requests. carefully f
3782,1293,5,5,40.00,47771.60,0.09,0.04,N,O,1996-12-16,1996-11-22,1997-01-01,COLLECT COD,its haggle about the quiet de
3843,5,31,2,30.00,27150.00,0.01,0.05,N,O,1997-02-14,1997-03-25,1997-03-13,DELIVER IN PERSON,ual deposits nod against the pack
3875,810,10,1,24.00,41059.44,0.02,0.08,N,O,1997-10-15,1997-11-27,1997-11-09,COLLECT COD,deposits run ar
3936,821,88,3,42.00,72316.44,0.00,0.07,N,O,1997-01-03,1997-01-29,1997-01-14,COLLECT COD,refully ironic
3969,1968,1,2,26.00,48618.96,0.05,0.03,N,O,1997-07-08,1997-07-30,1997-07-10,TAKE BACK RETURN,egular packages. careful
4064,1997,42,7,9.00,17090.91,0.01,0.06,N,O,1996-12-17,1996-12-13,1997-01-12,NONE,cajole sly
4135,1593,74,3,33.00,49321.47,0.05,0.05,N,O,1997-05-01,1997-05-23,1997-05-23,DELIVER IN PERSON,dolites bo
4258,1618,60,2,19.00,28872.59,0.03,0.02,N,O,1997-01-14,1996-12-12,1997-01-20,TAKE BACK RETURN,"onic foxes. pending, fina"
4258,309,94,3,46.00,55627.80,0.04,0.07,N,O,1997-01-02,1996-12-26,1997-01-12,DELIVER IN PERSON,al deposits. de
4544,261,62,6,8.00,9290.08,0.10,0.03,N,O,1997-10-13,1997-10-06,1997-10-25,COLLECT COD,ronic theo
4807,98,99,2,41.00,40921.69,0.07,0.08,N,O,1997-05-02,1997-03-31,1997-05-15,TAKE BACK RETURN,sleep carefu
4866,1013,14,2,1.00,914.01,0.06,0.00,N,O,1997-10-15,1997-10-01,1997-11-14,TAKE BACK RETURN,accounts. pend
4934,1371,72,5,29.00,36898.73,0.09,0.03,N,O,1997-04-10,1997-05-05,1997-05-04,DELIVER IN PERSON,ironic foxes haggle alongside of the furi
4963,1679,62,1,38.00,60065.46,0.08,0.02,N,O,1996-12-25,1996-12-12,1997-01-02,COLLECT COD,". final, even platelet"
4964,1325,64,1,29.00,35563.28,0.04,0.01,N,O,1997-10-18,1997-08-30,1997-11-01,NONE,"regular foxes sleep final, bold accou"
4964,1426,27,3,18.00,23893.56,0.00,0.06,N,O,1997-10-13,1997-09-01,1997-11-10,DELIVER IN PERSON,special dolphins
4964,407,95,5,42.00,54910.80,0.06,0.04,N,O,1997-09-04,1997-08-28,1997-10-02,TAKE BACK RETURN,requests boost fur
4964,1928,61,6,22.00,40258.24,0.04,0.08,N,O,1997-09-11,1997-10-06,1997-09-29,NONE,as! slyly regular platelets
5027,1428,29,5,3.00,3988.26,0.03,0.06,N,O,1997-09-30,1997-11-26,1997-10-05,DELIVER IN PERSON,ven packages.
5056,1964,97,2,19.00,35453.24,0.04,0.00,N,O,1997-03-24,1997-05-05,1997-04-23,DELIVER IN PERSON,s use carefully after t
5090,1137,74,4,2.00,2076.26,0.03,0.06,N,O,1997-04-07,1997-04-23,1997-05-01,TAKE BACK RETURN,ependencies. do
5124,542,33,1,43.00,62029.22,0.00,0.02,N,O,1997-07-10,1997-05-13,1997-07-31,COLLECT COD,maintain amo
5124,695,27,4,36.00,57444.84,0.10,0.07,N,O,1997-04-20,1997-07-03,1997-05-04,TAKE BACK RETURN,". blithe, bus"
5152,1050,56,1,9.00,8559.45,0.04,0.03,N,O,1997-04-11,1997-02-11,1997-04-18,COLLECT COD,yly express pinto beans. slyly even t
5154,1440,41,2,15.00,20121.60,0.07,0.08,N,O,1997-06-23,1997-07-11,1997-07-11,NONE,y pending accounts about th
5158,443,31,1,43.00,57767.92,0.10,0.04,N,O,1997-04-10,1997-03-06,1997-04-15,DELIVER IN PERSON,efully final accounts affix ideas. quickly
5158,1419,59,3,41.00,54136.81,0.05,0.05,N,O,1997-02-25,1997-03-19,1997-03-03,COLLECT COD,nding packages are furious
5158,1185,94,5,20.00,21723.60,0.01,0.04,N,O,1997-02-03,1997-02-20,1997-02-08,TAKE BACK RETURN,osits wake carefully
5187,110,89,1,49.00,49495.39,0.04,0.06,N,O,1997-10-20,1997-10-12,1997-10-26,DELIVER IN PERSON,y unusual deposits cajole blithely. quickly
5345,1137,46,4,37.00,38410.81,0.01,0.01,N,O,1997-11-01,1997-10-09,1997-11-26,DELIVER IN PERSON,osits boost slyly. careful
5377,782,47,1,40.00,67311.20,0.00,0.04,N,O,1997-05-21,1997-06-15,1997-05-26,DELIVER IN PERSON,ily atop the theodolites. bold pack
5380,1464,82,2,10.00,13654.60,0.09,0.05,N,O,1997-11-24,1998-01-10,1997-12-21,COLLECT COD,s-- blithely final gifts sleep blithely s
5505,1547,28,3,10.00,14485.40,0.06,0.01,N,O,1997-10-28,1997-11-27,1997-10-29,DELIVER IN PERSON,despite the blithely si
5537,441,100,1,10.00,13414.40,0.05,0.08,N,O,1997-01-13,1996-12-25,1997-01-28,TAKE BACK RETURN,unts are quickly alongside of the
5537,1495,13,2,15.00,20947.35,0.07,0.04,N,O,1997-01-13,1996-12-25,1997-01-27,COLLECT COD,ges are alongside of the busily reg
5606,64,15,5,25.00,24101.50,0.06,0.00,N,O,1996-12-25,1997-01-12,1997-01-11,TAKE BACK RETURN,ke furiously quickly final forge
5606,1540,41,6,3.00,4324.62,0.04,0.06,N,O,1997-01-11,1997-01-04,1997-02-08,COLLECT COD,e of the slyly quic
5762,1750,51,1,6.00,9910.50,0.05,0.02,N,O,1997-04-07,1997-03-25,1997-05-02,NONE,enly regular theodolites. caref
5793,521,12,1,20.00,28430.40,0.05,0.03,N,O,1997-10-05,1997-09-04,1997-10-30,COLLECT COD,as. blithely b
5793,428,29,3,8.00,10627.36,0.07,0.03,N,O,1997-08-16,1997-09-08,1997-08-28,COLLECT COD,beans. eve
5829,1283,58,3,6.00,7105.68,0.05,0.06,N,O,1997-01-22,1997-03-12,1997-02-02,TAKE BACK RETURN,re silent deposits. r
5829,171,24,6,17.00,18209.89,0.09,0.02,N,O,1997-04-10,1997-03-29,1997-04-22,COLLECT COD,s. blithely idle requests affix fur
5829,780,81,7,27.00,45381.06,0.08,0.04,N,O,1997-02-25,1997-03-31,1997-03-03,DELIVER IN PERSON,leep slyly quickly sly the
5859,88,64,2,17.00,16797.36,0.03,0.03,N,O,1997-05-15,1997-06-30,1997-05-26,DELIVER IN PERSON,gular deposits. quickly daring dolphins
5895,1216,17,2,47.00,52508.87,0.04,0.06,N,O,1997-04-27,1997-03-17,1997-05-07,DELIVER IN PERSON,fily bold deposits. furi
5895,1992,93,5,20.00,37879.80,0.07,0.00,N,O,1997-04-30,1997-02-07,1997-05-08,DELIVER IN PERSON,ly ironic theodolites. blithely regular pl
5923,586,47,5,35.00,52030.30,0.04,0.05,N,O,1997-07-21,1997-07-11,1997-08-01,DELIVER IN PERSON,"final, regular foxes integrate furiously a"
5927,1661,3,3,32.00,50005.12,0.10,0.07,N,O,1997-12-26,1997-10-27,1997-12-31,COLLECT COD,luffily regular requests; slyly iro
5952,1999,44,1,49.00,93148.51,0.10,0.02,N,O,1997-06-30,1997-07-10,1997-07-02,COLLECT COD,atelets sleep quick
6055,1053,54,3,9.00,8586.45,0.10,0.02,N,O,1997-02-25,1996-12-29,1997-03-13,DELIVER IN PERSON,e quickly. blithely
6084,909,78,1,27.00,48867.30,0.04,0.08,N,O,1997-03-01,1997-02-14,1997-03-17,COLLECT COD,beans outside the final depos
6118,223,51,1,23.00,25834.06,0.07,0.07,N,O,1997-06-01,1997-06-19,1997-06-13,DELIVER IN PERSON,"haggle even, special"
6118,406,65,4,44.00,57481.60,0.04,0.06,N,O,1997-05-18,1997-06-01,1997-05-27,COLLECT COD,he ironic ideas. regular theodolites
6176,471,59,3,19.00,26057.93,0.03,0.01,N,O,1997-03-09,1996-12-13,1997-03-13,NONE,losely above the blithely r
6177,1183,56,2,8.00,8673.44,0.08,0.07,N,O,1997-07-10,1997-09-07,1997-07-26,DELIVER IN PERSON,old instructi
6177,222,77,3,49.00,54988.78,0.06,0.01,N,O,1997-08-22,1997-09-15,1997-09-10,DELIVER IN PERSON,s. furiously ironic acc
6210,1248,60,5,19.00,21835.56,0.00,0.08,N,O,1997-02-27,1996-12-15,1997-03-27,NONE,carefully even
6215,1173,46,4,41.00,44040.97,0.00,0.02,N,O,1997-01-03,1997-01-12,1997-01-27,NONE,d courts. ironic deposits cajole furiously
6340,1406,7,2,46.00,60140.40,0.07,0.00,N,O,1997-01-20,1996-11-26,1997-01-26,COLLECT COD,tain. pinto beans nag
6342,1784,11,4,28.00,47201.84,0.06,0.02,N,O,1997-12-09,1998-01-06,1997-12-13,NONE,l packages affix f
6497,1899,29,1,27.00,48624.03,0.07,0.04,N,O,1997-12-10,1997-11-11,1997-12-27,NONE,equests thrash after the bold pearls.
6503,1276,14,3,47.00,55331.69,0.09,0.01,N,O,1997-10-29,1997-08-24,1997-11-27,NONE,"platelets. brave, reg"
6565,997,32,2,21.00,39857.79,0.09,0.07,N,O,1997-06-26,1997-04-13,1997-07-11,NONE,"structions haggle against the regular, spe"
6565,998,1,3,27.00,51272.73,0.07,0.04,N,O,1997-04-05,1997-03-28,1997-04-27,TAKE BACK RETURN,es nag furiousl
6565,20,71,4,16.00,14720.32,0.07,0.04,N,O,1997-03-07,1997-05-04,1997-03-25,COLLECT COD,carefully unusual instruc
6630,346,3,1,49.00,61070.66,0.00,0.03,N,O,1997-03-08,1997-02-02,1997-03-09,NONE,"quests! express, d"
6688,48,24,2,38.00,36025.52,0.10,0.06,N,O,1997-06-19,1997-04-24,1997-07-03,TAKE BACK RETURN,onic platelets. carefully r
6689,510,41,3,13.00,18336.63,0.00,0.04,N,O,1997-08-16,1997-07-03,1997-09-07,NONE,as. carefull
6692,422,52,2,39.00,51574.38,0.07,0.00,N,O,1996-12-31,1996-11-20,1997-01-08,NONE,ons sleep. deposit
6721,221,76,2,31.00,34757.82,0.07,0.08,N,O,1997-03-15,1997-01-14,1997-04-12,COLLECT COD,y. busily ironic courts w
6822,396,97,7,4.00,5185.56,0.04,0.04,N,O,1997-09-20,1997-09-09,1997-10-18,DELIVER IN PERSON,otes. quickly even accou
6882,484,72,3,41.00,56763.68,0.08,0.07,N,O,1997-05-13,1997-05-24,1997-06-10,TAKE BACK RETURN,l requests. unusual packages boost quic
6882,425,55,5,47.00,62294.74,0.07,0.04,N,O,1997-06-24,1997-05-31,1997-06-30,NONE,re slyly? bold accounts grow slyly after th
6882,433,63,7,43.00,57337.49,0.02,0.03,N,O,1997-08-03,1997-07-06,1997-08-13,COLLECT COD,the bold pl
7013,1297,35,1,37.00,44336.73,0.02,0.04,N,O,1997-05-29,1997-05-14,1997-06-06,DELIVER IN PERSON,egular Tiresias play slyly after the
7013,1415,33,2,22.00,28961.02,0.09,0.04,N,O,1997-05-05,1997-06-25,1997-05-09,NONE,y. final pinto
7111,966,35,2,36.00,67210.56,0.07,0.05,N,O,1997-01-13,1996-12-07,1997-02-10,TAKE BACK RETURN,blithely carefull
7170,1567,88,3,3.00,4405.68,0.06,0.01,N,O,1997-11-01,1998-01-04,1997-11-09,NONE,wake carefully. special asymptotes haggle
7172,1308,9,2,44.00,53209.20,0.00,0.05,N,O,1997-11-12,1997-12-02,1997-11-24,NONE,regular accounts a
7268,1493,33,2,5.00,6972.45,0.10,0.02,N,O,1997-01-18,1996-12-20,1997-02-05,NONE,olites cajol
7334,914,15,2,32.00,58077.12,0.07,0.02,N,O,1997-09-08,1997-10-21,1997-10-07,TAKE BACK RETURN,aids. spec
7334,1835,79,4,5.00,8684.15,0.08,0.00,N,O,1997-09-19,1997-09-30,1997-10-15,COLLECT COD,"ar, express requests nag furi"
7399,1090,26,4,8.00,7928.72,0.08,0.03,N,O,1997-10-17,1997-10-25,1997-11-06,TAKE BACK RETURN,"arefully final requests. regular, eve"
7399,959,60,5,43.00,79977.85,0.00,0.03,N,O,1997-10-06,1997-09-25,1997-10-09,NONE,al ideas serve slyly. quickly p
7425,549,40,3,8.00,11596.32,0.04,0.07,N,O,1997-09-26,1997-11-26,1997-10-10,TAKE BACK RETURN,yly pending deposits wake ironically carefu
7456,1467,46,1,48.00,65686.08,0.10,0.00,N,O,1997-04-05,1997-05-04,1997-04-07,NONE,as. quickly final deposits sleep
7463,1871,72,4,15.00,26593.05,0.02,0.07,N,O,1997-10-07,1997-11-08,1997-10-23,NONE,equests are; deposits sleep carefull
7463,1981,70,5,15.00,28244.70,0.03,0.06,N,O,1997-09-27,1997-09-14,1997-10-17,DELIVER IN PERSON,. carefully even instructions shall
7525,267,49,2,7.00,8170.82,0.08,0.02,N,O,1997-04-25,1997-05-04,1997-05-03,COLLECT COD,ptotes: quickly pen
7584,1518,99,3,13.00,18453.63,0.08,0.01,N,O,1997-04-23,1997-07-05,1997-05-05,DELIVER IN PERSON,y ironic accounts boost above the regula
7621,1088,24,2,4.00,3956.32,0.07,0.06,N,O,1997-06-17,1997-05-08,1997-06-30,COLLECT COD,furiously
7911,290,18,4,39.00,46421.31,0.10,0.07,N,O,1997-10-31,1997-11-13,1997-11-04,COLLECT COD,gular requests cajole entic
7911,323,80,5,8.00,9786.56,0.02,0.07,N,O,1997-10-01,1997-11-11,1997-10-12,COLLECT COD,the carefu
8036,409,10,2,14.00,18331.60,0.05,0.05,N,O,1997-05-26,1997-06-01,1997-06-23,COLLECT COD,"l, ironic courts between the"
8036,638,70,6,6.00,9231.78,0.09,0.05,N,O,1997-08-11,1997-06-20,1997-09-07,NONE,er the slyly ev
8100,1373,88,5,25.00,31859.25,0.08,0.05,N,O,1997-02-12,1997-02-21,1997-02-14,NONE,ges at the r
8102,1060,61,1,43.00,41325.58,0.05,0.04,N,O,1997-09-30,1997-08-23,1997-10-04,DELIVER IN PERSON,ly regular pains. carefully regula
8102,702,35,2,35.00,56094.50,0.04,0.07,N,O,1997-07-23,1997-07-27,1997-08-04,COLLECT COD,sleep about the iro
8163,704,5,1,19.00,30489.30,0.05,0.04,N,O,1997-04-17,1997-04-28,1997-04-29,NONE,"e, express depths. furio"
8196,716,49,5,26.00,42034.46,0.00,0.07,N,O,1997-11-13,1997-10-16,1997-12-03,NONE,alongside of the in
8357,564,55,1,42.00,61511.52,0.07,0.01,N,O,1997-12-03,1997-11-09,1997-12-11,COLLECT COD,ly ironic foxes against th
8358,687,50,4,39.00,61919.52,0.04,0.06,N,O,1997-04-01,1997-03-08,1997-04-09,NONE,arefully alongside of the sauternes.
8421,284,66,3,26.00,30791.28,0.04,0.07,N,O,1997-06-27,1997-04-22,1997-07-18,NONE,ests haggle furiously
8421,1761,4,7,42.00,69835.92,0.01,0.01,N,O,1997-04-02,1997-06-12,1997-04-26,NONE,y even foxes haggle slyly! accounts
8482,884,84,1,38.00,67825.44,0.01,0.01,N,O,1997-07-08,1997-05-07,1997-07-11,TAKE BACK RETURN,n accounts. fu
8486,1016,52,4,15.00,13755.15,0.04,0.07,N,O,1997-01-23,1997-02-26,1997-02-17,DELIVER IN PERSON,cies wake. slyly fina
8517,1054,25,3,17.00,16235.85,0.03,0.01,N,O,1997-06-29,1997-05-09,1997-07-20,NONE,l packages use carefully above
8517,603,97,5,33.00,49618.80,0.06,0.06,N,O,1997-05-09,1997-04-26,1997-05-19,DELIVER IN PERSON,rding to the blithely e
8579,1798,41,1,46.00,78190.34,0.03,0.02,N,O,1997-12-14,1997-10-31,1997-12-21,DELIVER IN PERSON,ely regular requests. slyly final do
8579,1266,4,3,7.00,8170.82,0.01,0.07,N,O,1997-10-10,1997-11-28,1997-10-19,NONE,uriously ironic the
8579,1031,67,4,44.00,41009.32,0.07,0.05,N,O,1997-11-07,1997-11-24,1997-11-16,NONE,the finally bold accounts. carefully even
8645,1604,28,1,23.00,34628.80,0.09,0.07,N,O,1997-02-25,1997-01-23,1997-03-14,NONE,al foxes nag slyly slyly pending
8645,384,41,2,39.00,50090.82,0.07,0.02,N,O,1997-02-05,1996-11-28,1997-02-13,COLLECT COD,fily even platelets integrate carefully sl
8769,1995,96,1,12.00,22763.88,0.09,0.02,N,O,1997-06-15,1997-07-29,1997-07-05,TAKE BACK RETURN,o beans affix furiou
8837,1924,25,1,34.00,62081.28,0.07,0.04,N,O,1997-05-19,1997-05-09,1997-05-27,COLLECT COD,ch furiously unusual depende
8838,1936,25,4,4.00,7351.72,0.04,0.00,N,O,1997-11-05,1997-11-29,1997-11-14,DELIVER IN PERSON,"ons? deposits above the special, final f"
8864,917,86,1,5.00,9089.55,0.01,0.04,N,O,1997-02-18,1997-04-26,1997-02-19,DELIVER IN PERSON,y regular theodolites sleep quic
8867,470,29,6,25.00,34261.75,0.02,0.02,N,O,1997-02-26,1997-02-12,1997-03-17,NONE,yly grouches. carefully spec
