l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
1638,1545,26,6,46.0,66540.84,0.07,0.08,N,O,1997-08-20,1997-10-10,1997-09-09,COLLECT COD,AIR,l requests integrate blithely. f,1997
1698,525,26,5,37.0,52744.24,0.0,0.03,N,O,1997-05-16,1997-05-29,1997-05-27,NONE,AIR,ies; slyly regular packag,1997
1766,868,69,1,32.0,56603.52,0.08,0.01,N,O,1997-01-08,1996-11-11,1997-01-31,TAKE BACK RETURN,AIR,counts engage. even accounts wake. fi,1997
1794,1162,63,3,23.0,24452.68,0.08,0.04,N,O,1997-10-13,1997-11-30,1997-10-28,TAKE BACK RETURN,AIR,ly. furiously bold accounts wake qui,1997
1859,1578,99,3,5.0,7397.85,0.06,0.03,N,O,1997-06-20,1997-05-20,1997-07-19,TAKE BACK RETURN,AIR,"e, ironic pi",1997
1889,1512,33,1,41.0,57953.91,0.1,0.02,N,O,1997-06-15,1997-05-10,1997-07-08,NONE,AIR,s. slyly regular accou,1997
1889,1677,60,4,5.0,7893.35,0.02,0.07,N,O,1997-06-26,1997-06-09,1997-07-21,COLLECT COD,AIR,ckly after the furiously regula,1997
1890,1203,15,7,10.0,11042.0,0.01,0.04,N,O,1996-12-24,1997-02-19,1997-01-01,DELIVER IN PERSON,AIR,osits against the pe,1997
1923,1927,72,4,49.0,89617.08,0.06,0.05,N,O,1997-07-21,1997-08-08,1997-07-26,NONE,AIR,ckages cajole quickly. sl,1997
1954,1583,64,4,12.0,17814.96,0.02,0.08,N,O,1997-07-19,1997-07-04,1997-08-06,COLLECT COD,AIR,ymptotes haggle busily even deposits. fina,1997
1959,1687,88,1,46.0,73079.28,0.04,0.0,N,O,1997-05-05,1997-03-03,1997-05-24,TAKE BACK RETURN,AIR,ully blithely,1997
2081,1416,56,6,31.0,40839.71,0.03,0.06,N,O,1997-09-19,1997-09-13,1997-09-27,NONE,AIR, final pinto,1997
2177,801,35,3,23.0,39141.4,0.07,0.05,N,O,1997-01-28,1997-03-02,1997-02-13,DELIVER IN PERSON,AIR,inal ideas. blithely,1997
2401,23,74,2,49.0,45227.98,0.05,0.07,N,O,1997-09-02,1997-09-11,1997-09-13,TAKE BACK RETURN,AIR,en foxes must have to c,1997
2404,174,27,3,41.0,44040.97,0.02,0.06,N,O,1997-06-12,1997-05-03,1997-07-12,NONE,AIR,y ironic theo,1997
2405,262,44,2,30.0,34867.8,0.1,0.08,N,O,1997-03-24,1997-03-10,1997-04-14,TAKE BACK RETURN,AIR,yly sly theodolites. fluffily ir,1997
2405,1768,11,4,23.0,38404.48,0.08,0.05,N,O,1996-12-28,1997-01-29,1997-01-07,NONE,AIR,g to the quickly ironic pinto beans s,1997
2469,103,30,3,48.0,48148.8,0.05,0.06,N,O,1997-01-11,1997-01-03,1997-01-15,TAKE BACK RETURN,AIR, furiously express pinto b,1997
2469,1031,32,6,49.0,45669.47,0.02,0.02,N,O,1997-03-03,1996-12-26,1997-03-13,NONE,AIR,ial theodolites a,1997
2470,1000,3,2,50.0,45050.0,0.03,0.03,N,O,1997-06-02,1997-06-01,1997-06-09,COLLECT COD,AIR, always bo,1997
2470,1611,12,4,30.0,45378.3,0.04,0.08,N,O,1997-08-04,1997-07-13,1997-08-14,DELIVER IN PERSON,AIR,tes. fluffily final deposit,1997
2624,625,88,1,15.0,22884.3,0.03,0.07,N,O,1997-02-28,1997-02-19,1997-03-21,DELIVER IN PERSON,AIR,cross the slyly even asympto,1997
2661,1772,73,1,31.0,51886.87,0.03,0.02,N,O,1997-04-07,1997-03-10,1997-04-23,TAKE BACK RETURN,AIR,ly. express,1997
2661,1362,39,4,41.0,51797.76,0.06,0.02,N,O,1997-03-06,1997-03-27,1997-03-15,DELIVER IN PERSON,AIR,ronic theodolites. quick frays afte,1997
2850,1093,99,2,30.0,29822.7,0.09,0.01,N,O,1996-12-14,1996-11-29,1997-01-03,COLLECT COD,AIR,eep about the packages. blithely ironic de,1997
2913,1228,40,1,39.0,44039.58,0.06,0.04,N,O,1997-08-28,1997-09-27,1997-09-02,TAKE BACK RETURN,AIR,dly always ironic ,1997
2980,1087,58,6,43.0,42487.44,0.01,0.01,N,O,1996-12-07,1996-11-10,1997-01-02,COLLECT COD,AIR,regular package,1997
3009,1846,90,2,38.0,66417.92,0.0,0.01,N,O,1997-05-01,1997-04-10,1997-05-17,TAKE BACK RETURN,AIR,its maintain carefully. final theodolite,1997
3013,937,72,1,31.0,56975.83,0.08,0.08,N,O,1997-05-03,1997-04-05,1997-05-25,NONE,AIR,ounts. carefull,1997
3041,1459,38,2,9.0,12244.05,0.03,0.03,N,O,1997-06-29,1997-08-14,1997-07-19,COLLECT COD,AIR,iously even ideas cajole slyly special dec,1997
3077,902,37,2,40.0,72116.0,0.05,0.06,N,O,1997-10-22,1997-09-19,1997-11-19,DELIVER IN PERSON,AIR,"gle carefully ironic, ",1997
3106,646,9,5,16.0,24746.24,0.09,0.08,N,O,1997-02-25,1997-04-10,1997-03-16,NONE,AIR,es. blithely p,1997
3236,1217,55,2,21.0,23482.41,0.01,0.07,N,O,1996-12-23,1996-12-12,1997-01-21,NONE,AIR,sly regular p,1997
3267,1843,73,1,33.0,57579.72,0.06,0.01,N,O,1997-03-30,1997-03-25,1997-04-23,TAKE BACK RETURN,AIR,ld theodol,1997
3270,341,70,1,11.0,13654.74,0.07,0.06,N,O,1997-07-29,1997-08-11,1997-08-05,TAKE BACK RETURN,AIR,blithely unusual requests wake a,1997
3366,398,99,1,4.0,5193.56,0.07,0.01,N,O,1997-05-20,1997-06-25,1997-06-03,DELIVER IN PERSON,AIR,quickly carefully,1997
3429,884,18,4,28.0,49976.64,0.1,0.07,N,O,1997-01-30,1997-03-18,1997-02-17,TAKE BACK RETURN,AIR,t the asymptotes was ca,1997
3462,981,84,4,2.0,3763.96,0.09,0.07,N,O,1997-09-10,1997-08-08,1997-09-19,NONE,AIR,"ronic pinto beans use. daring, bold Ti",1997
3520,638,39,4,41.0,63083.83,0.01,0.01,N,O,1997-08-06,1997-09-20,1997-08-20,TAKE BACK RETURN,AIR,its maintain bli,1997
3584,180,33,5,39.0,42127.02,0.09,0.07,N,O,1997-09-20,1997-10-31,1997-10-06,COLLECT COD,AIR,xpress theodoli,1997
3619,930,99,4,18.0,32956.74,0.04,0.02,N,O,1997-03-18,1996-12-24,1997-03-21,COLLECT COD,AIR,packages. ,1997
3682,607,39,1,6.0,9045.6,0.07,0.02,N,O,1997-05-06,1997-04-04,1997-05-11,NONE,AIR,thless requests. blithely flu,1997
3779,458,46,1,28.0,38036.6,0.04,0.05,N,O,1997-05-06,1997-04-01,1997-05-18,TAKE BACK RETURN,AIR,deposits. blithely bold,1997
3779,1091,27,2,5.0,4960.45,0.07,0.03,N,O,1997-01-07,1997-03-26,1997-02-05,DELIVER IN PERSON,AIR,ickly requests. carefully f,1997
3782,1293,5,5,40.0,47771.6,0.09,0.04,N,O,1996-12-16,1996-11-22,1997-01-01,COLLECT COD,AIR,its haggle about the quiet de,1997
3843,5,31,2,30.0,27150.0,0.01,0.05,N,O,1997-02-14,1997-03-25,1997-03-13,DELIVER IN PERSON,AIR,ual deposits nod against the pack,1997
3875,810,10,1,24.0,41059.44,0.02,0.08,N,O,1997-10-15,1997-11-27,1997-11-09,COLLECT COD,AIR, deposits run ar,1997
3936,821,88,3,42.0,72316.44,0.0,0.07,N,O,1997-01-03,1997-01-29,1997-01-14,COLLECT COD,AIR,refully ironic,1997
3969,1968,1,2,26.0,48618.96,0.05,0.03,N,O,1997-07-08,1997-07-30,1997-07-10,TAKE BACK RETURN,AIR,egular packages. careful,1997
4064,1997,42,7,9.0,17090.91,0.01,0.06,N,O,1996-12-17,1996-12-13,1997-01-12,NONE,AIR, cajole sly,1997
4135,1593,74,3,33.0,49321.47,0.05,0.05,N,O,1997-05-01,1997-05-23,1997-05-23,DELIVER IN PERSON,AIR,dolites bo,1997
4258,1618,60,2,19.0,28872.59,0.03,0.02,N,O,1997-01-14,1996-12-12,1997-01-20,TAKE BACK RETURN,AIR,"onic foxes. pending, fina",1997
4258,309,94,3,46.0,55627.8,0.04,0.07,N,O,1997-01-02,1996-12-26,1997-01-12,DELIVER IN PERSON,AIR,al deposits. de,1997
4544,261,62,6,8.0,9290.08,0.1,0.03,N,O,1997-10-13,1997-10-06,1997-10-25,COLLECT COD,AIR,ronic theo,1997
4807,98,99,2,41.0,40921.69,0.07,0.08,N,O,1997-05-02,1997-03-31,1997-05-15,TAKE BACK RETURN,AIR,sleep carefu,1997
4866,1013,14,2,1.0,914.01,0.06,0.0,N,O,1997-10-15,1997-10-01,1997-11-14,TAKE BACK RETURN,AIR, accounts. pend,1997
4934,1371,72,5,29.0,36898.73,0.09,0.03,N,O,1997-04-10,1997-05-05,1997-05-04,DELIVER IN PERSON,AIR,ironic foxes haggle alongside of the furi,1997
4963,1679,62,1,38.0,60065.46,0.08,0.02,N,O,1996-12-25,1996-12-12,1997-01-02,COLLECT COD,AIR,". final, even platelet",1997
4964,1325,64,1,29.0,35563.28,0.04,0.01,N,O,1997-10-18,1997-08-30,1997-11-01,NONE,AIR," regular foxes sleep final, bold accou",1997
4964,1426,27,3,18.0,23893.56,0.0,0.06,N,O,1997-10-13,1997-09-01,1997-11-10,DELIVER IN PERSON,AIR, special dolphins,1997
4964,407,95,5,42.0,54910.8,0.06,0.04,N,O,1997-09-04,1997-08-28,1997-10-02,TAKE BACK RETURN,AIR,requests boost fur,1997
4964,1928,61,6,22.0,40258.24,0.04,0.08,N,O,1997-09-11,1997-10-06,1997-09-29,NONE,AIR,as! slyly regular platelets ,1997
5027,1428,29,5,3.0,3988.26,0.03,0.06,N,O,1997-09-30,1997-11-26,1997-10-05,DELIVER IN PERSON,AIR,ven packages.,1997
5056,1964,97,2,19.0,35453.24,0.04,0.0,N,O,1997-03-24,1997-05-05,1997-04-23,DELIVER IN PERSON,AIR,s use carefully after t,1997
5090,1137,74,4,2.0,2076.26,0.03,0.06,N,O,1997-04-07,1997-04-23,1997-05-01,TAKE BACK RETURN,AIR,ependencies. do,1997
5124,542,33,1,43.0,62029.22,0.0,0.02,N,O,1997-07-10,1997-05-13,1997-07-31,COLLECT COD,AIR,maintain amo,1997
5124,695,27,4,36.0,57444.84,0.1,0.07,N,O,1997-04-20,1997-07-03,1997-05-04,TAKE BACK RETURN,AIR,". blithe, bus",1997
5152,1050,56,1,9.0,8559.45,0.04,0.03,N,O,1997-04-11,1997-02-11,1997-04-18,COLLECT COD,AIR,yly express pinto beans. slyly even t,1997
5154,1440,41,2,15.0,20121.6,0.07,0.08,N,O,1997-06-23,1997-07-11,1997-07-11,NONE,AIR,y pending accounts about th,1997
5158,443,31,1,43.0,57767.92,0.1,0.04,N,O,1997-04-10,1997-03-06,1997-04-15,DELIVER IN PERSON,AIR,efully final accounts affix ideas. quickly,1997
5158,1419,59,3,41.0,54136.81,0.05,0.05,N,O,1997-02-25,1997-03-19,1997-03-03,COLLECT COD,AIR,nding packages are furious,1997
5158,1185,94,5,20.0,21723.6,0.01,0.04,N,O,1997-02-03,1997-02-20,1997-02-08,TAKE BACK RETURN,AIR,osits wake carefully ,1997
5187,110,89,1,49.0,49495.39,0.04,0.06,N,O,1997-10-20,1997-10-12,1997-10-26,DELIVER IN PERSON,AIR,y unusual deposits cajole blithely. quickly,1997
5345,1137,46,4,37.0,38410.81,0.01,0.01,N,O,1997-11-01,1997-10-09,1997-11-26,DELIVER IN PERSON,AIR,osits boost slyly. careful,1997
5377,782,47,1,40.0,67311.2,0.0,0.04,N,O,1997-05-21,1997-06-15,1997-05-26,DELIVER IN PERSON,AIR,ily atop the theodolites. bold pack,1997
5380,1464,82,2,10.0,13654.6,0.09,0.05,N,O,1997-11-24,1998-01-10,1997-12-21,COLLECT COD,AIR,s-- blithely final gifts sleep blithely s,1997
5505,1547,28,3,10.0,14485.4,0.06,0.01,N,O,1997-10-28,1997-11-27,1997-10-29,DELIVER IN PERSON,AIR,despite the blithely si,1997
5537,441,100,1,10.0,13414.4,0.05,0.08,N,O,1997-01-13,1996-12-25,1997-01-28,TAKE BACK RETURN,AIR,unts are quickly alongside of the,1997
5537,1495,13,2,15.0,20947.35,0.07,0.04,N,O,1997-01-13,1996-12-25,1997-01-27,COLLECT COD,AIR,ges are alongside of the busily reg,1997
5606,64,15,5,25.0,24101.5,0.06,0.0,N,O,1996-12-25,1997-01-12,1997-01-11,TAKE BACK RETURN,AIR,ke furiously quickly final forge,1997
5606,1540,41,6,3.0,4324.62,0.04,0.06,N,O,1997-01-11,1997-01-04,1997-02-08,COLLECT COD,AIR,e of the slyly quic,1997
5762,1750,51,1,6.0,9910.5,0.05,0.02,N,O,1997-04-07,1997-03-25,1997-05-02,NONE,AIR,enly regular theodolites. caref,1997
5793,521,12,1,20.0,28430.4,0.05,0.03,N,O,1997-10-05,1997-09-04,1997-10-30,COLLECT COD,AIR,as. blithely b,1997
5793,428,29,3,8.0,10627.36,0.07,0.03,N,O,1997-08-16,1997-09-08,1997-08-28,COLLECT COD,AIR,beans. eve,1997
5829,1283,58,3,6.0,7105.68,0.05,0.06,N,O,1997-01-22,1997-03-12,1997-02-02,TAKE BACK RETURN,AIR,re silent deposits. r,1997
5829,171,24,6,17.0,18209.89,0.09,0.02,N,O,1997-04-10,1997-03-29,1997-04-22,COLLECT COD,AIR,s. blithely idle requests affix fur,1997
5829,780,81,7,27.0,45381.06,0.08,0.04,N,O,1997-02-25,1997-03-31,1997-03-03,DELIVER IN PERSON,AIR,leep slyly quickly sly the,1997
5859,88,64,2,17.0,16797.36,0.03,0.03,N,O,1997-05-15,1997-06-30,1997-05-26,DELIVER IN PERSON,AIR,gular deposits. quickly daring dolphins,1997
5895,1216,17,2,47.0,52508.87,0.04,0.06,N,O,1997-04-27,1997-03-17,1997-05-07,DELIVER IN PERSON,AIR,fily bold deposits. furi,1997
5895,1992,93,5,20.0,37879.8,0.07,0.0,N,O,1997-04-30,1997-02-07,1997-05-08,DELIVER IN PERSON,AIR,ly ironic theodolites. blithely regular pl,1997
5923,586,47,5,35.0,52030.3,0.04,0.05,N,O,1997-07-21,1997-07-11,1997-08-01,DELIVER IN PERSON,AIR,"final, regular foxes integrate furiously a",1997
5927,1661,3,3,32.0,50005.12,0.1,0.07,N,O,1997-12-26,1997-10-27,1997-12-31,COLLECT COD,AIR,luffily regular requests; slyly iro,1997
5952,1999,44,1,49.0,93148.51,0.1,0.02,N,O,1997-06-30,1997-07-10,1997-07-02,COLLECT COD,AIR,atelets sleep quick,1997
6055,1053,54,3,9.0,8586.45,0.1,0.02,N,O,1997-02-25,1996-12-29,1997-03-13,DELIVER IN PERSON,AIR,e quickly. blithely,1997
6084,909,78,1,27.0,48867.3,0.04,0.08,N,O,1997-03-01,1997-02-14,1997-03-17,COLLECT COD,AIR, beans outside the final depos,1997
6118,223,51,1,23.0,25834.06,0.07,0.07,N,O,1997-06-01,1997-06-19,1997-06-13,DELIVER IN PERSON,AIR,"haggle even, special ",1997
6118,406,65,4,44.0,57481.6,0.04,0.06,N,O,1997-05-18,1997-06-01,1997-05-27,COLLECT COD,AIR,he ironic ideas. regular theodolites,1997
6176,471,59,3,19.0,26057.93,0.03,0.01,N,O,1997-03-09,1996-12-13,1997-03-13,NONE,AIR,losely above the blithely r,1997
6177,1183,56,2,8.0,8673.44,0.08,0.07,N,O,1997-07-10,1997-09-07,1997-07-26,DELIVER IN PERSON,AIR,old instructi,1997
6177,222,77,3,49.0,54988.78,0.06,0.01,N,O,1997-08-22,1997-09-15,1997-09-10,DELIVER IN PERSON,AIR,s. furiously ironic acc,1997
6210,1248,60,5,19.0,21835.56,0.0,0.08,N,O,1997-02-27,1996-12-15,1997-03-27,NONE,AIR, carefully even,1997
6215,1173,46,4,41.0,44040.97,0.0,0.02,N,O,1997-01-03,1997-01-12,1997-01-27,NONE,AIR,d courts. ironic deposits cajole furiously,1997
6340,1406,7,2,46.0,60140.4,0.07,0.0,N,O,1997-01-20,1996-11-26,1997-01-26,COLLECT COD,AIR,tain. pinto beans nag,1997
6342,1784,11,4,28.0,47201.84,0.06,0.02,N,O,1997-12-09,1998-01-06,1997-12-13,NONE,AIR,l packages affix f,1997
6497,1899,29,1,27.0,48624.03,0.07,0.04,N,O,1997-12-10,1997-11-11,1997-12-27,NONE,AIR,equests thrash after the bold pearls. ,1997
6503,1276,14,3,47.0,55331.69,0.09,0.01,N,O,1997-10-29,1997-08-24,1997-11-27,NONE,AIR," platelets. brave, reg",1997
6565,997,32,2,21.0,39857.79,0.09,0.07,N,O,1997-06-26,1997-04-13,1997-07-11,NONE,AIR,"structions haggle against the regular, spe",1997
6565,998,1,3,27.0,51272.73,0.07,0.04,N,O,1997-04-05,1997-03-28,1997-04-27,TAKE BACK RETURN,AIR,es nag furiousl,1997
6565,20,71,4,16.0,14720.32,0.07,0.04,N,O,1997-03-07,1997-05-04,1997-03-25,COLLECT COD,AIR, carefully unusual instruc,1997
6630,346,3,1,49.0,61070.66,0.0,0.03,N,O,1997-03-08,1997-02-02,1997-03-09,NONE,AIR,"quests! express, d",1997
6688,48,24,2,38.0,36025.52,0.1,0.06,N,O,1997-06-19,1997-04-24,1997-07-03,TAKE BACK RETURN,AIR,onic platelets. carefully r,1997
6689,510,41,3,13.0,18336.63,0.0,0.04,N,O,1997-08-16,1997-07-03,1997-09-07,NONE,AIR,as. carefull,1997
6692,422,52,2,39.0,51574.38,0.07,0.0,N,O,1996-12-31,1996-11-20,1997-01-08,NONE,AIR,ons sleep. deposit,1997
6721,221,76,2,31.0,34757.82,0.07,0.08,N,O,1997-03-15,1997-01-14,1997-04-12,COLLECT COD,AIR,y. busily ironic courts w,1997
6822,396,97,7,4.0,5185.56,0.04,0.04,N,O,1997-09-20,1997-09-09,1997-10-18,DELIVER IN PERSON,AIR,otes. quickly even accou,1997
6882,484,72,3,41.0,56763.68,0.08,0.07,N,O,1997-05-13,1997-05-24,1997-06-10,TAKE BACK RETURN,AIR,l requests. unusual packages boost quic,1997
6882,425,55,5,47.0,62294.74,0.07,0.04,N,O,1997-06-24,1997-05-31,1997-06-30,NONE,AIR,re slyly? bold accounts grow slyly after th,1997
6882,433,63,7,43.0,57337.49,0.02,0.03,N,O,1997-08-03,1997-07-06,1997-08-13,COLLECT COD,AIR,the bold pl,1997
7013,1297,35,1,37.0,44336.73,0.02,0.04,N,O,1997-05-29,1997-05-14,1997-06-06,DELIVER IN PERSON,AIR,egular Tiresias play slyly after the ,1997
7013,1415,33,2,22.0,28961.02,0.09,0.04,N,O,1997-05-05,1997-06-25,1997-05-09,NONE,AIR,y. final pinto,1997
7111,966,35,2,36.0,67210.56,0.07,0.05,N,O,1997-01-13,1996-12-07,1997-02-10,TAKE BACK RETURN,AIR,blithely carefull,1997
7170,1567,88,3,3.0,4405.68,0.06,0.01,N,O,1997-11-01,1998-01-04,1997-11-09,NONE,AIR,wake carefully. special asymptotes haggle ,1997
7172,1308,9,2,44.0,53209.2,0.0,0.05,N,O,1997-11-12,1997-12-02,1997-11-24,NONE,AIR,regular accounts a,1997
7268,1493,33,2,5.0,6972.45,0.1,0.02,N,O,1997-01-18,1996-12-20,1997-02-05,NONE,AIR,olites cajol,1997
7334,914,15,2,32.0,58077.12,0.07,0.02,N,O,1997-09-08,1997-10-21,1997-10-07,TAKE BACK RETURN,AIR,aids. spec,1997
7334,1835,79,4,5.0,8684.15,0.08,0.0,N,O,1997-09-19,1997-09-30,1997-10-15,COLLECT COD,AIR,"ar, express requests nag furi",1997
7399,1090,26,4,8.0,7928.72,0.08,0.03,N,O,1997-10-17,1997-10-25,1997-11-06,TAKE BACK RETURN,AIR,"arefully final requests. regular, eve",1997
7399,959,60,5,43.0,79977.85,0.0,0.03,N,O,1997-10-06,1997-09-25,1997-10-09,NONE,AIR,al ideas serve slyly. quickly p,1997
7425,549,40,3,8.0,11596.32,0.04,0.07,N,O,1997-09-26,1997-11-26,1997-10-10,TAKE BACK RETURN,AIR,yly pending deposits wake ironically carefu,1997
7456,1467,46,1,48.0,65686.08,0.1,0.0,N,O,1997-04-05,1997-05-04,1997-04-07,NONE,AIR,as. quickly final deposits sleep,1997
7463,1871,72,4,15.0,26593.05,0.02,0.07,N,O,1997-10-07,1997-11-08,1997-10-23,NONE,AIR,equests are; deposits sleep carefull,1997
7463,1981,70,5,15.0,28244.7,0.03,0.06,N,O,1997-09-27,1997-09-14,1997-10-17,DELIVER IN PERSON,AIR,. carefully even instructions shall ,1997
7525,267,49,2,7.0,8170.82,0.08,0.02,N,O,1997-04-25,1997-05-04,1997-05-03,COLLECT COD,AIR,ptotes: quickly pen,1997
7584,1518,99,3,13.0,18453.63,0.08,0.01,N,O,1997-04-23,1997-07-05,1997-05-05,DELIVER IN PERSON,AIR,y ironic accounts boost above the regula,1997
7621,1088,24,2,4.0,3956.32,0.07,0.06,N,O,1997-06-17,1997-05-08,1997-06-30,COLLECT COD,AIR,furiously ,1997
7911,290,18,4,39.0,46421.31,0.1,0.07,N,O,1997-10-31,1997-11-13,1997-11-04,COLLECT COD,AIR,gular requests cajole entic,1997
7911,323,80,5,8.0,9786.56,0.02,0.07,N,O,1997-10-01,1997-11-11,1997-10-12,COLLECT COD,AIR, the carefu,1997
8036,409,10,2,14.0,18331.6,0.05,0.05,N,O,1997-05-26,1997-06-01,1997-06-23,COLLECT COD,AIR,"l, ironic courts between the ",1997
8036,638,70,6,6.0,9231.78,0.09,0.05,N,O,1997-08-11,1997-06-20,1997-09-07,NONE,AIR,er the slyly ev,1997
8100,1373,88,5,25.0,31859.25,0.08,0.05,N,O,1997-02-12,1997-02-21,1997-02-14,NONE,AIR,ges at the r,1997
8102,1060,61,1,43.0,41325.58,0.05,0.04,N,O,1997-09-30,1997-08-23,1997-10-04,DELIVER IN PERSON,AIR,ly regular pains. carefully regula,1997
8102,702,35,2,35.0,56094.5,0.04,0.07,N,O,1997-07-23,1997-07-27,1997-08-04,COLLECT COD,AIR,sleep about the iro,1997
8163,704,5,1,19.0,30489.3,0.05,0.04,N,O,1997-04-17,1997-04-28,1997-04-29,NONE,AIR,"e, express depths. furio",1997
8196,716,49,5,26.0,42034.46,0.0,0.07,N,O,1997-11-13,1997-10-16,1997-12-03,NONE,AIR,alongside of the in,1997
