l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
838,1338,77,1,20.00,24786.60,0.10,0.07,N,O,1998-04-11,1998-03-25,1998-04-19,COLLECT COD,ffily ironic pinto beans wake slyly
899,708,73,5,4.00,6434.80,0.06,0.02,N,O,1998-04-11,1998-05-14,1998-04-27,NONE,packages integrate fluffily across th
899,1191,28,6,47.00,51332.93,0.00,0.04,N,O,1998-04-14,1998-05-30,1998-05-13,DELIVER IN PERSON,ests nag blithely. fluffily unusu
901,178,79,4,11.00,11859.87,0.00,0.06,N,O,1998-11-13,1998-10-19,1998-11-14,TAKE BACK RETURN,ilent tithes ought to boost.
935,646,40,2,23.00,35572.72,0.02,0.01,N,O,1998-01-11,1997-11-25,1998-02-05,COLLECT COD,the final excuses use fluffily pe
935,572,33,4,13.00,19143.41,0.08,0.04,N,O,1998-01-13,1997-11-30,1998-02-08,DELIVER IN PERSON,y. ironic d
935,122,49,5,8.00,8176.96,0.02,0.05,N,O,1998-01-12,1997-11-02,1998-02-05,NONE,ly against the final orbit
935,583,74,6,1.00,1483.58,0.01,0.08,N,O,1997-12-14,1997-11-22,1998-01-08,DELIVER IN PERSON,ar warthogs. platelets ma
966,1166,39,2,42.00,44820.72,0.02,0.06,N,O,1998-06-28,1998-06-20,1998-07-05,NONE,. carefully pending ideas
966,42,18,4,20.00,18840.80,0.04,0.01,N,O,1998-07-19,1998-07-15,1998-07-27,NONE,nts cajole
1024,436,24,3,28.00,37420.04,0.04,0.01,N,O,1998-03-04,1998-03-12,1998-03-15,TAKE BACK RETURN,xes wake blithely bol
1124,942,43,7,1.00,1842.94,0.09,0.01,N,O,1998-10-07,1998-08-31,1998-10-12,NONE,"thy, final de"
1126,351,36,1,44.00,55059.40,0.08,0.03,N,O,1998-05-07,1998-04-02,1998-05-29,NONE,regular ideas boost s
1126,1467,46,3,14.00,19158.44,0.07,0.07,N,O,1998-04-17,1998-04-15,1998-05-12,DELIVER IN PERSON,ts. slyly bold depo
1155,1958,47,2,39.00,72538.05,0.08,0.05,N,O,1998-01-29,1998-01-03,1998-02-01,COLLECT COD,he unusual deposits are car
1184,1640,41,3,7.00,10791.48,0.05,0.00,N,O,1998-02-14,1998-01-06,1998-03-11,COLLECT COD,ns. carefully express ideas use carefu
1408,1471,11,4,20.00,27449.40,0.06,0.00,N,O,1998-04-21,1998-01-25,1998-05-12,DELIVER IN PERSON,carefully about
1475,494,24,6,12.00,16733.88,0.04,0.04,N,O,1998-01-09,1997-12-30,1998-01-23,NONE,le about the regular pinto
1475,1118,19,7,23.00,23439.53,0.02,0.00,N,O,1998-02-13,1998-02-05,1998-03-08,NONE,boost stealthily
1508,922,25,3,43.00,78385.56,0.01,0.02,N,O,1998-06-01,1998-06-24,1998-06-03,TAKE BACK RETURN,mold. spe
1667,478,66,6,6.00,8270.82,0.01,0.03,N,O,1998-01-21,1997-12-19,1998-01-28,NONE,ly bold packages amon
1696,155,8,1,8.00,8441.20,0.04,0.02,N,O,1998-04-28,1998-02-07,1998-05-10,NONE,losely ironi
1696,1384,23,2,13.00,16709.94,0.08,0.06,N,O,1998-03-01,1998-03-25,1998-03-24,TAKE BACK RETURN,sits nag blithely afte
1730,1655,97,1,41.00,63822.65,0.01,0.03,N,O,1998-08-11,1998-08-29,1998-09-02,TAKE BACK RETURN,"nusual theodolites are final, pendi"
1730,1403,82,5,43.00,56089.20,0.04,0.06,N,O,1998-10-26,1998-10-22,1998-11-02,DELIVER IN PERSON,iously final acc
1794,1165,38,5,47.00,50109.52,0.10,0.06,N,O,1998-01-15,1997-11-30,1998-02-14,DELIVER IN PERSON,furiously regular packages cajole fluf
1862,1040,46,3,26.00,24467.04,0.02,0.01,N,O,1998-03-25,1998-05-17,1998-04-17,TAKE BACK RETURN,unts cajole furiously final dolphins.
1893,521,22,5,6.00,8529.12,0.10,0.02,N,O,1998-01-23,1997-12-22,1998-02-09,DELIVER IN PERSON,al instructions cajole slowly. furiousl
2017,1026,27,1,49.00,45423.98,0.10,0.06,N,O,1998-05-26,1998-07-01,1998-06-06,COLLECT COD,evenly. accounts boost unusual pinto
2017,701,2,2,14.00,22423.80,0.07,0.04,N,O,1998-06-28,1998-06-15,1998-07-11,NONE,arefully do
2017,835,2,3,11.00,19094.13,0.05,0.02,N,O,1998-05-22,1998-07-13,1998-05-26,TAKE BACK RETURN,ffily special accounts cajole.
2113,1228,66,1,40.00,45168.80,0.04,0.06,N,O,1998-01-16,1997-12-11,1998-02-06,TAKE BACK RETURN,xpress foxes. even accoun
2278,443,73,1,36.00,48363.84,0.04,0.05,N,O,1998-06-04,1998-06-06,1998-06-30,NONE,ously ironic requests c
2371,1587,68,1,37.00,55077.46,0.05,0.05,N,O,1998-02-11,1998-03-24,1998-02-27,DELIVER IN PERSON,at the bold pi
2371,1006,42,3,11.00,9977.00,0.05,0.02,N,O,1998-02-25,1998-04-06,1998-03-23,TAKE BACK RETURN,l courts boost about the quickly unusua
2403,305,6,4,30.00,36159.00,0.05,0.06,N,O,1998-08-08,1998-06-17,1998-08-20,NONE,ptotes are evenly bold deposit
2407,1652,53,2,9.00,13982.85,0.07,0.05,N,O,1998-08-06,1998-08-11,1998-08-20,TAKE BACK RETURN,"requests affix. final, express e"
2471,839,40,1,37.00,64373.71,0.05,0.01,N,O,1998-05-28,1998-04-17,1998-06-08,COLLECT COD,"jole unusual, regular deposits. final, eve"
2561,1500,79,5,2.00,2803.00,0.04,0.08,N,O,1998-03-14,1998-01-21,1998-03-27,DELIVER IN PERSON,special packages was: slyly express sen
2565,1889,90,2,26.00,46562.88,0.05,0.08,N,O,1998-05-07,1998-04-09,1998-05-15,DELIVER IN PERSON,ainst the even asymptotes. furiousl
2565,1402,81,6,48.00,62563.20,0.08,0.07,N,O,1998-06-18,1998-05-06,1998-07-13,DELIVER IN PERSON,fully ironic platelets.
2567,1119,20,2,50.00,51005.50,0.06,0.05,N,O,1998-05-05,1998-04-18,1998-05-09,DELIVER IN PERSON,"ironic, ironic tithes across the f"
2629,694,88,4,33.00,52624.77,0.06,0.03,N,O,1998-05-29,1998-05-14,1998-05-30,NONE,nding requests. sometimes pending deposit
2758,256,11,3,1.00,1156.25,0.06,0.02,N,O,1998-10-09,1998-09-15,1998-10-16,NONE,about the
2784,1748,33,3,40.00,65989.60,0.07,0.01,N,O,1998-04-28,1998-03-19,1998-05-03,DELIVER IN PERSON,have to nag carefully foxes! blit
2789,1759,44,3,33.00,54804.75,0.06,0.02,N,O,1998-04-21,1998-05-02,1998-04-30,COLLECT COD,blithely ironic p
2884,705,6,1,41.00,65833.70,0.03,0.00,N,O,1998-01-02,1997-12-17,1998-01-20,DELIVER IN PERSON,l accounts. slyly busy re
3170,399,84,1,12.00,15592.68,0.03,0.03,N,O,1998-02-12,1998-01-17,1998-02-24,NONE,le slyly about the ideas. sl
3170,409,10,4,34.00,44519.60,0.05,0.04,N,O,1998-02-01,1998-01-11,1998-02-20,TAKE BACK RETURN,ag! special dolphins doubt ca
3170,839,40,7,26.00,45235.58,0.10,0.05,N,O,1998-02-12,1997-12-22,1998-02-28,COLLECT COD,ar pinto beans nag c
3303,986,87,3,37.00,69818.26,0.05,0.02,N,O,1998-02-16,1998-03-07,1998-02-18,TAKE BACK RETURN,odolites x-ray furiously
3618,1397,74,1,38.00,49338.82,0.08,0.00,N,O,1997-12-22,1998-02-23,1998-01-03,TAKE BACK RETURN,ironic requests haggle ironic dolphins
3618,1434,35,2,48.00,64100.64,0.04,0.00,N,O,1998-03-12,1998-02-13,1998-03-29,DELIVER IN PERSON,ke slyly final asymptote
3686,1216,28,1,7.00,7820.47,0.02,0.04,N,O,1998-07-15,1998-08-22,1998-07-30,DELIVER IN PERSON,"promise even, even ideas"
3717,1523,4,1,45.00,64103.40,0.07,0.04,N,O,1998-08-09,1998-08-18,1998-08-14,TAKE BACK RETURN,usly special pinto beans will have to no
3748,1648,90,2,24.00,37191.36,0.08,0.04,N,O,1998-06-07,1998-05-02,1998-06-21,DELIVER IN PERSON,"rding to the unusual,"
3811,1634,76,1,24.00,36855.12,0.04,0.02,N,O,1998-07-13,1998-05-16,1998-08-12,TAKE BACK RETURN,final requests boost about the blith
3840,1865,9,1,45.00,79508.70,0.02,0.08,N,O,1998-10-31,1998-09-19,1998-11-30,DELIVER IN PERSON,are furiously. pending foxes snooze
3846,1641,65,4,33.00,50907.12,0.05,0.00,N,O,1998-05-12,1998-03-14,1998-05-14,DELIVER IN PERSON,quickly ironic request
3909,1780,7,1,30.00,50453.40,0.03,0.07,N,O,1998-10-17,1998-10-14,1998-10-28,COLLECT COD,hely regular packages haggle slyly. slyly
3937,474,33,2,30.00,41234.10,0.01,0.07,N,O,1998-01-17,1998-01-03,1998-02-08,COLLECT COD,ously express pi
3937,30,6,5,29.00,26970.87,0.03,0.07,N,O,1998-03-06,1998-02-22,1998-03-14,NONE,epitaphs may haggle blithely. idle req
3937,1639,63,7,1.00,1540.63,0.02,0.05,N,O,1998-03-29,1998-01-08,1998-04-27,TAKE BACK RETURN,dependencies.
4131,1776,19,2,32.00,53688.64,0.08,0.01,N,O,1998-03-02,1998-03-21,1998-03-07,TAKE BACK RETURN,ely final theodolites about the reque
4167,726,59,3,1.00,1626.72,0.03,0.06,N,O,1998-10-11,1998-08-14,1998-10-13,COLLECT COD,the bravely regular deposit
4192,109,88,1,36.00,36327.60,0.06,0.08,N,O,1998-04-25,1998-05-26,1998-05-03,COLLECT COD,ithely bold dep
4196,717,50,5,3.00,4853.13,0.01,0.03,N,O,1998-05-17,1998-07-21,1998-05-18,DELIVER IN PERSON,ve the furiou
4263,103,82,3,38.00,38117.80,0.01,0.01,N,O,1998-07-10,1998-05-08,1998-07-17,NONE,slyly special pa
4263,1980,13,5,14.00,26347.72,0.09,0.06,N,O,1998-05-06,1998-04-17,1998-05-11,DELIVER IN PERSON,"nag fluffily. final, final deposits around"
4263,1130,3,6,47.00,48463.11,0.08,0.06,N,O,1998-06-28,1998-05-09,1998-07-02,DELIVER IN PERSON,beans integrate furiously slyly e
4322,76,77,3,12.00,11712.84,0.09,0.05,N,O,1998-03-29,1998-06-05,1998-04-16,DELIVER IN PERSON,yers against the carefully express
4448,1402,3,4,3.00,3910.20,0.01,0.01,N,O,1998-07-20,1998-07-10,1998-08-07,DELIVER IN PERSON,dependenci
4549,1581,2,1,44.00,65233.52,0.08,0.00,N,O,1998-03-13,1998-04-15,1998-03-27,TAKE BACK RETURN,l ideas across the deposits cajole f
4577,685,48,3,12.00,19028.16,0.07,0.05,N,O,1998-07-29,1998-06-17,1998-08-04,DELIVER IN PERSON,st the fluffily
4901,1410,28,1,37.00,48522.17,0.00,0.04,N,O,1998-01-26,1998-02-20,1998-01-31,DELIVER IN PERSON,e carefully d
4997,391,20,4,5.00,6456.95,0.10,0.03,N,O,1998-06-12,1998-04-24,1998-06-13,DELIVER IN PERSON,"e even, unusual excuses wake bold, e"
5030,1014,15,1,22.00,20130.22,0.04,0.06,N,O,1998-09-01,1998-08-15,1998-09-30,TAKE BACK RETURN,counts. slyly final deposits bo
5184,158,37,2,47.00,49733.05,0.05,0.01,N,O,1998-11-02,1998-08-19,1998-11-07,COLLECT COD,ages haggle slyly among the careful
5184,1760,61,4,26.00,43205.76,0.05,0.08,N,O,1998-11-11,1998-08-26,1998-12-01,TAKE BACK RETURN,arefully amon
5282,1174,11,1,36.00,38706.12,0.05,0.02,N,O,1998-05-20,1998-04-10,1998-06-14,DELIVER IN PERSON,"the express, b"
5344,782,15,2,37.00,62262.86,0.03,0.07,N,O,1998-10-09,1998-07-26,1998-11-08,NONE,ts. slyly bold package
5351,1054,60,3,2.00,1910.10,0.00,0.02,N,O,1998-05-12,1998-07-15,1998-05-24,NONE,e slyly. quickly regular packages grow car
5410,281,9,3,40.00,47251.20,0.07,0.08,N,O,1998-11-17,1998-10-02,1998-11-27,COLLECT COD,ix even theodolites. carefully unusu
5410,496,26,4,8.00,11171.92,0.05,0.04,N,O,1998-09-12,1998-10-22,1998-09-22,DELIVER IN PERSON,"arefully after the regular, bold p"
5412,652,46,2,48.00,74527.20,0.01,0.08,N,O,1998-02-22,1998-03-28,1998-03-18,TAKE BACK RETURN,times slyly ironic deposits. silent i
5442,604,67,3,12.00,18055.20,0.01,0.08,N,O,1998-04-15,1998-03-18,1998-05-05,DELIVER IN PERSON,"ans. idle,"
5505,246,28,1,43.00,49288.32,0.07,0.01,N,O,1997-12-30,1997-11-28,1998-01-09,TAKE BACK RETURN,tes. deposits lose slyly. regular ac
5507,669,1,4,22.00,34532.52,0.07,0.01,N,O,1998-07-08,1998-08-10,1998-07-22,DELIVER IN PERSON,accounts. silently enticin
5633,1637,38,4,50.00,76931.50,0.02,0.05,N,O,1998-07-23,1998-07-09,1998-08-21,DELIVER IN PERSON,final deposits. f
5633,994,29,5,48.00,90959.52,0.01,0.05,N,O,1998-06-24,1998-07-22,1998-07-18,DELIVER IN PERSON,ckly regular pinto beans! unusual fo
5633,107,34,7,39.00,39276.90,0.02,0.08,N,O,1998-07-12,1998-07-03,1998-07-13,COLLECT COD,requests haggle according to the
5664,1118,27,5,44.00,44840.84,0.01,0.06,N,O,1998-09-24,1998-09-26,1998-10-23,NONE,ronic requests. bl
5671,1714,41,3,13.00,21004.23,0.10,0.06,N,O,1998-03-02,1998-04-03,1998-03-08,TAKE BACK RETURN,cajole quickly pending
5671,1134,7,6,30.00,31053.90,0.09,0.07,N,O,1998-06-06,1998-04-15,1998-07-01,DELIVER IN PERSON,ns. pendin
5734,668,69,3,10.00,15686.60,0.01,0.03,N,O,1997-12-28,1997-12-24,1998-01-24,DELIVER IN PERSON,s use against the blith
5761,463,51,1,41.00,55901.86,0.08,0.00,N,O,1998-07-31,1998-08-09,1998-08-08,TAKE BACK RETURN,accounts shall nag
5761,1073,74,2,36.00,35066.52,0.00,0.07,N,O,1998-09-07,1998-09-21,1998-09-11,TAKE BACK RETURN,requests boost slyly beside the carefully
5763,1230,31,5,8.00,9049.84,0.06,0.05,N,O,1998-09-23,1998-09-15,1998-09-27,DELIVER IN PERSON,ets nod. blithely bol
5798,1337,14,3,22.00,27243.26,0.02,0.01,N,O,1998-06-24,1998-06-06,1998-07-20,COLLECT COD,ash around the caref
5798,1457,97,4,40.00,54338.00,0.08,0.06,N,O,1998-07-09,1998-06-24,1998-07-16,NONE,ly along the iron
5827,1117,90,5,38.00,38688.18,0.03,0.06,N,O,1998-10-18,1998-08-27,1998-10-23,TAKE BACK RETURN,fluffily among the
5857,1913,58,5,14.00,25408.74,0.07,0.07,N,O,1997-12-10,1998-01-06,1998-01-04,TAKE BACK RETURN,ccounts impr
6023,277,59,7,2.00,2354.54,0.10,0.06,N,O,1998-05-10,1998-07-02,1998-06-09,NONE,rding to the slyly even ideas. silen
6051,1539,60,5,50.00,72026.50,0.05,0.05,N,O,1998-06-15,1998-07-29,1998-06-30,DELIVER IN PERSON,xes nag slyly afte
6081,921,22,1,48.00,87452.16,0.05,0.04,N,O,1997-12-29,1998-01-04,1998-01-05,TAKE BACK RETURN,ully bold platelets
6085,199,52,3,8.00,8793.52,0.01,0.02,N,O,1998-05-03,1998-05-05,1998-05-14,COLLECT COD,s. slowly express pl
6114,833,34,4,7.00,12136.81,0.03,0.01,N,O,1998-04-13,1998-07-01,1998-05-08,TAKE BACK RETURN,ts poach sometimes pending fox
6114,1821,8,5,19.00,32733.58,0.05,0.08,N,O,1998-05-31,1998-07-07,1998-06-03,DELIVER IN PERSON,above the car
6342,1358,73,6,1.00,1259.35,0.10,0.01,N,O,1998-01-28,1997-12-31,1998-02-13,DELIVER IN PERSON,the blithely ironic ac
6343,307,64,6,48.00,57950.40,0.10,0.05,N,O,1998-05-17,1998-04-20,1998-05-21,DELIVER IN PERSON,excuses nag among the daringly silent
6375,424,54,6,37.00,49003.54,0.03,0.05,N,O,1998-01-06,1998-01-11,1998-01-10,DELIVER IN PERSON,carefully u
6471,505,66,2,36.00,50598.00,0.02,0.02,N,O,1998-05-03,1998-04-08,1998-05-20,DELIVER IN PERSON,s sleep furiously regular decoys. regular a
6471,1906,39,4,6.00,10847.40,0.09,0.03,N,O,1998-04-12,1998-05-20,1998-04-30,NONE,y pending foxes. express dolphins ha
6597,1579,60,2,43.00,63664.51,0.08,0.08,N,O,1998-09-10,1998-09-18,1998-10-04,NONE,ly slyly silent accounts. expres
6599,1989,78,4,37.00,69966.26,0.02,0.06,N,O,1998-05-01,1998-06-07,1998-05-03,COLLECT COD,lar accounts. furiously final deposi
6659,587,48,2,20.00,29751.60,0.07,0.07,N,O,1998-03-17,1998-03-27,1998-04-03,TAKE BACK RETURN,des above the ironic foxes haggle alongsi
6789,1133,6,6,8.00,8273.04,0.01,0.05,N,O,1998-06-05,1998-07-04,1998-06-23,TAKE BACK RETURN,foxes use. carefully final
6819,1204,5,2,4.00,4420.80,0.03,0.04,N,O,1998-03-17,1998-05-26,1998-03-18,NONE,", even foxes cajole according to"
6849,1206,18,2,31.00,34323.20,0.07,0.05,N,O,1998-03-08,1998-03-16,1998-03-25,NONE,"special, final ideas. carefully spe"
6917,199,78,3,8.00,8793.52,0.08,0.00,N,O,1998-11-04,1998-10-13,1998-11-26,NONE,he quickly final acco
7010,705,38,2,25.00,40142.50,0.04,0.04,N,O,1998-07-18,1998-07-21,1998-08-14,TAKE BACK RETURN,the blithely regular sheaves kindle
7073,581,42,3,46.00,68152.68,0.09,0.03,N,O,1997-12-30,1997-11-12,1998-01-27,NONE,ckages. regular deposits
7138,958,93,1,36.00,66922.20,0.08,0.07,N,O,1998-06-21,1998-06-22,1998-07-02,NONE,ts. ironic theodolites against
7138,1087,23,3,24.00,23713.92,0.02,0.08,N,O,1998-06-19,1998-06-25,1998-06-21,DELIVER IN PERSON,sleep carefully regular theodolit
7138,1015,21,5,31.00,28396.31,0.08,0.05,N,O,1998-05-29,1998-06-21,1998-06-07,NONE,engage fur
7168,859,93,6,10.00,17598.50,0.04,0.06,N,O,1998-02-20,1998-02-09,1998-03-15,DELIVER IN PERSON,efully alongside of the express dolphin
7270,1662,86,5,40.00,62546.40,0.08,0.00,N,O,1998-02-06,1998-04-22,1998-03-08,TAKE BACK RETURN,haggle above the eve
7270,530,61,6,45.00,64373.85,0.09,0.08,N,O,1998-05-16,1998-04-24,1998-06-14,NONE,usly special braids. ca
7360,1802,3,1,33.00,56225.40,0.06,0.03,N,O,1998-02-19,1998-01-12,1998-02-28,COLLECT COD,out the blithely bold accounts
7395,1521,42,5,21.00,29872.92,0.00,0.03,N,O,1998-03-23,1998-04-08,1998-04-07,DELIVER IN PERSON,oach furiou
7590,1411,51,1,28.00,36747.48,0.08,0.07,N,O,1998-08-02,1998-06-21,1998-08-13,NONE,he final instruction
7622,1834,64,2,24.00,41659.92,0.05,0.00,N,O,1998-02-17,1998-04-14,1998-03-08,TAKE BACK RETURN,"ges alongside of the ironic, idle f"
7682,602,34,1,16.00,24041.60,0.03,0.08,N,O,1998-02-09,1997-11-21,1998-03-02,TAKE BACK RETURN,ep slyly after the sile
7777,175,2,1,27.00,29029.59,0.05,0.06,N,O,1998-05-17,1998-04-06,1998-05-25,COLLECT COD,regular ideas cajole carefu
8134,982,51,1,6.00,11297.88,0.05,0.05,N,O,1998-03-14,1998-01-20,1998-03-27,NONE,"ing, even warthogs doubt slyly care"
8197,1776,61,4,40.00,67110.80,0.00,0.06,N,O,1998-02-28,1998-03-31,1998-03-09,DELIVER IN PERSON,ironic deposits. furiously special accoun
8355,992,61,4,11.00,20822.89,0.04,0.06,N,O,1998-01-18,1997-12-21,1998-02-10,NONE,inal pinto bean
8355,55,6,5,42.00,40112.10,0.09,0.06,N,O,1997-12-28,1998-01-25,1998-01-27,NONE,ions must haggle amo
8386,407,8,3,30.00,39222.00,0.09,0.01,N,O,1998-04-02,1998-04-20,1998-04-14,DELIVER IN PERSON,eep slyly about the never regular packa
8481,1645,69,1,19.00,29386.16,0.03,0.08,N,O,1998-05-05,1998-05-21,1998-05-08,COLLECT COD,regular deposits. blithely r
8518,1938,83,3,24.00,44158.32,0.10,0.00,N,O,1998-06-25,1998-07-11,1998-07-21,NONE,waters. carefully express package
8643,899,66,2,3.00,5399.67,0.09,0.03,N,O,1998-10-08,1998-09-24,1998-10-15,TAKE BACK RETURN,equests affix carefully
8708,5,56,3,5.00,4525.00,0.09,0.07,N,O,1998-03-14,1997-12-27,1998-04-05,TAKE BACK RETURN,counts haggle regular
8737,83,59,1,45.00,44238.60,0.03,0.04,N,O,1998-04-07,1998-04-01,1998-04-21,TAKE BACK RETURN,al packages integrate packages. blithely p
8737,1647,89,6,6.00,9291.84,0.03,0.04,N,O,1998-02-23,1998-02-24,1998-03-12,TAKE BACK RETURN,"the even, unusual ideas"
8738,1856,86,2,18.00,31641.30,0.09,0.07,N,O,1998-05-02,1998-03-01,1998-05-17,TAKE BACK RETURN,ggle bravely ironic requests. stealthy i
8738,1219,20,3,14.00,15682.94,0.00,0.07,N,O,1998-04-06,1998-04-13,1998-05-02,NONE,ly even depos
8739,1000,35,3,5.00,4505.00,0.02,0.04,N,O,1998-10-10,1998-08-29,1998-11-02,TAKE BACK RETURN,against the blithely iron
8740,1856,43,3,35.00,61524.75,0.05,0.02,N,O,1998-09-22,1998-09-06,1998-10-06,DELIVER IN PERSON,carefully
8866,718,15,2,36.00,58273.56,0.01,0.04,N,O,1998-05-18,1998-05-01,1998-06-04,DELIVER IN PERSON,lets. carefully fl
8866,554,15,3,45.00,65454.75,0.03,0.08,N,O,1998-06-21,1998-05-10,1998-07-06,COLLECT COD,y final packages impress abo
8964,1235,73,1,26.00,29541.98,0.04,0.03,N,O,1998-04-05,1998-03-21,1998-04-18,DELIVER IN PERSON,even Tiresias wa
9030,1597,98,1,28.00,41960.52,0.09,0.08,N,O,1998-09-02,1998-08-16,1998-09-10,DELIVER IN PERSON,ffily unusual
9030,361,62,2,2.00,2522.72,0.09,0.03,N,O,1998-08-19,1998-09-14,1998-09-18,DELIVER IN PERSON,r deposits according to the quickly b
9125,470,29,2,8.00,10963.76,0.06,0.06,N,O,1998-08-01,1998-07-28,1998-08-25,TAKE BACK RETURN,lphins dazzle across
9188,253,8,1,38.00,43823.50,0.05,0.08,N,O,1998-01-28,1998-04-16,1998-02-12,TAKE BACK RETURN,lar dependencies. quietly pendin
9280,422,52,1,30.00,39672.60,0.03,0.05,N,O,1998-08-21,1998-07-31,1998-08-27,COLLECT COD,unts haggle slyly alon
9280,967,2,4,49.00,91530.04,0.10,0.01,N,O,1998-09-02,1998-09-10,1998-09-10,NONE,pending escapades. f
9378,436,24,2,17.00,22719.31,0.09,0.05,N,O,1997-12-26,1997-11-16,1998-01-01,TAKE BACK RETURN,ies. slyly regular theodolites integrate. r
9412,755,52,2,47.00,77820.25,0.08,0.06,N,O,1998-09-24,1998-09-30,1998-10-09,COLLECT COD,ar packages along the carefully ironic exc
9445,342,99,1,22.00,27331.48,0.06,0.05,N,O,1998-03-06,1997-12-30,1998-03-12,DELIVER IN PERSON,"above the even, bold excuses. theodolit"
9569,1805,49,2,25.00,42670.00,0.04,0.05,N,O,1998-01-19,1997-12-22,1998-02-08,NONE,"regular, regular depo"
9569,158,85,3,30.00,31744.50,0.07,0.00,N,O,1998-02-23,1997-12-08,1998-03-02,COLLECT COD,xes across
9572,418,19,1,33.00,43507.53,0.08,0.02,N,O,1998-06-13,1998-06-02,1998-06-30,COLLECT COD,asymptotes wake
9603,1728,55,3,11.00,17926.92,0.02,0.04,N,O,1998-04-22,1998-02-12,1998-05-11,NONE,"ke express,"
9603,1393,8,5,45.00,58247.55,0.01,0.02,N,O,1998-01-14,1998-04-02,1998-01-20,DELIVER IN PERSON,"ding accounts sleep. express, i"
9634,119,46,2,25.00,25477.75,0.00,0.07,N,O,1998-04-21,1998-03-30,1998-04-27,NONE,"ironic deposits solve regular, pendin"
9634,712,45,4,47.00,75797.37,0.09,0.05,N,O,1998-05-03,1998-02-12,1998-05-24,NONE,ideas alongside of the f
9670,19,95,2,34.00,31246.34,0.01,0.04,N,O,1998-01-20,1997-12-25,1998-02-14,TAKE BACK RETURN,ndencies. blithely
9827,1000,1,2,20.00,18020.00,0.08,0.08,N,O,1998-10-23,1998-09-07,1998-11-15,DELIVER IN PERSON,kly even deposits
9858,318,3,2,37.00,45077.47,0.04,0.03,N,O,1998-01-13,1998-02-19,1998-02-06,DELIVER IN PERSON,eans. slyly bold exc
9984,482,83,5,41.00,56681.68,0.07,0.02,N,O,1998-10-18,1998-08-20,1998-10-31,TAKE BACK RETURN,y special requests haggle slyly. quick
9988,1757,100,1,37.00,61373.75,0.07,0.05,N,O,1998-02-01,1998-02-05,1998-02-22,TAKE BACK RETURN,furiously even accounts. daring deposits
10273,152,5,6,49.00,51555.35,0.10,0.00,N,O,1998-06-18,1998-06-11,1998-07-17,DELIVER IN PERSON,lar requests. blithely special excuses pro
10307,489,48,1,40.00,55579.20,0.02,0.00,N,O,1998-05-26,1998-04-28,1998-06-10,DELIVER IN PERSON,its sleep ev
10307,1143,16,5,1.00,1044.14,0.02,0.08,N,O,1998-04-26,1998-03-23,1998-05-10,NONE,. quickly ir
10402,537,28,1,38.00,54626.14,0.07,0.07,N,O,1998-04-04,1998-02-09,1998-04-19,COLLECT COD,al theodolites wake busily. carefu
10404,825,26,2,9.00,15532.38,0.03,0.08,N,O,1998-04-13,1998-05-05,1998-04-21,NONE,", ironic requests. ironic accounts sle"
10405,93,44,4,22.00,21847.98,0.08,0.05,N,O,1998-04-01,1998-03-13,1998-04-28,TAKE BACK RETURN,ironic re
10694,1806,36,1,19.00,32448.20,0.05,0.03,N,O,1998-01-22,1998-02-10,1998-01-28,TAKE BACK RETURN,even accounts. silent dolphins
