l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
838,1338,77,1,20.0,24786.6,0.1,0.07,N,O,1998-04-11,1998-03-25,1998-04-19,COLLECT COD,TRUCK,ffily ironic pinto beans wake slyly,1998
899,708,73,5,4.0,6434.8,0.06,0.02,N,O,1998-04-11,1998-05-14,1998-04-27,NONE,TRUCK, packages integrate fluffily across th,1998
899,1191,28,6,47.0,51332.93,0.0,0.04,N,O,1998-04-14,1998-05-30,1998-05-13,DELIVER IN PERSON,TRUCK,ests nag blithely. fluffily unusu,1998
901,178,79,4,11.0,11859.87,0.0,0.06,N,O,1998-11-13,1998-10-19,1998-11-14,TAKE BACK RETURN,TRUCK,ilent tithes ought to boost. ,1998
935,646,40,2,23.0,35572.72,0.02,0.01,N,O,1998-01-11,1997-11-25,1998-02-05,COLLECT COD,TRUCK,the final excuses use fluffily pe,1998
935,572,33,4,13.0,19143.41,0.08,0.04,N,O,1998-01-13,1997-11-30,1998-02-08,DELIVER IN PERSON,TRUCK,y. ironic d,1998
935,122,49,5,8.0,8176.96,0.02,0.05,N,O,1998-01-12,1997-11-02,1998-02-05,NONE,TRUCK,ly against the final orbit,1998
935,583,74,6,1.0,1483.58,0.01,0.08,N,O,1997-12-14,1997-11-22,1998-01-08,DELIVER IN PERSON,TRUCK,ar warthogs. platelets ma,1998
966,1166,39,2,42.0,44820.72,0.02,0.06,N,O,1998-06-28,1998-06-20,1998-07-05,NONE,TRUCK,. carefully pending ideas,1998
966,42,18,4,20.0,18840.8,0.04,0.01,N,O,1998-07-19,1998-07-15,1998-07-27,NONE,TRUCK,nts cajole,1998
1024,436,24,3,28.0,37420.04,0.04,0.01,N,O,1998-03-04,1998-03-12,1998-03-15,TAKE BACK RETURN,TRUCK,xes wake blithely bol,1998
1124,942,43,7,1.0,1842.94,0.09,0.01,N,O,1998-10-07,1998-08-31,1998-10-12,NONE,TRUCK,"thy, final de",1998
1126,351,36,1,44.0,55059.4,0.08,0.03,N,O,1998-05-07,1998-04-02,1998-05-29,NONE,TRUCK,regular ideas boost s,1998
1126,1467,46,3,14.0,19158.44,0.07,0.07,N,O,1998-04-17,1998-04-15,1998-05-12,DELIVER IN PERSON,TRUCK,ts. slyly bold depo,1998
1155,1958,47,2,39.0,72538.05,0.08,0.05,N,O,1998-01-29,1998-01-03,1998-02-01,COLLECT COD,TRUCK,he unusual deposits are car,1998
1184,1640,41,3,7.0,10791.48,0.05,0.0,N,O,1998-02-14,1998-01-06,1998-03-11,COLLECT COD,TRUCK,ns. carefully express ideas use carefu,1998
1408,1471,11,4,20.0,27449.4,0.06,0.0,N,O,1998-04-21,1998-01-25,1998-05-12,DELIVER IN PERSON,TRUCK, carefully about,1998
1475,494,24,6,12.0,16733.88,0.04,0.04,N,O,1998-01-09,1997-12-30,1998-01-23,NONE,TRUCK,le about the regular pinto,1998
1475,1118,19,7,23.0,23439.53,0.02,0.0,N,O,1998-02-13,1998-02-05,1998-03-08,NONE,TRUCK, boost stealthily ,1998
1508,922,25,3,43.0,78385.56,0.01,0.02,N,O,1998-06-01,1998-06-24,1998-06-03,TAKE BACK RETURN,TRUCK, mold. spe,1998
1667,478,66,6,6.0,8270.82,0.01,0.03,N,O,1998-01-21,1997-12-19,1998-01-28,NONE,TRUCK,ly bold packages amon,1998
1696,155,8,1,8.0,8441.2,0.04,0.02,N,O,1998-04-28,1998-02-07,1998-05-10,NONE,TRUCK,losely ironi,1998
1696,1384,23,2,13.0,16709.94,0.08,0.06,N,O,1998-03-01,1998-03-25,1998-03-24,TAKE BACK RETURN,TRUCK,sits nag blithely afte,1998
1730,1655,97,1,41.0,63822.65,0.01,0.03,N,O,1998-08-11,1998-08-29,1998-09-02,TAKE BACK RETURN,TRUCK,"nusual theodolites are final, pendi",1998
1730,1403,82,5,43.0,56089.2,0.04,0.06,N,O,1998-10-26,1998-10-22,1998-11-02,DELIVER IN PERSON,TRUCK,iously final acc,1998
1794,1165,38,5,47.0,50109.52,0.1,0.06,N,O,1998-01-15,1997-11-30,1998-02-14,DELIVER IN PERSON,TRUCK,furiously regular packages cajole fluf,1998
1862,1040,46,3,26.0,24467.04,0.02,0.01,N,O,1998-03-25,1998-05-17,1998-04-17,TAKE BACK RETURN,TRUCK,unts cajole furiously final dolphins. ,1998
1893,521,22,5,6.0,8529.12,0.1,0.02,N,O,1998-01-23,1997-12-22,1998-02-09,DELIVER IN PERSON,TRUCK,al instructions cajole slowly. furiousl,1998
2017,1026,27,1,49.0,45423.98,0.1,0.06,N,O,1998-05-26,1998-07-01,1998-06-06,COLLECT COD,TRUCK,evenly. accounts boost unusual pinto,1998
2017,701,2,2,14.0,22423.8,0.07,0.04,N,O,1998-06-28,1998-06-15,1998-07-11,NONE,TRUCK,arefully do,1998
2017,835,2,3,11.0,19094.13,0.05,0.02,N,O,1998-05-22,1998-07-13,1998-05-26,TAKE BACK RETURN,TRUCK,ffily special accounts cajole.,1998
2113,1228,66,1,40.0,45168.8,0.04,0.06,N,O,1998-01-16,1997-12-11,1998-02-06,TAKE BACK RETURN,TRUCK,xpress foxes. even accoun,1998
2278,443,73,1,36.0,48363.84,0.04,0.05,N,O,1998-06-04,1998-06-06,1998-06-30,NONE,TRUCK,ously ironic requests c,1998
2371,1587,68,1,37.0,55077.46,0.05,0.05,N,O,1998-02-11,1998-03-24,1998-02-27,DELIVER IN PERSON,TRUCK, at the bold pi,1998
2371,1006,42,3,11.0,9977.0,0.05,0.02,N,O,1998-02-25,1998-04-06,1998-03-23,TAKE BACK RETURN,TRUCK,l courts boost about the quickly unusua,1998
2403,305,6,4,30.0,36159.0,0.05,0.06,N,O,1998-08-08,1998-06-17,1998-08-20,NONE,TRUCK,ptotes are evenly bold deposit,1998
2407,1652,53,2,9.0,13982.85,0.07,0.05,N,O,1998-08-06,1998-08-11,1998-08-20,TAKE BACK RETURN,TRUCK," requests affix. final, express e",1998
2471,839,40,1,37.0,64373.71,0.05,0.01,N,O,1998-05-28,1998-04-17,1998-06-08,COLLECT COD,TRUCK,"jole unusual, regular deposits. final, eve",1998
2561,1500,79,5,2.0,2803.0,0.04,0.08,N,O,1998-03-14,1998-01-21,1998-03-27,DELIVER IN PERSON,TRUCK, special packages was: slyly express sen,1998
2565,1889,90,2,26.0,46562.88,0.05,0.08,N,O,1998-05-07,1998-04-09,1998-05-15,DELIVER IN PERSON,TRUCK,ainst the even asymptotes. furiousl,1998
2565,1402,81,6,48.0,62563.2,0.08,0.07,N,O,1998-06-18,1998-05-06,1998-07-13,DELIVER IN PERSON,TRUCK,fully ironic platelets. ,1998
2567,1119,20,2,50.0,51005.5,0.06,0.05,N,O,1998-05-05,1998-04-18,1998-05-09,DELIVER IN PERSON,TRUCK,"ironic, ironic tithes across the f",1998
2629,694,88,4,33.0,52624.77,0.06,0.03,N,O,1998-05-29,1998-05-14,1998-05-30,NONE,TRUCK,nding requests. sometimes pending deposit,1998
2758,256,11,3,1.0,1156.25,0.06,0.02,N,O,1998-10-09,1998-09-15,1998-10-16,NONE,TRUCK, about the ,1998
2784,1748,33,3,40.0,65989.6,0.07,0.01,N,O,1998-04-28,1998-03-19,1998-05-03,DELIVER IN PERSON,TRUCK,have to nag carefully foxes! blit,1998
2789,1759,44,3,33.0,54804.75,0.06,0.02,N,O,1998-04-21,1998-05-02,1998-04-30,COLLECT COD,TRUCK,blithely ironic p,1998
2884,705,6,1,41.0,65833.7,0.03,0.0,N,O,1998-01-02,1997-12-17,1998-01-20,DELIVER IN PERSON,TRUCK,l accounts. slyly busy re,1998
3170,399,84,1,12.0,15592.68,0.03,0.03,N,O,1998-02-12,1998-01-17,1998-02-24,NONE,TRUCK,le slyly about the ideas. sl,1998
3170,409,10,4,34.0,44519.6,0.05,0.04,N,O,1998-02-01,1998-01-11,1998-02-20,TAKE BACK RETURN,TRUCK,ag! special dolphins doubt ca,1998
3170,839,40,7,26.0,45235.58,0.1,0.05,N,O,1998-02-12,1997-12-22,1998-02-28,COLLECT COD,TRUCK,ar pinto beans nag c,1998
3303,986,87,3,37.0,69818.26,0.05,0.02,N,O,1998-02-16,1998-03-07,1998-02-18,TAKE BACK RETURN,TRUCK,odolites x-ray furiously,1998
3618,1397,74,1,38.0,49338.82,0.08,0.0,N,O,1997-12-22,1998-02-23,1998-01-03,TAKE BACK RETURN,TRUCK,ironic requests haggle ironic dolphins,1998
3618,1434,35,2,48.0,64100.64,0.04,0.0,N,O,1998-03-12,1998-02-13,1998-03-29,DELIVER IN PERSON,TRUCK,ke slyly final asymptote,1998
3686,1216,28,1,7.0,7820.47,0.02,0.04,N,O,1998-07-15,1998-08-22,1998-07-30,DELIVER IN PERSON,TRUCK,"promise even, even ideas",1998
3717,1523,4,1,45.0,64103.4,0.07,0.04,N,O,1998-08-09,1998-08-18,1998-08-14,TAKE BACK RETURN,TRUCK,usly special pinto beans will have to no,1998
3748,1648,90,2,24.0,37191.36,0.08,0.04,N,O,1998-06-07,1998-05-02,1998-06-21,DELIVER IN PERSON,TRUCK,"rding to the unusual,",1998
3811,1634,76,1,24.0,36855.12,0.04,0.02,N,O,1998-07-13,1998-05-16,1998-08-12,TAKE BACK RETURN,TRUCK, final requests boost about the blith,1998
3840,1865,9,1,45.0,79508.7,0.02,0.08,N,O,1998-10-31,1998-09-19,1998-11-30,DELIVER IN PERSON,TRUCK, are furiously. pending foxes snooze ,1998
3846,1641,65,4,33.0,50907.12,0.05,0.0,N,O,1998-05-12,1998-03-14,1998-05-14,DELIVER IN PERSON,TRUCK,quickly ironic request,1998
3909,1780,7,1,30.0,50453.4,0.03,0.07,N,O,1998-10-17,1998-10-14,1998-10-28,COLLECT COD,TRUCK,hely regular packages haggle slyly. slyly ,1998
3937,474,33,2,30.0,41234.1,0.01,0.07,N,O,1998-01-17,1998-01-03,1998-02-08,COLLECT COD,TRUCK,ously express pi,1998
3937,30,6,5,29.0,26970.87,0.03,0.07,N,O,1998-03-06,1998-02-22,1998-03-14,NONE,TRUCK,epitaphs may haggle blithely. idle req,1998
3937,1639,63,7,1.0,1540.63,0.02,0.05,N,O,1998-03-29,1998-01-08,1998-04-27,TAKE BACK RETURN,TRUCK, dependencies.,1998
4131,1776,19,2,32.0,53688.64,0.08,0.01,N,O,1998-03-02,1998-03-21,1998-03-07,TAKE BACK RETURN,TRUCK,ely final theodolites about the reque,1998
4167,726,59,3,1.0,1626.72,0.03,0.06,N,O,1998-10-11,1998-08-14,1998-10-13,COLLECT COD,TRUCK,the bravely regular deposit,1998
4192,109,88,1,36.0,36327.6,0.06,0.08,N,O,1998-04-25,1998-05-26,1998-05-03,COLLECT COD,TRUCK,ithely bold dep,1998
4196,717,50,5,3.0,4853.13,0.01,0.03,N,O,1998-05-17,1998-07-21,1998-05-18,DELIVER IN PERSON,TRUCK,ve the furiou,1998
4263,103,82,3,38.0,38117.8,0.01,0.01,N,O,1998-07-10,1998-05-08,1998-07-17,NONE,TRUCK,slyly special pa,1998
4263,1980,13,5,14.0,26347.72,0.09,0.06,N,O,1998-05-06,1998-04-17,1998-05-11,DELIVER IN PERSON,TRUCK,"nag fluffily. final, final deposits around",1998
4263,1130,3,6,47.0,48463.11,0.08,0.06,N,O,1998-06-28,1998-05-09,1998-07-02,DELIVER IN PERSON,TRUCK, beans integrate furiously slyly e,1998
4322,76,77,3,12.0,11712.84,0.09,0.05,N,O,1998-03-29,1998-06-05,1998-04-16,DELIVER IN PERSON,TRUCK,yers against the carefully express,1998
4448,1402,3,4,3.0,3910.2,0.01,0.01,N,O,1998-07-20,1998-07-10,1998-08-07,DELIVER IN PERSON,TRUCK, dependenci,1998
4549,1581,2,1,44.0,65233.52,0.08,0.0,N,O,1998-03-13,1998-04-15,1998-03-27,TAKE BACK RETURN,TRUCK,l ideas across the deposits cajole f,1998
4577,685,48,3,12.0,19028.16,0.07,0.05,N,O,1998-07-29,1998-06-17,1998-08-04,DELIVER IN PERSON,TRUCK,st the fluffily,1998
4901,1410,28,1,37.0,48522.17,0.0,0.04,N,O,1998-01-26,1998-02-20,1998-01-31,DELIVER IN PERSON,TRUCK,e carefully d,1998
4997,391,20,4,5.0,6456.95,0.1,0.03,N,O,1998-06-12,1998-04-24,1998-06-13,DELIVER IN PERSON,TRUCK,"e even, unusual excuses wake bold, e",1998
5030,1014,15,1,22.0,20130.22,0.04,0.06,N,O,1998-09-01,1998-08-15,1998-09-30,TAKE BACK RETURN,TRUCK,counts. slyly final deposits bo,1998
5184,158,37,2,47.0,49733.05,0.05,0.01,N,O,1998-11-02,1998-08-19,1998-11-07,COLLECT COD,TRUCK,ages haggle slyly among the careful,1998
5184,1760,61,4,26.0,43205.76,0.05,0.08,N,O,1998-11-11,1998-08-26,1998-12-01,TAKE BACK RETURN,TRUCK,arefully amon,1998
5282,1174,11,1,36.0,38706.12,0.05,0.02,N,O,1998-05-20,1998-04-10,1998-06-14,DELIVER IN PERSON,TRUCK,"the express, b",1998
5344,782,15,2,37.0,62262.86,0.03,0.07,N,O,1998-10-09,1998-07-26,1998-11-08,NONE,TRUCK,ts. slyly bold package,1998
5351,1054,60,3,2.0,1910.1,0.0,0.02,N,O,1998-05-12,1998-07-15,1998-05-24,NONE,TRUCK,e slyly. quickly regular packages grow car,1998
5410,281,9,3,40.0,47251.2,0.07,0.08,N,O,1998-11-17,1998-10-02,1998-11-27,COLLECT COD,TRUCK,ix even theodolites. carefully unusu,1998
5410,496,26,4,8.0,11171.92,0.05,0.04,N,O,1998-09-12,1998-10-22,1998-09-22,DELIVER IN PERSON,TRUCK,"arefully after the regular, bold p",1998
5412,652,46,2,48.0,74527.2,0.01,0.08,N,O,1998-02-22,1998-03-28,1998-03-18,TAKE BACK RETURN,TRUCK,times slyly ironic deposits. silent i,1998
5442,604,67,3,12.0,18055.2,0.01,0.08,N,O,1998-04-15,1998-03-18,1998-05-05,DELIVER IN PERSON,TRUCK,"ans. idle, ",1998
5505,246,28,1,43.0,49288.32,0.07,0.01,N,O,1997-12-30,1997-11-28,1998-01-09,TAKE BACK RETURN,TRUCK,tes. deposits lose slyly. regular ac,1998
5507,669,1,4,22.0,34532.52,0.07,0.01,N,O,1998-07-08,1998-08-10,1998-07-22,DELIVER IN PERSON,TRUCK,accounts. silently enticin,1998
5633,1637,38,4,50.0,76931.5,0.02,0.05,N,O,1998-07-23,1998-07-09,1998-08-21,DELIVER IN PERSON,TRUCK, final deposits. f,1998
5633,994,29,5,48.0,90959.52,0.01,0.05,N,O,1998-06-24,1998-07-22,1998-07-18,DELIVER IN PERSON,TRUCK,ckly regular pinto beans! unusual fo,1998
5633,107,34,7,39.0,39276.9,0.02,0.08,N,O,1998-07-12,1998-07-03,1998-07-13,COLLECT COD,TRUCK,requests haggle according to the ,1998
5664,1118,27,5,44.0,44840.84,0.01,0.06,N,O,1998-09-24,1998-09-26,1998-10-23,NONE,TRUCK,ronic requests. bl,1998
5671,1714,41,3,13.0,21004.23,0.1,0.06,N,O,1998-03-02,1998-04-03,1998-03-08,TAKE BACK RETURN,TRUCK,cajole quickly pending,1998
5671,1134,7,6,30.0,31053.9,0.09,0.07,N,O,1998-06-06,1998-04-15,1998-07-01,DELIVER IN PERSON,TRUCK,ns. pendin,1998
5734,668,69,3,10.0,15686.6,0.01,0.03,N,O,1997-12-28,1997-12-24,1998-01-24,DELIVER IN PERSON,TRUCK,s use against the blith,1998
5761,463,51,1,41.0,55901.86,0.08,0.0,N,O,1998-07-31,1998-08-09,1998-08-08,TAKE BACK RETURN,TRUCK,accounts shall nag ,1998
5761,1073,74,2,36.0,35066.52,0.0,0.07,N,O,1998-09-07,1998-09-21,1998-09-11,TAKE BACK RETURN,TRUCK,requests boost slyly beside the carefully ,1998
5763,1230,31,5,8.0,9049.84,0.06,0.05,N,O,1998-09-23,1998-09-15,1998-09-27,DELIVER IN PERSON,TRUCK,ets nod. blithely bol,1998
5798,1337,14,3,22.0,27243.26,0.02,0.01,N,O,1998-06-24,1998-06-06,1998-07-20,COLLECT COD,TRUCK,ash around the caref,1998
5798,1457,97,4,40.0,54338.0,0.08,0.06,N,O,1998-07-09,1998-06-24,1998-07-16,NONE,TRUCK,ly along the iron,1998
5827,1117,90,5,38.0,38688.18,0.03,0.06,N,O,1998-10-18,1998-08-27,1998-10-23,TAKE BACK RETURN,TRUCK, fluffily among the ,1998
5857,1913,58,5,14.0,25408.74,0.07,0.07,N,O,1997-12-10,1998-01-06,1998-01-04,TAKE BACK RETURN,TRUCK,ccounts impr,1998
6023,277,59,7,2.0,2354.54,0.1,0.06,N,O,1998-05-10,1998-07-02,1998-06-09,NONE,TRUCK,rding to the slyly even ideas. silen,1998
6051,1539,60,5,50.0,72026.5,0.05,0.05,N,O,1998-06-15,1998-07-29,1998-06-30,DELIVER IN PERSON,TRUCK,xes nag slyly afte,1998
6081,921,22,1,48.0,87452.16,0.05,0.04,N,O,1997-12-29,1998-01-04,1998-01-05,TAKE BACK RETURN,TRUCK,ully bold platelets,1998
6085,199,52,3,8.0,8793.52,0.01,0.02,N,O,1998-05-03,1998-05-05,1998-05-14,COLLECT COD,TRUCK,s. slowly express pl,1998
6114,833,34,4,7.0,12136.81,0.03,0.01,N,O,1998-04-13,1998-07-01,1998-05-08,TAKE BACK RETURN,TRUCK,ts poach sometimes pending fox,1998
6114,1821,8,5,19.0,32733.58,0.05,0.08,N,O,1998-05-31,1998-07-07,1998-06-03,DELIVER IN PERSON,TRUCK, above the car,1998
6342,1358,73,6,1.0,1259.35,0.1,0.01,N,O,1998-01-28,1997-12-31,1998-02-13,DELIVER IN PERSON,TRUCK,the blithely ironic ac,1998
6343,307,64,6,48.0,57950.4,0.1,0.05,N,O,1998-05-17,1998-04-20,1998-05-21,DELIVER IN PERSON,TRUCK, excuses nag among the daringly silent,1998
6375,424,54,6,37.0,49003.54,0.03,0.05,N,O,1998-01-06,1998-01-11,1998-01-10,DELIVER IN PERSON,TRUCK,carefully u,1998
6471,505,66,2,36.0,50598.0,0.02,0.02,N,O,1998-05-03,1998-04-08,1998-05-20,DELIVER IN PERSON,TRUCK,s sleep furiously regular decoys. regular a,1998
6471,1906,39,4,6.0,10847.4,0.09,0.03,N,O,1998-04-12,1998-05-20,1998-04-30,NONE,TRUCK,y pending foxes. express dolphins ha,1998
6597,1579,60,2,43.0,63664.51,0.08,0.08,N,O,1998-09-10,1998-09-18,1998-10-04,NONE,TRUCK,ly slyly silent accounts. expres,1998
6599,1989,78,4,37.0,69966.26,0.02,0.06,N,O,1998-05-01,1998-06-07,1998-05-03,COLLECT COD,TRUCK,lar accounts. furiously final deposi,1998
6659,587,48,2,20.0,29751.6,0.07,0.07,N,O,1998-03-17,1998-03-27,1998-04-03,TAKE BACK RETURN,TRUCK,des above the ironic foxes haggle alongsi,1998
6789,1133,6,6,8.0,8273.04,0.01,0.05,N,O,1998-06-05,1998-07-04,1998-06-23,TAKE BACK RETURN,TRUCK, foxes use. carefully final,1998
6819,1204,5,2,4.0,4420.8,0.03,0.04,N,O,1998-03-17,1998-05-26,1998-03-18,NONE,TRUCK,", even foxes cajole according to",1998
6849,1206,18,2,31.0,34323.2,0.07,0.05,N,O,1998-03-08,1998-03-16,1998-03-25,NONE,TRUCK,"special, final ideas. carefully spe",1998
6917,199,78,3,8.0,8793.52,0.08,0.0,N,O,1998-11-04,1998-10-13,1998-11-26,NONE,TRUCK,he quickly final acco,1998
7010,705,38,2,25.0,40142.5,0.04,0.04,N,O,1998-07-18,1998-07-21,1998-08-14,TAKE BACK RETURN,TRUCK,the blithely regular sheaves kindle ,1998
7073,581,42,3,46.0,68152.68,0.09,0.03,N,O,1997-12-30,1997-11-12,1998-01-27,NONE,TRUCK,ckages. regular deposits ,1998
7138,958,93,1,36.0,66922.2,0.08,0.07,N,O,1998-06-21,1998-06-22,1998-07-02,NONE,TRUCK,ts. ironic theodolites against ,1998
7138,1087,23,3,24.0,23713.92,0.02,0.08,N,O,1998-06-19,1998-06-25,1998-06-21,DELIVER IN PERSON,TRUCK,sleep carefully regular theodolit,1998
7138,1015,21,5,31.0,28396.31,0.08,0.05,N,O,1998-05-29,1998-06-21,1998-06-07,NONE,TRUCK, engage fur,1998
7168,859,93,6,10.0,17598.5,0.04,0.06,N,O,1998-02-20,1998-02-09,1998-03-15,DELIVER IN PERSON,TRUCK,efully alongside of the express dolphin,1998
7270,1662,86,5,40.0,62546.4,0.08,0.0,N,O,1998-02-06,1998-04-22,1998-03-08,TAKE BACK RETURN,TRUCK, haggle above the eve,1998
7270,530,61,6,45.0,64373.85,0.09,0.08,N,O,1998-05-16,1998-04-24,1998-06-14,NONE,TRUCK,usly special braids. ca,1998
7360,1802,3,1,33.0,56225.4,0.06,0.03,N,O,1998-02-19,1998-01-12,1998-02-28,COLLECT COD,TRUCK,out the blithely bold accounts ,1998
7395,1521,42,5,21.0,29872.92,0.0,0.03,N,O,1998-03-23,1998-04-08,1998-04-07,DELIVER IN PERSON,TRUCK,oach furiou,1998
7590,1411,51,1,28.0,36747.48,0.08,0.07,N,O,1998-08-02,1998-06-21,1998-08-13,NONE,TRUCK,he final instruction,1998
7622,1834,64,2,24.0,41659.92,0.05,0.0,N,O,1998-02-17,1998-04-14,1998-03-08,TAKE BACK RETURN,TRUCK,"ges alongside of the ironic, idle f",1998
7682,602,34,1,16.0,24041.6,0.03,0.08,N,O,1998-02-09,1997-11-21,1998-03-02,TAKE BACK RETURN,TRUCK,ep slyly after the sile,1998
7777,175,2,1,27.0,29029.59,0.05,0.06,N,O,1998-05-17,1998-04-06,1998-05-25,COLLECT COD,TRUCK,regular ideas cajole carefu,1998
8134,982,51,1,6.0,11297.88,0.05,0.05,N,O,1998-03-14,1998-01-20,1998-03-27,NONE,TRUCK,"ing, even warthogs doubt slyly care",1998
8197,1776,61,4,40.0,67110.8,0.0,0.06,N,O,1998-02-28,1998-03-31,1998-03-09,DELIVER IN PERSON,TRUCK, ironic deposits. furiously special accoun,1998
8355,992,61,4,11.0,20822.89,0.04,0.06,N,O,1998-01-18,1997-12-21,1998-02-10,NONE,TRUCK,inal pinto bean,1998
8355,55,6,5,42.0,40112.1,0.09,0.06,N,O,1997-12-28,1998-01-25,1998-01-27,NONE,TRUCK,ions must haggle amo,1998
8386,407,8,3,30.0,39222.0,0.09,0.01,N,O,1998-04-02,1998-04-20,1998-04-14,DELIVER IN PERSON,TRUCK,eep slyly about the never regular packa,1998
8481,1645,69,1,19.0,29386.16,0.03,0.08,N,O,1998-05-05,1998-05-21,1998-05-08,COLLECT COD,TRUCK,regular deposits. blithely r,1998
8518,1938,83,3,24.0,44158.32,0.1,0.0,N,O,1998-06-25,1998-07-11,1998-07-21,NONE,TRUCK, waters. carefully express package,1998
8643,899,66,2,3.0,5399.67,0.09,0.03,N,O,1998-10-08,1998-09-24,1998-10-15,TAKE BACK RETURN,TRUCK,equests affix carefully ,1998
8708,5,56,3,5.0,4525.0,0.09,0.07,N,O,1998-03-14,1997-12-27,1998-04-05,TAKE BACK RETURN,TRUCK,counts haggle regular,1998
8737,83,59,1,45.0,44238.6,0.03,0.04,N,O,1998-04-07,1998-04-01,1998-04-21,TAKE BACK RETURN,TRUCK,al packages integrate packages. blithely p,1998
8737,1647,89,6,6.0,9291.84,0.03,0.04,N,O,1998-02-23,1998-02-24,1998-03-12,TAKE BACK RETURN,TRUCK," the even, unusual ideas",1998
8738,1856,86,2,18.0,31641.3,0.09,0.07,N,O,1998-05-02,1998-03-01,1998-05-17,TAKE BACK RETURN,TRUCK,ggle bravely ironic requests. stealthy i,1998
8738,1219,20,3,14.0,15682.94,0.0,0.07,N,O,1998-04-06,1998-04-13,1998-05-02,NONE,TRUCK,ly even depos,1998
8739,1000,35,3,5.0,4505.0,0.02,0.04,N,O,1998-10-10,1998-08-29,1998-11-02,TAKE BACK RETURN,TRUCK, against the blithely iron,1998
8740,1856,43,3,35.0,61524.75,0.05,0.02,N,O,1998-09-22,1998-09-06,1998-10-06,DELIVER IN PERSON,TRUCK,carefully ,1998
8866,718,15,2,36.0,58273.56,0.01,0.04,N,O,1998-05-18,1998-05-01,1998-06-04,DELIVER IN PERSON,TRUCK,lets. carefully fl,1998
8866,554,15,3,45.0,65454.75,0.03,0.08,N,O,1998-06-21,1998-05-10,1998-07-06,COLLECT COD,TRUCK,y final packages impress abo,1998
8964,1235,73,1,26.0,29541.98,0.04,0.03,N,O,1998-04-05,1998-03-21,1998-04-18,DELIVER IN PERSON,TRUCK, even Tiresias wa,1998
9030,1597,98,1,28.0,41960.52,0.09,0.08,N,O,1998-09-02,1998-08-16,1998-09-10,DELIVER IN PERSON,TRUCK,ffily unusual,1998
9030,361,62,2,2.0,2522.72,0.09,0.03,N,O,1998-08-19,1998-09-14,1998-09-18,DELIVER IN PERSON,TRUCK,r deposits according to the quickly b,1998
9125,470,29,2,8.0,10963.76,0.06,0.06,N,O,1998-08-01,1998-07-28,1998-08-25,TAKE BACK RETURN,TRUCK,lphins dazzle across ,1998
9188,253,8,1,38.0,43823.5,0.05,0.08,N,O,1998-01-28,1998-04-16,1998-02-12,TAKE BACK RETURN,TRUCK,lar dependencies. quietly pendin,1998
9280,422,52,1,30.0,39672.6,0.03,0.05,N,O,1998-08-21,1998-07-31,1998-08-27,COLLECT COD,TRUCK,unts haggle slyly alon,1998
9280,967,2,4,49.0,91530.04,0.1,0.01,N,O,1998-09-02,1998-09-10,1998-09-10,NONE,TRUCK,pending escapades. f,1998
