l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
992,1048,49,3,30.0,28471.2,0.1,0.0,N,O,1997-12-15,1998-02-02,1998-01-12,NONE,SHIP,instructions; even,1998
996,1724,9,1,43.0,69905.96,0.03,0.06,N,O,1998-03-27,1998-03-25,1998-04-06,COLLECT COD,SHIP,egular deposits ought to haggle platelets.,1998
1024,1254,29,2,34.0,39278.5,0.0,0.01,N,O,1998-01-06,1998-02-05,1998-01-26,COLLECT COD,SHIP,are blithely aroun,1998
1124,54,5,2,13.0,12402.65,0.05,0.04,N,O,1998-09-05,1998-10-03,1998-09-30,DELIVER IN PERSON,SHIP,ts sleep qui,1998
1124,749,82,5,33.0,54441.42,0.05,0.04,N,O,1998-10-19,1998-09-17,1998-10-26,TAKE BACK RETURN,SHIP,slyly. even accounts do haggle. c,1998
1157,821,88,2,4.0,6887.28,0.1,0.05,N,O,1998-02-24,1998-03-30,1998-03-24,DELIVER IN PERSON,SHIP, cajole blithely ironi,1998
1315,956,91,1,27.0,50137.65,0.01,0.03,N,O,1998-07-04,1998-06-13,1998-07-28,NONE,SHIP,e furiously. furiously regular de,1998
1315,1610,34,4,19.0,28720.59,0.02,0.05,N,O,1998-07-05,1998-05-23,1998-08-04,TAKE BACK RETURN,SHIP, quickly. carefully regular deposit,1998
1315,1586,27,5,32.0,47602.56,0.1,0.05,N,O,1998-03-30,1998-06-12,1998-04-25,NONE,SHIP,tions sleep. bold,1998
1348,943,78,1,13.0,23971.22,0.01,0.01,N,O,1998-04-28,1998-06-05,1998-05-12,TAKE BACK RETURN,SHIP,gular foxes,1998
1351,1073,74,1,25.0,24351.75,0.06,0.04,N,O,1998-06-02,1998-05-25,1998-06-22,COLLECT COD,SHIP,"al, final pa",1998
1377,834,1,3,26.0,45105.58,0.07,0.07,N,O,1998-05-28,1998-06-11,1998-06-25,COLLECT COD,SHIP,ar ideas around the blithely final ac,1998
1377,1201,13,4,39.0,42985.8,0.0,0.03,N,O,1998-07-27,1998-07-18,1998-08-13,DELIVER IN PERSON,SHIP, bold accounts sleep. slowly unusual s,1998
1475,1680,4,1,15.0,23725.2,0.08,0.06,N,O,1998-02-12,1997-12-17,1998-03-02,TAKE BACK RETURN,SHIP,"ccording to the even, regular requests. bo",1998
1569,692,93,4,30.0,47780.7,0.02,0.03,N,O,1998-07-19,1998-06-04,1998-08-10,NONE,SHIP,packages. furiously silent deposits nag fur,1998
1667,950,19,3,48.0,88845.6,0.05,0.01,N,O,1998-01-27,1998-01-06,1998-02-09,TAKE BACK RETURN,SHIP,ly across the ironic packages. fur,1998
1667,1944,77,5,2.0,3691.88,0.07,0.0,N,O,1997-12-17,1997-11-22,1998-01-16,NONE,SHIP,ironic ideas use sl,1998
1667,400,29,7,19.0,24707.6,0.09,0.03,N,O,1998-01-23,1997-11-24,1998-01-26,DELIVER IN PERSON,SHIP,"ggedly according to the quiet, regular i",1998
1730,95,71,4,40.0,39803.6,0.02,0.03,N,O,1998-10-02,1998-10-06,1998-10-03,NONE,SHIP,iers. idly sil,1998
1893,983,18,1,43.0,81011.14,0.1,0.0,N,O,1998-01-25,1998-01-06,1998-02-14,COLLECT COD,SHIP,about the slyly silen,1998
1920,508,69,2,31.0,43663.5,0.05,0.06,N,O,1998-08-01,1998-08-30,1998-08-17,COLLECT COD,SHIP, packages caj,1998
1920,172,99,3,6.0,6433.02,0.01,0.05,N,O,1998-10-01,1998-08-20,1998-10-24,COLLECT COD,SHIP,es. sly gifts nag slyl,1998
2372,1634,17,3,12.0,18427.56,0.04,0.04,N,O,1998-03-21,1997-12-21,1998-04-12,DELIVER IN PERSON,SHIP,totes. final asym,1998
2372,561,62,7,19.0,27769.64,0.01,0.06,N,O,1997-12-26,1998-02-19,1998-01-02,COLLECT COD,SHIP,ly never bold decoys. u,1998
2400,526,17,3,23.0,32809.96,0.02,0.08,N,O,1998-08-05,1998-08-28,1998-08-30,NONE,SHIP,e carefully slyly express accounts. caref,1998
2403,1925,26,3,27.0,49326.84,0.05,0.03,N,O,1998-07-27,1998-07-08,1998-08-03,NONE,SHIP,the final accounts are regular package,1998
2565,1144,53,3,34.0,35534.76,0.06,0.06,N,O,1998-03-19,1998-04-12,1998-04-17,DELIVER IN PERSON,SHIP,ular deposits. final p,1998
2567,258,40,1,39.0,45171.75,0.03,0.04,N,O,1998-05-10,1998-05-10,1998-05-21,NONE,SHIP,aggle carefully. fluffily ironic idea,1998
2629,1179,80,1,6.0,6481.02,0.06,0.05,N,O,1998-06-10,1998-05-29,1998-06-13,DELIVER IN PERSON,SHIP, carefully pending,1998
2692,1136,9,2,21.0,21779.73,0.03,0.05,N,O,1998-03-11,1998-02-11,1998-03-19,NONE,SHIP,iously unusual notornis cajole. unusual ,1998
3079,1876,20,5,2.0,3555.74,0.1,0.0,N,O,1997-12-27,1997-10-25,1998-01-08,COLLECT COD,SHIP,al packages x-ray slyly ,1998
3203,1435,36,1,23.0,30737.89,0.01,0.07,N,O,1998-01-04,1998-01-12,1998-01-24,COLLECT COD,SHIP,instead of the slowly regular r,1998
3207,706,3,2,42.0,67481.4,0.0,0.0,N,O,1998-05-02,1998-05-10,1998-06-01,NONE,SHIP,ests. regular ideas above the slyly regular,1998
3207,189,42,4,32.0,34853.76,0.0,0.03,N,O,1998-06-17,1998-04-26,1998-07-07,TAKE BACK RETURN,SHIP,instructions. busily final courts wa,1998
3207,828,62,5,8.0,13830.56,0.0,0.06,N,O,1998-06-13,1998-04-26,1998-07-11,COLLECT COD,SHIP,ly even packa,1998
3239,1949,50,4,26.0,48124.44,0.03,0.05,N,O,1998-01-21,1998-03-21,1998-02-08,DELIVER IN PERSON,SHIP,riously. slyly even pinto beans ,1998
3303,1839,40,1,25.0,43520.75,0.06,0.01,N,O,1998-03-25,1998-01-31,1998-04-12,NONE,SHIP,"s. even, unusu",1998
3303,209,10,2,15.0,16638.0,0.04,0.06,N,O,1998-01-29,1998-01-22,1998-02-21,COLLECT COD,SHIP,nal ideas? ,1998
3360,571,2,5,4.0,5886.28,0.08,0.07,N,O,1998-02-27,1998-03-23,1998-03-28,COLLECT COD,SHIP,egular plate,1998
3523,1913,58,4,36.0,65336.76,0.06,0.08,N,O,1998-05-26,1998-06-04,1998-06-25,DELIVER IN PERSON,SHIP,"ng the regular, unusual",1998
3651,181,60,1,20.0,21623.6,0.01,0.04,N,O,1998-06-10,1998-06-06,1998-06-23,NONE,SHIP,en pinto beans. slyly bo,1998
3713,1299,100,7,14.0,16804.06,0.04,0.0,N,O,1998-07-19,1998-07-02,1998-07-28,DELIVER IN PERSON,SHIP,nic asymptotes. bold pint,1998
3840,1062,63,6,33.0,31780.98,0.1,0.02,N,O,1998-07-29,1998-10-06,1998-08-04,DELIVER IN PERSON,SHIP,s are along the furiou,1998
4039,1333,34,5,43.0,53076.19,0.09,0.0,N,O,1998-01-20,1998-01-11,1998-02-05,COLLECT COD,SHIP,d furiously. slyly bold ,1998
4164,1197,70,1,9.0,9883.71,0.07,0.02,N,O,1998-08-25,1998-08-13,1998-09-19,DELIVER IN PERSON,SHIP,rding to the carefully final requ,1998
4196,1551,92,1,30.0,43576.5,0.02,0.06,N,O,1998-08-09,1998-06-30,1998-09-05,COLLECT COD,SHIP,gular foxes. bl,1998
4386,895,96,6,18.0,32326.02,0.02,0.05,N,O,1998-04-12,1998-04-09,1998-05-12,TAKE BACK RETURN,SHIP, dependencies about the carefully pendin,1998
4448,516,77,1,24.0,33996.24,0.1,0.07,N,O,1998-09-09,1998-07-06,1998-09-27,DELIVER IN PERSON,SHIP,"excuses above the pending, bold request",1998
4449,1407,47,2,10.0,13084.0,0.02,0.03,N,O,1998-05-09,1998-05-04,1998-05-15,NONE,SHIP,nal packages sleep across the quickly spe,1998
4613,374,75,1,17.0,21664.29,0.09,0.07,N,O,1998-06-07,1998-05-11,1998-06-29,DELIVER IN PERSON,SHIP,ke-- silently ,1998
4613,1079,15,2,25.0,24501.75,0.05,0.04,N,O,1998-05-22,1998-04-11,1998-05-27,TAKE BACK RETURN,SHIP,egular excuses. deposits sleep furiously. ,1998
4644,966,67,2,16.0,29871.36,0.03,0.04,N,O,1998-03-13,1998-02-21,1998-04-03,COLLECT COD,SHIP,beans haggle. carefully,1998
4644,1540,81,4,45.0,64869.3,0.1,0.07,N,O,1998-02-02,1998-04-08,1998-02-15,COLLECT COD,SHIP,eep slyly fu,1998
4678,1167,4,2,18.0,19226.88,0.03,0.06,N,O,1998-10-30,1998-09-22,1998-11-25,TAKE BACK RETURN,SHIP,cajole along,1998
4678,954,23,3,13.0,24114.35,0.1,0.07,N,O,1998-11-03,1998-10-17,1998-11-06,TAKE BACK RETURN,SHIP,kages. packages are sly,1998
4678,218,73,4,23.0,25718.83,0.06,0.05,N,O,1998-09-03,1998-09-20,1998-09-04,DELIVER IN PERSON,SHIP,ly after the s,1998
4711,1441,42,2,15.0,20136.6,0.08,0.07,N,O,1998-06-09,1998-07-30,1998-06-18,COLLECT COD,SHIP,"lar instructions sleep silent,",1998
4711,641,35,4,8.0,12333.12,0.07,0.0,N,O,1998-06-17,1998-06-13,1998-06-27,TAKE BACK RETURN,SHIP,ial deposits. furiously pending packages b,1998
4711,489,48,5,15.0,20842.2,0.05,0.01,N,O,1998-09-03,1998-07-15,1998-09-13,TAKE BACK RETURN,SHIP,o beans. quickly ironic theodolit,1998
4711,1157,58,6,45.0,47616.75,0.05,0.06,N,O,1998-05-19,1998-07-14,1998-05-21,COLLECT COD,SHIP,even deposits above ,1998
4997,219,47,5,46.0,51483.66,0.0,0.04,N,O,1998-04-28,1998-06-04,1998-05-08,TAKE BACK RETURN,SHIP,pending pinto beans sleep ,1998
5026,954,89,1,13.0,24114.35,0.02,0.04,N,O,1997-12-23,1997-11-02,1998-01-03,TAKE BACK RETURN,SHIP,re carefully. carefully silent f,1998
5058,1925,70,1,16.0,29230.72,0.09,0.07,N,O,1998-07-12,1998-06-09,1998-07-15,DELIVER IN PERSON,SHIP,". even, sly deposit",1998
5280,961,96,1,16.0,29791.36,0.02,0.03,N,O,1998-03-29,1998-01-28,1998-04-03,TAKE BACK RETURN,SHIP,cuses nag carefully about the ,1998
5282,573,64,3,28.0,41259.96,0.03,0.06,N,O,1998-05-06,1998-04-24,1998-05-30,COLLECT COD,SHIP,uriously against t,1998
5345,826,60,1,3.0,5180.46,0.05,0.01,N,O,1997-12-10,1997-10-03,1998-01-05,COLLECT COD,SHIP,cross the daring deposits. b,1998
5380,1838,82,3,40.0,69593.2,0.02,0.08,N,O,1997-12-30,1997-11-27,1998-01-09,DELIVER IN PERSON,SHIP,ously even gifts haggle f,1998
5412,737,34,3,31.0,50769.63,0.05,0.08,N,O,1998-03-23,1998-04-17,1998-04-10,NONE,SHIP,quickly daring pinto beans cajole furio,1998
5413,1255,56,1,48.0,55500.0,0.02,0.08,N,O,1998-01-25,1997-11-20,1998-02-22,COLLECT COD,SHIP,"hely ironic, ironic foxes. final, ir",1998
5477,793,90,1,20.0,33875.8,0.03,0.01,N,O,1998-03-21,1998-02-09,1998-04-07,TAKE BACK RETURN,SHIP,hely after the quickly bol,1998
5477,762,95,2,21.0,34917.96,0.03,0.0,N,O,1998-01-28,1998-02-15,1998-02-24,TAKE BACK RETURN,SHIP,tes wake slyly afte,1998
5505,1620,3,5,46.0,69994.52,0.05,0.0,N,O,1998-01-06,1997-11-04,1998-02-04,TAKE BACK RETURN,SHIP,stealthily final accounts. carefully ir,1998
5507,1315,16,5,48.0,58382.88,0.06,0.01,N,O,1998-07-21,1998-07-15,1998-07-31,DELIVER IN PERSON,SHIP,lly final theodolite,1998
5604,771,4,3,10.0,16717.7,0.07,0.05,N,O,1998-08-03,1998-06-23,1998-08-04,COLLECT COD,SHIP,to the slyly bold pinto b,1998
5633,1593,14,1,28.0,41848.52,0.02,0.0,N,O,1998-08-14,1998-07-24,1998-08-26,TAKE BACK RETURN,SHIP,ial pinto beans nag carefully. i,1998
5671,1103,12,4,42.0,42172.2,0.0,0.07,N,O,1998-02-17,1998-04-24,1998-03-17,TAKE BACK RETURN,SHIP,"fully. regular, unusual request",1998
5730,1501,2,1,2.0,2805.0,0.08,0.0,N,O,1998-02-24,1998-03-15,1998-03-11,COLLECT COD,SHIP,above the carefully thin,1998
5761,1974,7,3,49.0,91922.53,0.04,0.08,N,O,1998-07-14,1998-08-20,1998-07-25,NONE,SHIP,"xes. regular, even instructions",1998
5763,1357,96,2,23.0,28942.05,0.09,0.04,N,O,1998-07-25,1998-09-21,1998-08-15,DELIVER IN PERSON,SHIP,the ironically regul,1998
5798,1487,5,5,7.0,9719.36,0.06,0.07,N,O,1998-06-06,1998-05-10,1998-06-07,NONE,SHIP,al packages! slyly ironic pinto,1998
5826,638,39,2,18.0,27695.34,0.04,0.01,N,O,1998-07-17,1998-09-03,1998-07-22,NONE,SHIP,uffily. special dec,1998
5827,1991,92,4,26.0,49217.74,0.06,0.0,N,O,1998-07-29,1998-09-24,1998-07-30,DELIVER IN PERSON,SHIP,ns sleep blithely furiously final a,1998
5857,679,73,3,1.0,1579.67,0.03,0.01,N,O,1998-02-01,1997-12-09,1998-02-20,TAKE BACK RETURN,SHIP,l pinto beans are slyly. ironic ,1998
6023,21,72,4,48.0,44208.96,0.02,0.07,N,O,1998-06-25,1998-05-25,1998-07-04,TAKE BACK RETURN,SHIP,al courts wake around the final pattern,1998
6049,1021,27,1,44.0,40568.88,0.0,0.07,N,O,1998-06-26,1998-04-18,1998-06-29,DELIVER IN PERSON,SHIP,lyly ironi,1998
6049,583,74,2,1.0,1483.58,0.0,0.05,N,O,1998-06-17,1998-05-05,1998-07-12,COLLECT COD,SHIP,ccording to the slyl,1998
6049,1664,6,3,10.0,15656.6,0.08,0.04,N,O,1998-04-06,1998-05-15,1998-05-03,DELIVER IN PERSON,SHIP, final ide,1998
6049,382,39,4,41.0,52577.58,0.05,0.0,N,O,1998-04-13,1998-05-19,1998-05-13,COLLECT COD,SHIP,regular deposits. express ,1998
6051,1347,24,2,8.0,9986.72,0.05,0.07,N,O,1998-06-09,1998-08-01,1998-06-22,NONE,SHIP,ironic excuses sleep aft,1998
6051,836,37,4,17.0,29526.11,0.09,0.05,N,O,1998-08-17,1998-07-28,1998-08-29,NONE,SHIP,"ar, stealthy packages cajole car",1998
6081,549,80,2,8.0,11596.32,0.07,0.08,N,O,1998-02-22,1998-01-06,1998-03-11,TAKE BACK RETURN,SHIP,furiously ironic accounts wake,1998
6087,503,64,2,43.0,60350.5,0.04,0.06,N,O,1998-04-17,1998-03-14,1998-04-28,TAKE BACK RETURN,SHIP,y even requests. furiously pend,1998
6113,656,50,7,11.0,17123.15,0.09,0.04,N,O,1998-09-11,1998-09-20,1998-09-29,DELIVER IN PERSON,SHIP,deposits. express instructions na,1998
6114,549,80,2,14.0,20293.56,0.07,0.07,N,O,1998-04-17,1998-05-25,1998-05-07,TAKE BACK RETURN,SHIP,efully regular pains nag foxes. quickly,1998
6114,931,100,3,27.0,49462.11,0.03,0.04,N,O,1998-04-23,1998-07-05,1998-05-21,DELIVER IN PERSON,SHIP,efully express deposits above the dec,1998
6242,1436,76,1,46.0,61521.78,0.09,0.06,N,O,1998-02-22,1998-02-15,1998-03-14,TAKE BACK RETURN,SHIP,ns. fluffily ironic accounts cajole abov,1998
6242,1056,27,5,9.0,8613.45,0.06,0.04,N,O,1998-01-21,1998-02-11,1998-02-20,TAKE BACK RETURN,SHIP,"re furiously final, even deposits. bu",1998
6242,223,51,6,33.0,37066.26,0.01,0.04,N,O,1998-03-15,1998-01-03,1998-04-05,NONE,SHIP, the blithely busy instructi,1998
6245,1141,42,1,47.0,48980.58,0.09,0.01,N,O,1997-12-20,1998-01-25,1998-01-09,NONE,SHIP, packages above the final accounts hagg,1998
6342,1072,43,5,18.0,17515.26,0.02,0.06,N,O,1998-02-19,1998-02-16,1998-03-01,NONE,SHIP,carefully fluffily even requests. s,1998
6375,646,47,1,40.0,61865.6,0.08,0.05,N,O,1998-01-10,1998-01-28,1998-01-18,DELIVER IN PERSON,SHIP,packages. ironic ,1998
6471,1895,82,6,16.0,28750.24,0.03,0.07,N,O,1998-04-29,1998-04-09,1998-05-02,TAKE BACK RETURN,SHIP,ng to the regula,1998
6533,1446,25,2,46.0,61982.24,0.07,0.05,N,O,1998-04-02,1998-05-30,1998-04-03,TAKE BACK RETURN,SHIP,l theodolites wake blithely,1998
6599,1604,5,1,41.0,61729.6,0.0,0.07,N,O,1998-04-26,1998-06-16,1998-05-04,DELIVER IN PERSON,SHIP,n theodoli,1998
6659,1830,17,1,26.0,45027.58,0.04,0.03,N,O,1998-01-18,1998-03-12,1998-01-23,DELIVER IN PERSON,SHIP,usly regular,1998
6660,1644,68,1,25.0,38641.0,0.03,0.0,N,O,1998-07-16,1998-07-11,1998-07-26,DELIVER IN PERSON,SHIP,iously regular accounts haggle ruthle,1998
6723,1103,76,2,39.0,39159.9,0.03,0.06,N,O,1998-08-22,1998-07-11,1998-09-07,TAKE BACK RETURN,SHIP,sly. fluffily pending,1998
6723,1629,12,5,49.0,75000.38,0.06,0.07,N,O,1998-09-30,1998-07-06,1998-10-10,COLLECT COD,SHIP,lithely regular dependencies. carefully spe,1998
6819,1387,2,5,46.0,59265.48,0.06,0.0,N,O,1998-06-29,1998-05-08,1998-07-23,NONE,SHIP,ven requests after the,1998
6849,1699,100,4,43.0,68829.67,0.05,0.02,N,O,1998-03-02,1998-03-23,1998-03-09,DELIVER IN PERSON,SHIP,ring requests s,1998
6983,442,1,1,47.0,63094.68,0.07,0.03,N,O,1998-04-22,1998-04-12,1998-05-04,NONE,SHIP,y regular dolphins cajole carefully iro,1998
7168,1069,70,1,13.0,12610.78,0.0,0.02,N,O,1998-01-23,1998-01-24,1998-02-10,COLLECT COD,SHIP, deposits haggle busily. ,1998
7168,1914,3,4,42.0,76268.22,0.0,0.04,N,O,1998-02-15,1998-03-11,1998-03-06,COLLECT COD,SHIP,uctions. quick,1998
7172,799,64,1,8.0,13598.32,0.09,0.03,N,O,1997-12-18,1997-12-04,1998-01-10,TAKE BACK RETURN,SHIP,"ar, quick accounts. quickly final pa",1998
7264,811,45,1,18.0,30812.58,0.08,0.08,N,O,1998-04-08,1998-05-05,1998-05-01,NONE,SHIP,y final platelets will have to mai,1998
7271,377,34,5,17.0,21715.29,0.09,0.03,N,O,1998-09-30,1998-10-26,1998-10-05,TAKE BACK RETURN,SHIP, blithely regular instructions. regular,1998
7271,22,98,6,42.0,38724.84,0.05,0.04,N,O,1998-11-07,1998-10-01,1998-11-08,TAKE BACK RETURN,SHIP,"ironic, regular requests detect p",1998
7328,1962,7,1,39.0,72694.44,0.1,0.04,N,O,1998-06-24,1998-07-18,1998-07-17,TAKE BACK RETURN,SHIP,ake blithely thin foxes. carefu,1998
7328,1095,1,3,40.0,39843.6,0.01,0.02,N,O,1998-08-09,1998-05-30,1998-08-18,DELIVER IN PERSON,SHIP,ts after the ironic i,1998
7328,387,44,4,15.0,19310.7,0.05,0.05,N,O,1998-07-31,1998-05-25,1998-08-13,TAKE BACK RETURN,SHIP,dependencies. slowly ironic,1998
7328,283,84,5,28.0,33131.84,0.04,0.06,N,O,1998-06-21,1998-06-01,1998-06-28,DELIVER IN PERSON,SHIP, accounts detect q,1998
7330,599,60,5,42.0,62982.78,0.02,0.08,N,O,1998-07-15,1998-09-07,1998-07-20,DELIVER IN PERSON,SHIP,atelets. blithely slow instructions wake f,1998
7365,476,77,1,35.0,48176.45,0.04,0.03,N,O,1998-05-29,1998-05-25,1998-06-11,DELIVER IN PERSON,SHIP,uests boost blithely final,1998
7365,108,87,2,17.0,17137.7,0.05,0.0,N,O,1998-06-28,1998-05-17,1998-07-16,COLLECT COD,SHIP,. instructions hang fluffily even,1998
7394,706,7,1,25.0,40167.5,0.09,0.03,N,O,1998-07-16,1998-09-13,1998-08-06,NONE,SHIP,"he pending, ironic requests. carefully iron",1998
7394,8,59,2,17.0,15436.0,0.02,0.01,N,O,1998-09-18,1998-08-11,1998-10-18,TAKE BACK RETURN,SHIP,he quickly regular deposits cajole about th,1998
7395,803,4,1,4.0,6815.2,0.09,0.08,N,O,1998-02-23,1998-04-15,1998-03-25,DELIVER IN PERSON,SHIP,"ly brave gifts. special, final theodol",1998
7590,290,45,4,49.0,58324.21,0.04,0.02,N,O,1998-05-01,1998-07-12,1998-05-05,NONE,SHIP,thely pending requests ,1998
7683,496,55,2,49.0,68428.01,0.0,0.05,N,O,1998-06-05,1998-04-12,1998-06-11,COLLECT COD,SHIP,. slyly unusual ,1998
7685,865,32,5,35.0,61805.1,0.06,0.0,N,O,1998-06-09,1998-05-14,1998-06-10,NONE,SHIP,final requests. furiously ironic ins,1998
7718,643,37,2,3.0,4630.92,0.09,0.0,N,O,1998-04-06,1998-04-19,1998-04-25,DELIVER IN PERSON,SHIP, theodolites. furiously ,1998
7718,874,41,5,13.0,23073.31,0.04,0.01,N,O,1998-03-28,1998-03-23,1998-04-05,DELIVER IN PERSON,SHIP,"special, even deposits boost quickly final",1998
7777,334,19,2,48.0,59247.84,0.08,0.08,N,O,1998-05-16,1998-04-29,1998-06-03,TAKE BACK RETURN,SHIP, boost fluffily. furiously bol,1998
7780,544,35,1,28.0,40447.12,0.0,0.0,N,O,1998-02-26,1998-03-29,1998-03-20,TAKE BACK RETURN,SHIP,es affix carefully across the ,1998
7874,284,39,5,2.0,2368.56,0.07,0.03,N,O,1998-10-12,1998-08-12,1998-10-19,NONE,SHIP,platelets ,1998
7969,1354,55,6,6.0,7532.1,0.07,0.08,N,O,1998-08-21,1998-09-20,1998-09-03,COLLECT COD,SHIP,es must have to wake. special acco,1998
7972,423,82,4,44.0,58230.48,0.02,0.0,N,O,1998-05-28,1998-07-27,1998-05-29,COLLECT COD,SHIP,er the iro,1998
8129,635,36,1,39.0,59889.57,0.1,0.05,N,O,1998-03-17,1998-03-04,1998-04-04,DELIVER IN PERSON,SHIP,"ns hang furiously final, regular deposits.",1998
8262,1228,29,4,23.0,25972.06,0.05,0.04,N,O,1998-06-22,1998-07-25,1998-07-11,COLLECT COD,SHIP, above the,1998
8355,998,67,7,31.0,58868.69,0.02,0.02,N,O,1997-12-29,1998-02-16,1998-01-18,TAKE BACK RETURN,SHIP,ges engage carefully even frets,1998
8549,683,77,3,44.0,69681.92,0.1,0.07,N,O,1998-01-14,1997-11-06,1998-02-05,TAKE BACK RETURN,SHIP,blithely silent ide,1998
8707,1259,60,4,2.0,2320.5,0.03,0.0,N,O,1998-01-31,1998-03-04,1998-02-09,DELIVER IN PERSON,SHIP,blithely around the fluffil,1998
8708,841,8,6,31.0,53997.04,0.03,0.05,N,O,1998-02-16,1998-02-04,1998-02-21,NONE,SHIP,side of the,1998
8737,276,58,7,13.0,15291.51,0.09,0.04,N,O,1998-01-08,1998-02-21,1998-02-04,COLLECT COD,SHIP,about the blithely even asymp,1998
8740,379,36,1,31.0,39660.47,0.08,0.06,N,O,1998-09-01,1998-09-05,1998-09-22,NONE,SHIP,press deposits. final deposits s,1998
8866,1383,22,5,26.0,33393.88,0.06,0.01,N,O,1998-02-28,1998-04-06,1998-03-03,NONE,SHIP,carefully. theodolites a,1998
8929,1294,6,2,38.0,45421.02,0.05,0.04,N,O,1997-12-27,1997-12-06,1998-01-23,TAKE BACK RETURN,SHIP,ronic requests cajole about the furiousl,1998
8935,1106,7,2,4.0,4028.4,0.03,0.04,N,O,1998-05-22,1998-05-17,1998-06-17,DELIVER IN PERSON,SHIP,e the express packages. final idea,1998
9125,1709,94,4,42.0,67649.4,0.05,0.04,N,O,1998-09-07,1998-08-20,1998-09-11,TAKE BACK RETURN,SHIP,ar request,1998
9125,371,100,7,26.0,33055.62,0.05,0.02,N,O,1998-07-16,1998-08-10,1998-07-18,DELIVER IN PERSON,SHIP,ep slyly among the final asymptotes,1998
9188,574,35,3,23.0,33915.11,0.07,0.06,N,O,1998-04-01,1998-03-18,1998-04-21,COLLECT COD,SHIP, furiously doggedly ironic,1998
9252,914,17,1,24.0,43557.84,0.08,0.03,N,O,1998-02-18,1998-02-07,1998-03-06,TAKE BACK RETURN,SHIP,totes sleep care,1998
9349,379,8,2,12.0,15352.44,0.01,0.06,N,O,1997-12-23,1997-11-09,1998-01-09,DELIVER IN PERSON,SHIP,bove the slyly unu,1998
