l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
1441,958,61,7,50.00,92947.50,0.03,0.01,N,O,1997-06-07,1997-05-12,1997-06-08,NONE,usly final dependenci
1477,1245,46,3,42.00,48142.08,0.06,0.00,N,O,1997-11-02,1997-11-02,1997-11-20,DELIVER IN PERSON,ounts haggle quickly
1670,1214,15,2,10.00,11152.10,0.07,0.03,N,O,1997-09-14,1997-08-16,1997-09-23,NONE,ajole express court
1670,1853,40,3,41.00,71948.85,0.07,0.07,N,O,1997-07-19,1997-08-05,1997-07-26,COLLECT COD,accounts are fu
1697,1035,71,2,24.00,22464.72,0.00,0.08,N,O,1996-12-29,1996-12-19,1997-01-10,NONE,express accounts was carefully ironic
1763,118,71,1,22.00,22398.42,0.09,0.06,N,O,1997-01-17,1997-01-15,1997-02-03,TAKE BACK RETURN,silent asymptotes around the
1794,847,14,4,34.00,59426.56,0.06,0.08,N,O,1997-09-29,1997-11-13,1997-10-07,TAKE BACK RETURN,ress requests boost
1859,750,51,1,18.00,29713.50,0.10,0.00,N,O,1997-08-08,1997-06-30,1997-08-26,TAKE BACK RETURN,. furiously r
1859,454,84,5,11.00,14898.95,0.06,0.06,N,O,1997-07-15,1997-06-05,1997-07-29,TAKE BACK RETURN,ites cajole amon
1889,1372,49,3,36.00,45841.32,0.05,0.07,N,O,1997-05-19,1997-06-14,1997-05-23,NONE,ounts. carefully iron
1924,726,23,1,7.00,11387.04,0.06,0.07,N,O,1997-01-01,1996-12-02,1997-01-08,COLLECT COD,"l requests. ironic, even pinto b"
1924,758,55,6,15.00,24881.25,0.02,0.04,N,O,1997-01-04,1996-11-13,1997-01-27,NONE,scapades s
2081,130,83,3,32.00,32964.16,0.09,0.07,N,O,1997-09-05,1997-09-26,1997-10-03,TAKE BACK RETURN,furiously after the special theodolites. fu
2081,1122,59,5,19.00,19439.28,0.02,0.06,N,O,1997-10-01,1997-08-12,1997-10-18,COLLECT COD,theodolites haggle furiously against the r
2117,1646,29,1,36.00,55715.04,0.10,0.01,N,O,1997-08-06,1997-07-15,1997-08-07,DELIVER IN PERSON,ffily according to
2117,575,36,3,43.00,63449.51,0.04,0.03,N,O,1997-06-27,1997-06-12,1997-07-22,DELIVER IN PERSON,wake blithely outside
2117,906,75,4,24.00,43365.60,0.00,0.07,N,O,1997-06-15,1997-05-27,1997-06-18,COLLECT COD,pinto beans run furiously. deposits us
2151,145,72,2,29.00,30309.06,0.00,0.02,N,O,1997-03-04,1996-12-27,1997-03-21,TAKE BACK RETURN,final requests: reg
2177,1286,87,1,45.00,53427.60,0.02,0.01,N,O,1997-02-11,1997-02-27,1997-02-17,NONE,"osits. special, special pla"
2177,1385,24,2,27.00,34732.26,0.04,0.08,N,O,1997-01-29,1997-03-20,1997-02-04,DELIVER IN PERSON,slyly ironic
2180,1970,15,3,24.00,44927.28,0.03,0.00,N,O,1997-01-03,1996-10-24,1997-01-19,NONE,", unusual"
2404,567,68,4,19.00,27883.64,0.09,0.03,N,O,1997-05-07,1997-05-24,1997-05-24,TAKE BACK RETURN,he regular requests. c
2406,405,35,2,40.00,52216.00,0.02,0.07,N,O,1997-01-09,1996-12-02,1997-01-16,NONE,r requests wake fu
2468,936,5,1,46.00,84498.78,0.00,0.04,N,O,1997-07-16,1997-08-09,1997-08-07,COLLECT COD,regularly. packages h
2469,1207,19,5,30.00,33246.00,0.09,0.01,N,O,1996-12-21,1997-01-29,1997-01-02,COLLECT COD,und the pinto beans. quickly bold accou
2501,575,66,4,26.00,38364.82,0.09,0.01,N,O,1997-07-15,1997-08-15,1997-07-28,DELIVER IN PERSON,s. even instructions mold
2533,1830,60,3,37.00,64077.71,0.00,0.08,N,O,1997-05-10,1997-04-26,1997-05-28,COLLECT COD,lyly. carefully re
2624,1887,88,2,12.00,21466.56,0.07,0.00,N,O,1997-02-24,1997-02-22,1997-02-27,DELIVER IN PERSON,etect along the ca
2887,656,19,1,11.00,17123.15,0.06,0.00,N,O,1997-07-08,1997-07-17,1997-07-15,COLLECT COD,ously bold sheaves use
2887,1116,53,2,17.00,17290.87,0.00,0.08,N,O,1997-08-31,1997-07-04,1997-09-17,DELIVER IN PERSON,olites across the furiously
2944,418,48,2,44.00,58010.04,0.06,0.02,N,O,1997-10-28,1997-11-22,1997-11-10,NONE,ickly ironic asymptotes cajole furio
2944,593,84,6,17.00,25391.03,0.00,0.03,N,O,1997-10-18,1997-11-27,1997-10-29,TAKE BACK RETURN,le furiously. blithely final packages
3009,1298,10,3,26.00,31181.54,0.08,0.02,N,O,1997-05-15,1997-05-10,1997-06-13,TAKE BACK RETURN,ful pearls use
3013,1810,54,4,17.00,29100.77,0.01,0.07,N,O,1997-02-26,1997-05-02,1997-03-27,DELIVER IN PERSON,ong the packages boos
3105,445,46,2,9.00,12108.96,0.08,0.08,N,O,1996-12-25,1997-02-04,1997-01-09,COLLECT COD,osits. slyly fi
3107,1698,40,3,23.00,36792.87,0.03,0.06,N,O,1997-12-10,1997-11-11,1997-12-14,TAKE BACK RETURN,to the carefull
3170,898,99,5,32.00,57564.48,0.02,0.04,N,O,1997-11-24,1997-12-12,1997-12-15,COLLECT COD,ructions are carefully sly
3236,1171,8,3,7.00,7505.19,0.07,0.01,N,O,1996-12-27,1996-12-18,1997-01-24,DELIVER IN PERSON,ccording to the qui
3270,372,57,2,44.00,55984.28,0.10,0.05,N,O,1997-07-20,1997-08-15,1997-08-04,DELIVER IN PERSON,ve the blithely sly grouch
3270,1168,5,7,9.00,9622.44,0.06,0.08,N,O,1997-08-14,1997-08-11,1997-09-09,DELIVER IN PERSON,even packag
3364,893,93,1,49.00,87900.61,0.03,0.05,N,O,1997-09-17,1997-08-23,1997-10-06,NONE,e slyly-- slyly p
3364,1560,1,3,10.00,14615.60,0.00,0.01,N,O,1997-08-10,1997-08-24,1997-08-15,TAKE BACK RETURN,te among the carefully special deposits
3427,1890,77,2,24.00,43005.36,0.02,0.04,N,O,1997-07-01,1997-07-28,1997-07-30,NONE,instructions nag. theodolit
3429,1368,45,1,48.00,60929.28,0.06,0.02,N,O,1997-04-08,1997-03-09,1997-04-25,TAKE BACK RETURN,en instructions. fur
3490,914,17,1,43.00,78041.13,0.05,0.05,N,O,1997-08-04,1997-08-06,1997-08-14,TAKE BACK RETURN,special instructions
3520,280,62,1,30.00,35408.40,0.04,0.02,N,O,1997-11-11,1997-10-02,1997-12-06,COLLECT COD,olites wake. blithely regular dependencies
3527,1613,37,3,50.00,75730.50,0.09,0.07,N,O,1997-07-17,1997-08-03,1997-07-29,DELIVER IN PERSON,the unusual packages. even
3619,471,59,3,46.00,63087.62,0.08,0.03,N,O,1997-01-31,1997-01-27,1997-02-11,NONE,excuses integ
3620,1666,49,2,16.00,25082.56,0.00,0.06,N,O,1997-05-17,1997-05-08,1997-06-03,COLLECT COD,ifts. final tithes
3623,799,32,1,32.00,54393.28,0.05,0.00,N,O,1997-04-18,1997-03-15,1997-05-09,COLLECT COD,carefully bold packages x-ray qui
3623,1399,38,7,13.00,16905.07,0.03,0.08,N,O,1997-01-02,1997-02-26,1997-01-26,DELIVER IN PERSON,"the slow, final deposi"
3652,797,62,4,1.00,1697.79,0.01,0.04,N,O,1997-04-20,1997-05-03,1997-05-18,DELIVER IN PERSON,pecial accounts. requests nag
3716,318,47,1,10.00,12183.10,0.09,0.04,N,O,1997-12-02,1997-11-09,1997-12-14,TAKE BACK RETURN,ual asymptotes. furiously
3719,893,93,4,13.00,23320.57,0.02,0.00,N,O,1997-05-03,1997-04-16,1997-05-27,TAKE BACK RETURN,ess pinto beans. es
3843,148,49,1,7.00,7336.98,0.10,0.03,N,O,1997-02-13,1997-02-21,1997-02-20,TAKE BACK RETURN,t the final decoys. regular deposits w
3872,1685,9,3,18.00,28560.24,0.07,0.07,N,O,1996-12-25,1996-10-24,1997-01-08,TAKE BACK RETURN,he carefully regular theodolites. iron
3910,708,73,2,31.00,49869.70,0.05,0.03,N,O,1996-12-22,1996-11-14,1997-01-01,TAKE BACK RETURN,p furiously final
3968,1552,53,3,43.00,62502.65,0.07,0.06,N,O,1997-04-30,1997-05-14,1997-05-18,TAKE BACK RETURN,usly bold pinto bea
3968,602,65,4,7.00,10518.20,0.07,0.02,N,O,1997-03-30,1997-05-01,1997-04-12,DELIVER IN PERSON,the deposits. regularly unusual
3969,788,53,3,46.00,77683.88,0.04,0.02,N,O,1997-05-29,1997-06-15,1997-06-10,TAKE BACK RETURN,gside of the quickly even deposits. package
4001,410,98,2,19.00,24897.79,0.03,0.02,N,O,1997-08-23,1997-06-15,1997-09-18,COLLECT COD,"osits. ironic, ironic pa"
4001,20,96,4,39.00,35880.78,0.00,0.00,N,O,1997-06-13,1997-06-17,1997-06-25,NONE,frets serve furiously
4036,1417,18,3,6.00,7910.46,0.07,0.01,N,O,1997-06-19,1997-06-16,1997-07-01,DELIVER IN PERSON,pending pinto beans-- deposits
4064,1984,29,1,3.00,5657.94,0.10,0.04,N,O,1997-01-04,1997-01-01,1997-01-23,NONE,deposits. slyl
4064,1622,46,4,24.00,36566.88,0.02,0.02,N,O,1997-01-01,1996-12-31,1997-01-23,DELIVER IN PERSON,alongside of the
4098,1995,96,1,46.00,87261.54,0.07,0.03,N,O,1997-01-26,1997-01-27,1997-02-13,TAKE BACK RETURN,s along the unusual instructions sleep
4224,1983,84,1,27.00,50894.46,0.05,0.03,N,O,1997-09-05,1997-08-19,1997-09-30,NONE,uests are. blithely bold acco
4258,1651,52,1,36.00,55895.40,0.02,0.06,N,O,1997-02-23,1997-01-25,1997-02-27,TAKE BACK RETURN,nal theodolit
4320,1392,31,2,6.00,7760.34,0.08,0.08,N,O,1997-01-11,1997-01-26,1997-01-22,DELIVER IN PERSON,regular accounts wake carefully ev
4320,1877,64,3,33.00,58702.71,0.09,0.02,N,O,1996-12-11,1997-02-27,1997-01-08,TAKE BACK RETURN,according to the
4358,1251,26,1,47.00,54155.75,0.04,0.00,N,O,1997-10-15,1997-10-14,1997-11-04,DELIVER IN PERSON,oxes. carefully
4421,976,79,1,37.00,69447.89,0.09,0.08,N,O,1997-07-22,1997-06-27,1997-07-25,DELIVER IN PERSON,furiously. quickly even a
4421,1907,96,4,32.00,57884.80,0.06,0.04,N,O,1997-07-09,1997-06-03,1997-07-25,NONE,se furiously ironic dependencie
4453,619,13,3,48.00,72941.28,0.02,0.07,N,O,1997-05-29,1997-06-24,1997-06-03,NONE,"st the silent, ironic instructions. even d"
4544,1711,54,2,19.00,30641.49,0.08,0.01,N,O,1997-08-14,1997-09-08,1997-08-25,NONE,"osits are carefully. even, idle g"
4802,395,96,1,6.00,7772.34,0.00,0.06,N,O,1997-04-16,1997-03-25,1997-04-21,TAKE BACK RETURN,"ilent, bold foxes. fluffily pendi"
4807,1444,45,3,34.00,45744.96,0.06,0.02,N,O,1997-01-31,1997-03-13,1997-02-01,NONE,ual packages wake instructions. furiously
4836,1616,58,1,22.00,33387.42,0.01,0.03,N,O,1997-03-03,1997-02-23,1997-03-04,NONE,ter the fluffily iro
4868,726,59,1,47.00,76455.84,0.03,0.03,N,O,1997-04-29,1997-04-27,1997-05-11,DELIVER IN PERSON,quickly unusual requests cajole carefully
4868,1908,9,3,49.00,88685.10,0.09,0.03,N,O,1997-04-23,1997-05-07,1997-04-26,NONE,blithely spec
4934,961,30,1,48.00,89374.08,0.00,0.01,N,O,1997-05-20,1997-04-22,1997-06-02,TAKE BACK RETURN,deposits. bo
5025,295,50,1,11.00,13148.19,0.00,0.04,N,O,1997-02-21,1997-04-16,1997-03-14,COLLECT COD,carefully ironic dolph
5056,891,58,3,23.00,41213.47,0.02,0.05,N,O,1997-05-12,1997-04-28,1997-05-25,NONE,beans along the fluffily pending de
5056,870,37,4,14.00,24792.18,0.08,0.00,N,O,1997-06-09,1997-04-13,1997-07-06,COLLECT COD,al accounts affix carefully deposit
5063,1663,46,3,2.00,3129.32,0.02,0.03,N,O,1997-06-17,1997-07-27,1997-06-24,COLLECT COD,eposits sleep
5127,187,14,1,33.00,35876.94,0.08,0.04,N,O,1997-03-25,1997-03-02,1997-04-04,NONE,l dependencies are furiously b
5127,312,41,2,20.00,24246.20,0.01,0.03,N,O,1997-05-11,1997-02-26,1997-05-12,TAKE BACK RETURN,sly special requests above the even
5158,901,4,7,38.00,68472.20,0.10,0.05,N,O,1997-05-09,1997-03-03,1997-06-04,NONE,"sts. silent, fina"
5185,1965,98,1,37.00,69077.52,0.00,0.04,N,O,1997-08-08,1997-09-08,1997-08-14,COLLECT COD,"ccounts. ironic, regular foxe"
5185,958,59,4,30.00,55768.50,0.09,0.04,N,O,1997-10-17,1997-09-16,1997-10-23,TAKE BACK RETURN,ously express deposits acco
5286,1854,55,5,38.00,66722.30,0.07,0.05,N,O,1997-11-29,1997-11-26,1997-12-15,TAKE BACK RETURN,ckages. slyly even accounts nag c
5313,122,75,2,17.00,17376.04,0.00,0.02,N,O,1997-09-02,1997-08-20,1997-09-07,NONE,sits sleep
5313,720,85,5,30.00,48621.60,0.06,0.08,N,O,1997-06-27,1997-07-18,1997-06-30,NONE,osits affix carefu
5440,1141,14,1,3.00,3126.42,0.02,0.08,N,O,1997-02-18,1997-02-28,1997-03-15,NONE,ts. fluffily regular deposits int
5540,634,66,3,19.00,29157.97,0.01,0.03,N,O,1997-02-06,1996-11-18,1997-02-20,DELIVER IN PERSON,furiously q
5731,1109,10,3,6.00,6060.60,0.01,0.04,N,O,1997-07-02,1997-07-01,1997-07-08,COLLECT COD,y bold ideas. packages use. regular sautern
5762,884,85,3,40.00,71395.20,0.00,0.08,N,O,1997-04-30,1997-05-09,1997-05-08,COLLECT COD,", bold packages. slyly bo"
5762,246,47,5,28.00,32094.72,0.02,0.06,N,O,1997-02-22,1997-03-25,1997-02-24,TAKE BACK RETURN,"l, even deposits was blithely a"
5824,1811,98,2,42.00,71938.02,0.09,0.00,N,O,1997-02-01,1997-02-20,1997-02-07,COLLECT COD,longside of the braids. regular sheave
5922,896,63,3,35.00,62891.15,0.08,0.00,N,O,1996-12-12,1997-01-21,1997-01-01,DELIVER IN PERSON,furiously iro
5922,565,96,5,39.00,57156.84,0.04,0.07,N,O,1997-03-04,1997-01-17,1997-03-25,TAKE BACK RETURN,lyly ironic packages. ironic
5923,1732,75,4,46.00,75151.58,0.05,0.04,N,O,1997-07-29,1997-07-23,1997-08-23,COLLECT COD,es haggle slyly never e
5927,1146,19,2,8.00,8377.12,0.04,0.05,N,O,1997-09-24,1997-11-15,1997-10-22,TAKE BACK RETURN,regular deposits. regul
6021,1407,47,2,37.00,48410.80,0.03,0.02,N,O,1997-12-12,1998-01-05,1997-12-13,TAKE BACK RETURN,as use carefully inside the blithely i
6021,1850,94,3,31.00,54307.35,0.01,0.05,N,O,1997-12-30,1998-01-30,1997-12-31,TAKE BACK RETURN,s along the special deposits cajole ag
6055,1256,94,4,14.00,16201.50,0.05,0.06,N,O,1996-12-29,1997-01-17,1997-01-04,DELIVER IN PERSON,y special excuses boost f
6149,1875,5,1,1.00,1776.87,0.01,0.06,N,O,1997-02-22,1997-02-13,1997-03-10,NONE,according to the requests. furiously
6210,56,7,1,37.00,35373.85,0.03,0.08,N,O,1997-01-02,1997-01-23,1997-01-28,DELIVER IN PERSON,sly ironic packages wake around the
6305,184,63,6,35.00,37946.30,0.08,0.01,N,O,1997-02-19,1997-02-27,1997-03-10,TAKE BACK RETURN,uickly regular accounts. furiou
6340,1147,20,1,31.00,32492.34,0.00,0.02,N,O,1997-01-16,1996-11-10,1997-01-24,COLLECT COD,eans use. furious
6342,479,38,1,44.00,60696.68,0.09,0.04,N,O,1997-12-07,1997-12-31,1997-12-12,NONE,ven courts haggle
6466,829,30,1,25.00,43245.50,0.02,0.01,N,O,1997-06-22,1997-06-18,1997-07-04,TAKE BACK RETURN,ly special instr
6565,757,54,5,14.00,23208.50,0.01,0.00,N,O,1997-05-22,1997-04-11,1997-06-14,DELIVER IN PERSON,s cajole quiet deposits. quic
6567,444,45,3,1.00,1344.44,0.09,0.07,N,O,1997-07-30,1997-08-22,1997-08-15,NONE,even depths? slyly express packages haggl
6567,1530,51,4,13.00,18609.89,0.01,0.02,N,O,1997-11-03,1997-09-11,1997-12-03,DELIVER IN PERSON,al dependencies hag
6630,29,55,6,42.00,39018.84,0.07,0.05,N,O,1997-02-06,1997-02-14,1997-02-13,TAKE BACK RETURN,"e regular, unus"
6630,1397,36,7,26.00,33758.14,0.08,0.07,N,O,1997-03-18,1997-01-04,1997-03-24,DELIVER IN PERSON,express excuses among the caref
6689,1666,49,2,26.00,40759.16,0.04,0.00,N,O,1997-09-22,1997-08-18,1997-10-12,TAKE BACK RETURN,"ng deposits. even, pending depo"
6721,200,53,4,38.00,41807.60,0.02,0.08,N,O,1997-03-27,1997-02-12,1997-04-26,NONE,nding instructions haggle silent
6784,132,33,1,7.00,7224.91,0.01,0.07,N,O,1997-07-12,1997-08-11,1997-08-11,DELIVER IN PERSON,riously ironic foxes. final accounts dazz
6786,1256,31,1,39.00,45132.75,0.10,0.01,N,O,1997-10-18,1997-10-26,1997-11-17,TAKE BACK RETURN,ly express requests cajo
6822,111,12,1,11.00,11122.21,0.02,0.07,N,O,1997-07-29,1997-08-30,1997-08-09,NONE,even frets affix near the even ex
6822,1215,16,4,23.00,25672.83,0.07,0.04,N,O,1997-07-09,1997-08-18,1997-07-31,TAKE BACK RETURN,cross the pending pa
6822,1716,43,5,15.00,24265.65,0.06,0.08,N,O,1997-06-30,1997-08-01,1997-07-27,TAKE BACK RETURN,express dugouts sleep
6852,539,100,1,21.00,30230.13,0.10,0.08,N,O,1997-08-10,1997-08-25,1997-08-22,TAKE BACK RETURN,luffily unusual platelets cajole
7045,402,32,2,46.00,59910.40,0.08,0.03,N,O,1997-11-05,1997-09-28,1997-11-28,DELIVER IN PERSON,ss depths are fu
7073,208,36,4,25.00,27705.00,0.02,0.04,N,O,1997-12-05,1997-12-02,1997-12-25,DELIVER IN PERSON,ironic requests boost. e
7170,1158,95,4,40.00,42366.00,0.03,0.04,N,O,1997-11-11,1998-01-23,1997-12-09,DELIVER IN PERSON,"cajole final excuses. ironic, ironic"
7172,1186,23,4,31.00,33702.58,0.05,0.08,N,O,1997-12-17,1998-01-04,1997-12-27,DELIVER IN PERSON,blithely unusual foxes sl
7235,709,6,2,42.00,67607.40,0.09,0.08,N,O,1997-01-19,1996-11-12,1997-01-29,NONE,lar deposits after the ev
7298,1972,5,2,21.00,39353.37,0.10,0.03,N,O,1997-07-12,1997-08-31,1997-07-31,NONE,r requests: blithely unusual
7399,1410,28,3,37.00,48522.17,0.09,0.08,N,O,1997-09-12,1997-09-13,1997-09-17,TAKE BACK RETURN,foxes. ca
7428,1413,31,2,38.00,49947.58,0.02,0.01,N,O,1997-11-02,1997-09-22,1997-11-03,DELIVER IN PERSON,are blithely. carefully
7522,262,17,1,15.00,17433.90,0.10,0.04,N,O,1997-02-18,1997-02-04,1997-03-14,NONE,cajole. packages wake alon
7522,1333,34,2,12.00,14811.96,0.04,0.08,N,O,1996-12-26,1997-02-10,1997-01-15,NONE,en excuses. slyly spe
7522,1943,76,6,10.00,18449.40,0.09,0.07,N,O,1997-02-05,1997-02-13,1997-02-27,TAKE BACK RETURN,ously idle accounts a
7523,216,44,1,11.00,12278.31,0.08,0.04,N,O,1997-06-21,1997-05-11,1997-07-14,DELIVER IN PERSON,"lms: bold, regular"
7523,896,97,4,44.00,79063.16,0.05,0.03,N,O,1997-06-02,1997-06-05,1997-06-25,NONE,ckly finally bold asymptot
7589,708,9,3,5.00,8043.50,0.10,0.08,N,O,1997-05-18,1997-06-24,1997-06-10,COLLECT COD,ld requests. slyly ironi
8036,1288,26,1,20.00,23785.60,0.00,0.01,N,O,1997-04-26,1997-06-22,1997-05-14,TAKE BACK RETURN,ly final theodolites boost again
8066,1682,65,3,5.00,7918.40,0.06,0.00,N,O,1997-02-12,1997-03-15,1997-02-22,TAKE BACK RETURN,deposits. slyly silent ideas boost.
8100,221,3,3,10.00,11212.20,0.07,0.08,N,O,1997-05-06,1997-03-06,1997-05-26,TAKE BACK RETURN,s are quickly
8100,730,63,4,40.00,65229.20,0.06,0.00,N,O,1997-04-25,1997-04-04,1997-05-04,COLLECT COD,t the furiously regul
8134,1003,4,4,4.00,3616.00,0.01,0.02,N,O,1997-11-30,1997-12-16,1997-12-12,NONE,boost blithely? quickly expre
8163,683,77,3,15.00,23755.20,0.07,0.08,N,O,1997-05-19,1997-03-27,1997-06-09,NONE,furiously r
8163,57,8,5,7.00,6699.35,0.02,0.07,N,O,1997-03-23,1997-04-01,1997-04-06,TAKE BACK RETURN,ns nag along the regular
8166,1733,18,3,40.00,65389.20,0.00,0.03,N,O,1997-02-22,1997-05-06,1997-02-28,COLLECT COD,g quickly regular packages. special
8166,1965,98,5,19.00,35472.24,0.01,0.07,N,O,1997-05-18,1997-04-21,1997-06-09,TAKE BACK RETURN,rts are acro
8196,1738,65,6,17.00,27875.41,0.03,0.07,N,O,1997-10-24,1997-10-13,1997-11-02,COLLECT COD,rding to the slyly even packages. blithel
8358,1338,77,3,6.00,7435.98,0.06,0.07,N,O,1997-03-03,1997-03-26,1997-03-26,TAKE BACK RETURN,ornis. quickly even foxes cajo
8358,260,42,5,9.00,10442.34,0.06,0.03,N,O,1997-02-04,1997-03-10,1997-02-05,NONE,xcuses wake quickly about the d
8385,1931,76,2,9.00,16496.37,0.00,0.06,N,O,1997-10-09,1997-09-21,1997-10-28,TAKE BACK RETURN,ts sleep blithely final ideas.
8385,1196,97,3,35.00,38401.65,0.07,0.01,N,O,1997-08-19,1997-08-19,1997-09-14,TAKE BACK RETURN,s. furiously ironic asymptotes was among th
8385,772,69,7,12.00,20073.24,0.03,0.07,N,O,1997-09-16,1997-08-24,1997-10-10,NONE,es sleep furiously. slyly fin
8423,1102,39,3,25.00,25077.50,0.09,0.04,N,O,1997-02-17,1997-03-08,1997-03-19,NONE,blithely pending pearls wake final
8487,1112,21,1,33.00,33432.63,0.02,0.02,N,O,1997-02-27,1997-02-12,1997-03-11,DELIVER IN PERSON,horses wake fluffily.
8519,70,71,2,48.00,46563.36,0.07,0.02,N,O,1996-12-24,1996-10-10,1997-01-16,DELIVER IN PERSON,ependencies cajole slyly agai
8548,738,35,1,24.00,39329.52,0.08,0.07,N,O,1997-10-15,1997-10-03,1997-11-05,COLLECT COD,t the final
8577,1402,42,1,49.00,63866.60,0.04,0.02,N,O,1997-02-23,1997-01-08,1997-03-20,COLLECT COD,ly even packages. furiously
8645,883,50,3,21.00,37461.48,0.00,0.03,N,O,1997-01-02,1996-12-08,1997-01-11,DELIVER IN PERSON,"en, ironic de"
8711,280,62,2,49.00,57833.72,0.00,0.03,N,O,1997-06-02,1997-05-01,1997-06-22,TAKE BACK RETURN,oost furiously. regu
8711,1553,94,4,33.00,48000.15,0.06,0.00,N,O,1997-05-21,1997-06-13,1997-06-02,NONE,the reques
8741,303,60,2,42.00,50538.60,0.06,0.06,N,O,1997-10-26,1997-10-23,1997-11-17,DELIVER IN PERSON,ckly regular acc
8741,972,75,3,7.00,13110.79,0.03,0.07,N,O,1997-09-10,1997-11-17,1997-10-04,NONE,y final dependencies a
8836,415,45,3,44.00,57878.04,0.08,0.04,N,O,1996-12-28,1996-12-21,1997-01-25,COLLECT COD,uffily ironic deposits cajole blithely
8837,1786,29,2,3.00,5063.34,0.10,0.06,N,O,1997-03-29,1997-04-24,1997-04-01,NONE,uctions! sometimes special packages hagg
