l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
1093,870,37,1,7.0,12396.09,0.04,0.02,N,O,1997-11-24,1997-09-23,1997-11-25,TAKE BACK RETURN,SHIP,quickly ironic packages are furiousl,1997
1121,1678,2,1,42.0,66346.14,0.04,0.05,N,O,1997-03-05,1997-03-18,1997-03-14,DELIVER IN PERSON,SHIP,ding to the busily final packages,1997
1122,1818,5,2,29.0,49874.49,0.05,0.04,N,O,1997-05-07,1997-04-07,1997-05-15,COLLECT COD,SHIP,s. quickly eve,1997
1122,1504,5,5,15.0,21082.5,0.05,0.03,N,O,1997-04-15,1997-03-15,1997-05-07,COLLECT COD,SHIP,refully stealthy pinto ,1997
1155,694,95,1,4.0,6378.76,0.09,0.05,N,O,1997-10-19,1997-12-09,1997-11-02,DELIVER IN PERSON,SHIP,excuses among the bold ideas boost fluffil,1997
1220,1598,79,2,36.0,53985.24,0.01,0.02,N,O,1996-12-10,1996-11-14,1997-01-07,COLLECT COD,SHIP,ing packages breach furiously a,1997
1252,788,89,5,26.0,43908.28,0.05,0.05,N,O,1997-08-05,1997-10-24,1997-08-07,DELIVER IN PERSON,SHIP, among the courts are slyly expres,1997
1347,1849,50,3,23.0,40269.32,0.03,0.04,N,O,1997-07-31,1997-08-25,1997-08-21,COLLECT COD,SHIP,fluffily regular ideas. furiously,1997
1347,503,94,7,10.0,14035.0,0.02,0.07,N,O,1997-07-04,1997-07-23,1997-07-05,DELIVER IN PERSON,SHIP,gainst the s,1997
1410,1203,78,1,15.0,16563.0,0.06,0.05,N,O,1997-05-25,1997-07-08,1997-06-15,NONE,SHIP,yly across the carefull,1997
1441,958,61,7,50.0,92947.5,0.03,0.01,N,O,1997-06-07,1997-05-12,1997-06-08,NONE,SHIP,usly final dependenci,1997
1477,1245,46,3,42.0,48142.08,0.06,0.0,N,O,1997-11-02,1997-11-02,1997-11-20,DELIVER IN PERSON,SHIP,ounts haggle quickly,1997
1670,1214,15,2,10.0,11152.1,0.07,0.03,N,O,1997-09-14,1997-08-16,1997-09-23,NONE,SHIP,ajole express court,1997
1670,1853,40,3,41.0,71948.85,0.07,0.07,N,O,1997-07-19,1997-08-05,1997-07-26,COLLECT COD,SHIP,accounts are fu,1997
1697,1035,71,2,24.0,22464.72,0.0,0.08,N,O,1996-12-29,1996-12-19,1997-01-10,NONE,SHIP, express accounts was carefully ironic ,1997
1763,118,71,1,22.0,22398.42,0.09,0.06,N,O,1997-01-17,1997-01-15,1997-02-03,TAKE BACK RETURN,SHIP, silent asymptotes around the,1997
1794,847,14,4,34.0,59426.56,0.06,0.08,N,O,1997-09-29,1997-11-13,1997-10-07,TAKE BACK RETURN,SHIP,ress requests boost,1997
1859,750,51,1,18.0,29713.5,0.1,0.0,N,O,1997-08-08,1997-06-30,1997-08-26,TAKE BACK RETURN,SHIP,. furiously r,1997
1859,454,84,5,11.0,14898.95,0.06,0.06,N,O,1997-07-15,1997-06-05,1997-07-29,TAKE BACK RETURN,SHIP,ites cajole amon,1997
1889,1372,49,3,36.0,45841.32,0.05,0.07,N,O,1997-05-19,1997-06-14,1997-05-23,NONE,SHIP,ounts. carefully iron,1997
1924,726,23,1,7.0,11387.04,0.06,0.07,N,O,1997-01-01,1996-12-02,1997-01-08,COLLECT COD,SHIP,"l requests. ironic, even pinto b",1997
1924,758,55,6,15.0,24881.25,0.02,0.04,N,O,1997-01-04,1996-11-13,1997-01-27,NONE,SHIP,scapades s,1997
2081,130,83,3,32.0,32964.16,0.09,0.07,N,O,1997-09-05,1997-09-26,1997-10-03,TAKE BACK RETURN,SHIP,furiously after the special theodolites. fu,1997
2081,1122,59,5,19.0,19439.28,0.02,0.06,N,O,1997-10-01,1997-08-12,1997-10-18,COLLECT COD,SHIP, theodolites haggle furiously against the r,1997
2117,1646,29,1,36.0,55715.04,0.1,0.01,N,O,1997-08-06,1997-07-15,1997-08-07,DELIVER IN PERSON,SHIP,ffily according to ,1997
2117,575,36,3,43.0,63449.51,0.04,0.03,N,O,1997-06-27,1997-06-12,1997-07-22,DELIVER IN PERSON,SHIP, wake blithely outside ,1997
2117,906,75,4,24.0,43365.6,0.0,0.07,N,O,1997-06-15,1997-05-27,1997-06-18,COLLECT COD,SHIP, pinto beans run furiously. deposits us,1997
2151,145,72,2,29.0,30309.06,0.0,0.02,N,O,1997-03-04,1996-12-27,1997-03-21,TAKE BACK RETURN,SHIP,final requests: reg,1997
2177,1286,87,1,45.0,53427.6,0.02,0.01,N,O,1997-02-11,1997-02-27,1997-02-17,NONE,SHIP,"osits. special, special pla",1997
2177,1385,24,2,27.0,34732.26,0.04,0.08,N,O,1997-01-29,1997-03-20,1997-02-04,DELIVER IN PERSON,SHIP,slyly ironic,1997
2180,1970,15,3,24.0,44927.28,0.03,0.0,N,O,1997-01-03,1996-10-24,1997-01-19,NONE,SHIP,", unusual ",1997
2404,567,68,4,19.0,27883.64,0.09,0.03,N,O,1997-05-07,1997-05-24,1997-05-24,TAKE BACK RETURN,SHIP,he regular requests. c,1997
2406,405,35,2,40.0,52216.0,0.02,0.07,N,O,1997-01-09,1996-12-02,1997-01-16,NONE,SHIP,r requests wake fu,1997
2468,936,5,1,46.0,84498.78,0.0,0.04,N,O,1997-07-16,1997-08-09,1997-08-07,COLLECT COD,SHIP, regularly. packages h,1997
2469,1207,19,5,30.0,33246.0,0.09,0.01,N,O,1996-12-21,1997-01-29,1997-01-02,COLLECT COD,SHIP,und the pinto beans. quickly bold accou,1997
2501,575,66,4,26.0,38364.82,0.09,0.01,N,O,1997-07-15,1997-08-15,1997-07-28,DELIVER IN PERSON,SHIP,s. even instructions mold,1997
2533,1830,60,3,37.0,64077.71,0.0,0.08,N,O,1997-05-10,1997-04-26,1997-05-28,COLLECT COD,SHIP,lyly. carefully re,1997
2624,1887,88,2,12.0,21466.56,0.07,0.0,N,O,1997-02-24,1997-02-22,1997-02-27,DELIVER IN PERSON,SHIP,etect along the ca,1997
2887,656,19,1,11.0,17123.15,0.06,0.0,N,O,1997-07-08,1997-07-17,1997-07-15,COLLECT COD,SHIP,ously bold sheaves use ,1997
2887,1116,53,2,17.0,17290.87,0.0,0.08,N,O,1997-08-31,1997-07-04,1997-09-17,DELIVER IN PERSON,SHIP,olites across the furiously,1997
2944,418,48,2,44.0,58010.04,0.06,0.02,N,O,1997-10-28,1997-11-22,1997-11-10,NONE,SHIP,ickly ironic asymptotes cajole furio,1997
2944,593,84,6,17.0,25391.03,0.0,0.03,N,O,1997-10-18,1997-11-27,1997-10-29,TAKE BACK RETURN,SHIP,le furiously. blithely final packages,1997
3009,1298,10,3,26.0,31181.54,0.08,0.02,N,O,1997-05-15,1997-05-10,1997-06-13,TAKE BACK RETURN,SHIP,ful pearls use ,1997
3013,1810,54,4,17.0,29100.77,0.01,0.07,N,O,1997-02-26,1997-05-02,1997-03-27,DELIVER IN PERSON,SHIP,ong the packages boos,1997
3105,445,46,2,9.0,12108.96,0.08,0.08,N,O,1996-12-25,1997-02-04,1997-01-09,COLLECT COD,SHIP,osits. slyly fi,1997
3107,1698,40,3,23.0,36792.87,0.03,0.06,N,O,1997-12-10,1997-11-11,1997-12-14,TAKE BACK RETURN,SHIP,to the carefull,1997
3170,898,99,5,32.0,57564.48,0.02,0.04,N,O,1997-11-24,1997-12-12,1997-12-15,COLLECT COD,SHIP,ructions are carefully sly,1997
3236,1171,8,3,7.0,7505.19,0.07,0.01,N,O,1996-12-27,1996-12-18,1997-01-24,DELIVER IN PERSON,SHIP,ccording to the qui,1997
3270,372,57,2,44.0,55984.28,0.1,0.05,N,O,1997-07-20,1997-08-15,1997-08-04,DELIVER IN PERSON,SHIP,ve the blithely sly grouch,1997
3270,1168,5,7,9.0,9622.44,0.06,0.08,N,O,1997-08-14,1997-08-11,1997-09-09,DELIVER IN PERSON,SHIP, even packag,1997
3364,893,93,1,49.0,87900.61,0.03,0.05,N,O,1997-09-17,1997-08-23,1997-10-06,NONE,SHIP,e slyly-- slyly p,1997
3364,1560,1,3,10.0,14615.6,0.0,0.01,N,O,1997-08-10,1997-08-24,1997-08-15,TAKE BACK RETURN,SHIP,te among the carefully special deposits,1997
3427,1890,77,2,24.0,43005.36,0.02,0.04,N,O,1997-07-01,1997-07-28,1997-07-30,NONE,SHIP,instructions nag. theodolit,1997
3429,1368,45,1,48.0,60929.28,0.06,0.02,N,O,1997-04-08,1997-03-09,1997-04-25,TAKE BACK RETURN,SHIP,en instructions. fur,1997
3490,914,17,1,43.0,78041.13,0.05,0.05,N,O,1997-08-04,1997-08-06,1997-08-14,TAKE BACK RETURN,SHIP,special instructions ,1997
3520,280,62,1,30.0,35408.4,0.04,0.02,N,O,1997-11-11,1997-10-02,1997-12-06,COLLECT COD,SHIP,olites wake. blithely regular dependencies,1997
3527,1613,37,3,50.0,75730.5,0.09,0.07,N,O,1997-07-17,1997-08-03,1997-07-29,DELIVER IN PERSON,SHIP, the unusual packages. even ,1997
3619,471,59,3,46.0,63087.62,0.08,0.03,N,O,1997-01-31,1997-01-27,1997-02-11,NONE,SHIP,excuses integ,1997
3620,1666,49,2,16.0,25082.56,0.0,0.06,N,O,1997-05-17,1997-05-08,1997-06-03,COLLECT COD,SHIP,ifts. final tithes ,1997
3623,799,32,1,32.0,54393.28,0.05,0.0,N,O,1997-04-18,1997-03-15,1997-05-09,COLLECT COD,SHIP, carefully bold packages x-ray qui,1997
3623,1399,38,7,13.0,16905.07,0.03,0.08,N,O,1997-01-02,1997-02-26,1997-01-26,DELIVER IN PERSON,SHIP,"the slow, final deposi",1997
3652,797,62,4,1.0,1697.79,0.01,0.04,N,O,1997-04-20,1997-05-03,1997-05-18,DELIVER IN PERSON,SHIP,pecial accounts. requests nag,1997
3716,318,47,1,10.0,12183.1,0.09,0.04,N,O,1997-12-02,1997-11-09,1997-12-14,TAKE BACK RETURN,SHIP,ual asymptotes. furiously ,1997
3719,893,93,4,13.0,23320.57,0.02,0.0,N,O,1997-05-03,1997-04-16,1997-05-27,TAKE BACK RETURN,SHIP,ess pinto beans. es,1997
3843,148,49,1,7.0,7336.98,0.1,0.03,N,O,1997-02-13,1997-02-21,1997-02-20,TAKE BACK RETURN,SHIP,t the final decoys. regular deposits w,1997
3872,1685,9,3,18.0,28560.24,0.07,0.07,N,O,1996-12-25,1996-10-24,1997-01-08,TAKE BACK RETURN,SHIP,he carefully regular theodolites. iron,1997
3910,708,73,2,31.0,49869.7,0.05,0.03,N,O,1996-12-22,1996-11-14,1997-01-01,TAKE BACK RETURN,SHIP,p furiously final ,1997
3968,1552,53,3,43.0,62502.65,0.07,0.06,N,O,1997-04-30,1997-05-14,1997-05-18,TAKE BACK RETURN,SHIP,usly bold pinto bea,1997
3968,602,65,4,7.0,10518.2,0.07,0.02,N,O,1997-03-30,1997-05-01,1997-04-12,DELIVER IN PERSON,SHIP, the deposits. regularly unusual ,1997
3969,788,53,3,46.0,77683.88,0.04,0.02,N,O,1997-05-29,1997-06-15,1997-06-10,TAKE BACK RETURN,SHIP,gside of the quickly even deposits. package,1997
4001,410,98,2,19.0,24897.79,0.03,0.02,N,O,1997-08-23,1997-06-15,1997-09-18,COLLECT COD,SHIP,"osits. ironic, ironic pa",1997
4001,20,96,4,39.0,35880.78,0.0,0.0,N,O,1997-06-13,1997-06-17,1997-06-25,NONE,SHIP, frets serve furiously ,1997
4036,1417,18,3,6.0,7910.46,0.07,0.01,N,O,1997-06-19,1997-06-16,1997-07-01,DELIVER IN PERSON,SHIP,pending pinto beans-- deposits,1997
4064,1984,29,1,3.0,5657.94,0.1,0.04,N,O,1997-01-04,1997-01-01,1997-01-23,NONE,SHIP, deposits. slyl,1997
4064,1622,46,4,24.0,36566.88,0.02,0.02,N,O,1997-01-01,1996-12-31,1997-01-23,DELIVER IN PERSON,SHIP, alongside of the,1997
4098,1995,96,1,46.0,87261.54,0.07,0.03,N,O,1997-01-26,1997-01-27,1997-02-13,TAKE BACK RETURN,SHIP,s along the unusual instructions sleep ,1997
4224,1983,84,1,27.0,50894.46,0.05,0.03,N,O,1997-09-05,1997-08-19,1997-09-30,NONE,SHIP,uests are. blithely bold acco,1997
4258,1651,52,1,36.0,55895.4,0.02,0.06,N,O,1997-02-23,1997-01-25,1997-02-27,TAKE BACK RETURN,SHIP,nal theodolit,1997
4320,1392,31,2,6.0,7760.34,0.08,0.08,N,O,1997-01-11,1997-01-26,1997-01-22,DELIVER IN PERSON,SHIP,regular accounts wake carefully ev,1997
4320,1877,64,3,33.0,58702.71,0.09,0.02,N,O,1996-12-11,1997-02-27,1997-01-08,TAKE BACK RETURN,SHIP,according to the ,1997
4358,1251,26,1,47.0,54155.75,0.04,0.0,N,O,1997-10-15,1997-10-14,1997-11-04,DELIVER IN PERSON,SHIP,oxes. carefully ,1997
4421,976,79,1,37.0,69447.89,0.09,0.08,N,O,1997-07-22,1997-06-27,1997-07-25,DELIVER IN PERSON,SHIP, furiously. quickly even a,1997
4421,1907,96,4,32.0,57884.8,0.06,0.04,N,O,1997-07-09,1997-06-03,1997-07-25,NONE,SHIP,se furiously ironic dependencie,1997
4453,619,13,3,48.0,72941.28,0.02,0.07,N,O,1997-05-29,1997-06-24,1997-06-03,NONE,SHIP,"st the silent, ironic instructions. even d",1997
4544,1711,54,2,19.0,30641.49,0.08,0.01,N,O,1997-08-14,1997-09-08,1997-08-25,NONE,SHIP,"osits are carefully. even, idle g",1997
4802,395,96,1,6.0,7772.34,0.0,0.06,N,O,1997-04-16,1997-03-25,1997-04-21,TAKE BACK RETURN,SHIP,"ilent, bold foxes. fluffily pendi",1997
4807,1444,45,3,34.0,45744.96,0.06,0.02,N,O,1997-01-31,1997-03-13,1997-02-01,NONE,SHIP,ual packages wake instructions. furiously ,1997
4836,1616,58,1,22.0,33387.42,0.01,0.03,N,O,1997-03-03,1997-02-23,1997-03-04,NONE,SHIP,ter the fluffily iro,1997
4868,726,59,1,47.0,76455.84,0.03,0.03,N,O,1997-04-29,1997-04-27,1997-05-11,DELIVER IN PERSON,SHIP,quickly unusual requests cajole carefully,1997
4868,1908,9,3,49.0,88685.1,0.09,0.03,N,O,1997-04-23,1997-05-07,1997-04-26,NONE,SHIP,blithely spec,1997
4934,961,30,1,48.0,89374.08,0.0,0.01,N,O,1997-05-20,1997-04-22,1997-06-02,TAKE BACK RETURN,SHIP,deposits. bo,1997
5025,295,50,1,11.0,13148.19,0.0,0.04,N,O,1997-02-21,1997-04-16,1997-03-14,COLLECT COD,SHIP, carefully ironic dolph,1997
5056,891,58,3,23.0,41213.47,0.02,0.05,N,O,1997-05-12,1997-04-28,1997-05-25,NONE,SHIP, beans along the fluffily pending de,1997
5056,870,37,4,14.0,24792.18,0.08,0.0,N,O,1997-06-09,1997-04-13,1997-07-06,COLLECT COD,SHIP,al accounts affix carefully deposit,1997
5063,1663,46,3,2.0,3129.32,0.02,0.03,N,O,1997-06-17,1997-07-27,1997-06-24,COLLECT COD,SHIP,eposits sleep,1997
5127,187,14,1,33.0,35876.94,0.08,0.04,N,O,1997-03-25,1997-03-02,1997-04-04,NONE,SHIP,l dependencies are furiously b,1997
5127,312,41,2,20.0,24246.2,0.01,0.03,N,O,1997-05-11,1997-02-26,1997-05-12,TAKE BACK RETURN,SHIP,sly special requests above the even,1997
5158,901,4,7,38.0,68472.2,0.1,0.05,N,O,1997-05-09,1997-03-03,1997-06-04,NONE,SHIP,"sts. silent, fina",1997
5185,1965,98,1,37.0,69077.52,0.0,0.04,N,O,1997-08-08,1997-09-08,1997-08-14,COLLECT COD,SHIP,"ccounts. ironic, regular foxe",1997
5185,958,59,4,30.0,55768.5,0.09,0.04,N,O,1997-10-17,1997-09-16,1997-10-23,TAKE BACK RETURN,SHIP,ously express deposits acco,1997
5286,1854,55,5,38.0,66722.3,0.07,0.05,N,O,1997-11-29,1997-11-26,1997-12-15,TAKE BACK RETURN,SHIP,ckages. slyly even accounts nag c,1997
5313,122,75,2,17.0,17376.04,0.0,0.02,N,O,1997-09-02,1997-08-20,1997-09-07,NONE,SHIP,sits sleep,1997
5313,720,85,5,30.0,48621.6,0.06,0.08,N,O,1997-06-27,1997-07-18,1997-06-30,NONE,SHIP,osits affix carefu,1997
5440,1141,14,1,3.0,3126.42,0.02,0.08,N,O,1997-02-18,1997-02-28,1997-03-15,NONE,SHIP,ts. fluffily regular deposits int,1997
5540,634,66,3,19.0,29157.97,0.01,0.03,N,O,1997-02-06,1996-11-18,1997-02-20,DELIVER IN PERSON,SHIP,furiously q,1997
5731,1109,10,3,6.0,6060.6,0.01,0.04,N,O,1997-07-02,1997-07-01,1997-07-08,COLLECT COD,SHIP,y bold ideas. packages use. regular sautern,1997
5762,884,85,3,40.0,71395.2,0.0,0.08,N,O,1997-04-30,1997-05-09,1997-05-08,COLLECT COD,SHIP,", bold packages. slyly bo",1997
5762,246,47,5,28.0,32094.72,0.02,0.06,N,O,1997-02-22,1997-03-25,1997-02-24,TAKE BACK RETURN,SHIP,"l, even deposits was blithely a",1997
5824,1811,98,2,42.0,71938.02,0.09,0.0,N,O,1997-02-01,1997-02-20,1997-02-07,COLLECT COD,SHIP,longside of the braids. regular sheave,1997
5922,896,63,3,35.0,62891.15,0.08,0.0,N,O,1996-12-12,1997-01-21,1997-01-01,DELIVER IN PERSON,SHIP, furiously iro,1997
5922,565,96,5,39.0,57156.84,0.04,0.07,N,O,1997-03-04,1997-01-17,1997-03-25,TAKE BACK RETURN,SHIP,lyly ironic packages. ironic,1997
5923,1732,75,4,46.0,75151.58,0.05,0.04,N,O,1997-07-29,1997-07-23,1997-08-23,COLLECT COD,SHIP,es haggle slyly never e,1997
5927,1146,19,2,8.0,8377.12,0.04,0.05,N,O,1997-09-24,1997-11-15,1997-10-22,TAKE BACK RETURN,SHIP, regular deposits. regul,1997
6021,1407,47,2,37.0,48410.8,0.03,0.02,N,O,1997-12-12,1998-01-05,1997-12-13,TAKE BACK RETURN,SHIP,as use carefully inside the blithely i,1997
6021,1850,94,3,31.0,54307.35,0.01,0.05,N,O,1997-12-30,1998-01-30,1997-12-31,TAKE BACK RETURN,SHIP,s along the special deposits cajole ag,1997
6055,1256,94,4,14.0,16201.5,0.05,0.06,N,O,1996-12-29,1997-01-17,1997-01-04,DELIVER IN PERSON,SHIP,y special excuses boost f,1997
6149,1875,5,1,1.0,1776.87,0.01,0.06,N,O,1997-02-22,1997-02-13,1997-03-10,NONE,SHIP, according to the requests. furiously ,1997
6210,56,7,1,37.0,35373.85,0.03,0.08,N,O,1997-01-02,1997-01-23,1997-01-28,DELIVER IN PERSON,SHIP,sly ironic packages wake around the ,1997
6305,184,63,6,35.0,37946.3,0.08,0.01,N,O,1997-02-19,1997-02-27,1997-03-10,TAKE BACK RETURN,SHIP,uickly regular accounts. furiou,1997
6340,1147,20,1,31.0,32492.34,0.0,0.02,N,O,1997-01-16,1996-11-10,1997-01-24,COLLECT COD,SHIP,eans use. furious,1997
6342,479,38,1,44.0,60696.68,0.09,0.04,N,O,1997-12-07,1997-12-31,1997-12-12,NONE,SHIP,ven courts haggle,1997
6466,829,30,1,25.0,43245.5,0.02,0.01,N,O,1997-06-22,1997-06-18,1997-07-04,TAKE BACK RETURN,SHIP,ly special instr,1997
6565,757,54,5,14.0,23208.5,0.01,0.0,N,O,1997-05-22,1997-04-11,1997-06-14,DELIVER IN PERSON,SHIP,s cajole quiet deposits. quic,1997
6567,444,45,3,1.0,1344.44,0.09,0.07,N,O,1997-07-30,1997-08-22,1997-08-15,NONE,SHIP,even depths? slyly express packages haggl,1997
6567,1530,51,4,13.0,18609.89,0.01,0.02,N,O,1997-11-03,1997-09-11,1997-12-03,DELIVER IN PERSON,SHIP,al dependencies hag,1997
6630,29,55,6,42.0,39018.84,0.07,0.05,N,O,1997-02-06,1997-02-14,1997-02-13,TAKE BACK RETURN,SHIP,"e regular, unus",1997
6630,1397,36,7,26.0,33758.14,0.08,0.07,N,O,1997-03-18,1997-01-04,1997-03-24,DELIVER IN PERSON,SHIP,express excuses among the caref,1997
6689,1666,49,2,26.0,40759.16,0.04,0.0,N,O,1997-09-22,1997-08-18,1997-10-12,TAKE BACK RETURN,SHIP,"ng deposits. even, pending depo",1997
6721,200,53,4,38.0,41807.6,0.02,0.08,N,O,1997-03-27,1997-02-12,1997-04-26,NONE,SHIP,nding instructions haggle silent,1997
6784,132,33,1,7.0,7224.91,0.01,0.07,N,O,1997-07-12,1997-08-11,1997-08-11,DELIVER IN PERSON,SHIP,riously ironic foxes. final accounts dazz,1997
6786,1256,31,1,39.0,45132.75,0.1,0.01,N,O,1997-10-18,1997-10-26,1997-11-17,TAKE BACK RETURN,SHIP,ly express requests cajo,1997
6822,111,12,1,11.0,11122.21,0.02,0.07,N,O,1997-07-29,1997-08-30,1997-08-09,NONE,SHIP,even frets affix near the even ex,1997
6822,1215,16,4,23.0,25672.83,0.07,0.04,N,O,1997-07-09,1997-08-18,1997-07-31,TAKE BACK RETURN,SHIP,cross the pending pa,1997
6822,1716,43,5,15.0,24265.65,0.06,0.08,N,O,1997-06-30,1997-08-01,1997-07-27,TAKE BACK RETURN,SHIP,express dugouts sleep,1997
6852,539,100,1,21.0,30230.13,0.1,0.08,N,O,1997-08-10,1997-08-25,1997-08-22,TAKE BACK RETURN,SHIP,luffily unusual platelets cajole ,1997
7045,402,32,2,46.0,59910.4,0.08,0.03,N,O,1997-11-05,1997-09-28,1997-11-28,DELIVER IN PERSON,SHIP,ss depths are fu,1997
7073,208,36,4,25.0,27705.0,0.02,0.04,N,O,1997-12-05,1997-12-02,1997-12-25,DELIVER IN PERSON,SHIP,ironic requests boost. e,1997
7170,1158,95,4,40.0,42366.0,0.03,0.04,N,O,1997-11-11,1998-01-23,1997-12-09,DELIVER IN PERSON,SHIP," cajole final excuses. ironic, ironic ",1997
7172,1186,23,4,31.0,33702.58,0.05,0.08,N,O,1997-12-17,1998-01-04,1997-12-27,DELIVER IN PERSON,SHIP, blithely unusual foxes sl,1997
7235,709,6,2,42.0,67607.4,0.09,0.08,N,O,1997-01-19,1996-11-12,1997-01-29,NONE,SHIP,lar deposits after the ev,1997
7298,1972,5,2,21.0,39353.37,0.1,0.03,N,O,1997-07-12,1997-08-31,1997-07-31,NONE,SHIP,r requests: blithely unusual ,1997
7399,1410,28,3,37.0,48522.17,0.09,0.08,N,O,1997-09-12,1997-09-13,1997-09-17,TAKE BACK RETURN,SHIP, foxes. ca,1997
7428,1413,31,2,38.0,49947.58,0.02,0.01,N,O,1997-11-02,1997-09-22,1997-11-03,DELIVER IN PERSON,SHIP,are blithely. carefully ,1997
7522,262,17,1,15.0,17433.9,0.1,0.04,N,O,1997-02-18,1997-02-04,1997-03-14,NONE,SHIP,cajole. packages wake alon,1997
7522,1333,34,2,12.0,14811.96,0.04,0.08,N,O,1996-12-26,1997-02-10,1997-01-15,NONE,SHIP,en excuses. slyly spe,1997
7522,1943,76,6,10.0,18449.4,0.09,0.07,N,O,1997-02-05,1997-02-13,1997-02-27,TAKE BACK RETURN,SHIP,ously idle accounts a,1997
7523,216,44,1,11.0,12278.31,0.08,0.04,N,O,1997-06-21,1997-05-11,1997-07-14,DELIVER IN PERSON,SHIP,"lms: bold, regular",1997
7523,896,97,4,44.0,79063.16,0.05,0.03,N,O,1997-06-02,1997-06-05,1997-06-25,NONE,SHIP,ckly finally bold asymptot,1997
7589,708,9,3,5.0,8043.5,0.1,0.08,N,O,1997-05-18,1997-06-24,1997-06-10,COLLECT COD,SHIP,ld requests. slyly ironi,1997
8036,1288,26,1,20.0,23785.6,0.0,0.01,N,O,1997-04-26,1997-06-22,1997-05-14,TAKE BACK RETURN,SHIP,ly final theodolites boost again,1997
8066,1682,65,3,5.0,7918.4,0.06,0.0,N,O,1997-02-12,1997-03-15,1997-02-22,TAKE BACK RETURN,SHIP, deposits. slyly silent ideas boost. ,1997
8100,221,3,3,10.0,11212.2,0.07,0.08,N,O,1997-05-06,1997-03-06,1997-05-26,TAKE BACK RETURN,SHIP,s are quickly,1997
8100,730,63,4,40.0,65229.2,0.06,0.0,N,O,1997-04-25,1997-04-04,1997-05-04,COLLECT COD,SHIP,t the furiously regul,1997
8134,1003,4,4,4.0,3616.0,0.01,0.02,N,O,1997-11-30,1997-12-16,1997-12-12,NONE,SHIP, boost blithely? quickly expre,1997
8163,683,77,3,15.0,23755.2,0.07,0.08,N,O,1997-05-19,1997-03-27,1997-06-09,NONE,SHIP,furiously r,1997
8163,57,8,5,7.0,6699.35,0.02,0.07,N,O,1997-03-23,1997-04-01,1997-04-06,TAKE BACK RETURN,SHIP,ns nag along the regular ,1997
